音韻編碼,字頭,釋義
NjA,㡟,藉也
gjA,敖,游也說文作𢾕亦姓顓頊大敖之後或作遨五勞切二十五
gjA,遨,游也說文作𢾕亦姓顓頊大敖之後或作遨五勞切二十五
gjA,翱,翱翔
gjA,聱,不聽又五交切
gjA,驁,駿馬
gjA,熬,煎也
gjA,嶅,山多小石
gjA,獒,犬高四尺
gjA,滶,水名出南陽魯陽縣
gjA,蔜,繁縷蔓生或曰雞腸草也
gjA,鷔,不祥鳥白身赤口也
gjA,鼇,海中大鼈
gjA,螯,蟹屬
gjA,謷,不肖語也又哭不止悲
gjA,嗸,眾口愁也
gjA,嗷,眾口愁也
gjA,䫨,高頭也
gjA,𢧴,戟鋒
gjA,摮,擊皃
gjA,嫯,慢也
gjA,䦋,長大皃
gjA,𣘢,船接頭木
gjA,𦪈,船接頭木
gjA,𩪋,蟹大腳也
gjA,鰲,魚名
PjA,曹,曹局也又輩也眾也群也亦州名蓋取古國以名之又姓本自顓頊玄孫陸終之子六安是爲曹姓周武王封曹挾於邾故邾曹姓也魏武作家傳自云曹叔振鐸之後周武王封母弟振鐸於曹後以國爲氏出譙國彭城高平鉅鹿四望昨勞切十四
PjA,𣍘,古文
PjA,槽,馬槽
PjA,螬,蠐螬蟲
PjA,嘈,喧嘈
PjA,鐰,鐵剛折也
PjA,䄚,祭豕先也
PjA,艚,船艚
PjA,䏆,耳鳴
PjA,𩫥,高也
PjA,䐬,䐬脃
PjA,蓸,草名
PjA,漕,衛邑名又水運曰漕又昨到切
PjA,褿,帬也
hjA,𤏶,埋物灰中令熟於刀切三
hjA,䥝,銅瓫說文云溫器也
hjA,鏖,銅瓫說文云溫器也
HjA,猱,猴也奴刀切八
HjA,㺜,長毛犬又音鐃
HjA,𤣜,長毛犬又音鐃
HjA,巎,山名
HjA,嶩,平嶩山名在齊出地理志
HjA,峱,平嶩山名在齊出地理志
HjA,𤫕,玉名
HjA,獿,獸名
ejA,尻,說文𦞠也苦刀切二
ejA,訄,戲言
OjA,操,操持七刀切又七到切四
OjA,幧,所以裹髻又七搖切
OjA,𢿾,平持
OjA,㡟,藉也
BjA,㯱,囊張大皃普袍切四
BjA,藨,醋莓可食
BjA,䫽,輕皃
BjA,㲏,毛起皃出聲譜
dkA,歌,禮記曰舜作五弦之琴以歌南風釋名曰人聲曰歌歌者柯也以聲吟詠上有下如草木之有柯葉兗冀言歌聲如柯古俄切十一
dkA,謌,禮記曰舜作五弦之琴以歌南風釋名曰人聲曰歌歌者柯也以聲吟詠上有下如草木之有柯葉兗冀言歌聲如柯古俄切十一
dkA,柯,枝柯又斧柯又姓吳公子柯盧之後何氏姓苑云吳人也又虜姓後魏書柯拔氏後改爲柯氏望在河南
dkA,妿,女師以教女子
dkA,㤎,法也楷也
dkA,渮,澤水在山陽湖陵縣
dkA,牁,所以繫舟又牂牁郡名
dkA,戕,陸云上同
dkA,滒,多汁
dkA,哥,古作歌字今呼爲兄也
dkA,鴚,鴚鵝
OkA,蹉,蹉跌也七何切七
OkA,瑳,玉色鮮白也又七可切
OkA,搓,手搓碎也
OkA,磋,治象牙曰磋
OkA,溠,水名在義陽
OkA,傞,舞不止皃又素何切
OkA,𪘓,齒𪘓跌出字統
EkA,多,眾也重也又貝多樹名葉如枇杷葉得何切三
EkA,𦰿,姓也漢有𦰿宗
EkA,𦷛,姓也漢有𦰿宗
QkA,娑,婆娑舞者之容素何切十一
QkA,挱,摩挱
QkA,挲,摩挱
QkA,傞,舞不止皃又千何切
QkA,𩊮,𩊮鞄樂器亦謂馬尾
QkA,獻,獻罇見禮記亦作犧
QkA,䓾,䓾蔢草木盛皃
QkA,𠈱,行也又舞不止
QkA,桫,桫欏木名出崐崘山
QkA,䤬,䤬鑼銅器
QkA,𥆝,偷視也
GkA,駝,駱駝外國圖云大秦國人長一丈五尺好騎駱駝俗從也餘同徒河切二十三
GkA,駞,俗
GkA,鼉,說文曰水蟲也似蜥蜴而長大
GkA,𡩆,𡩆負
GkA,紽,絲數詩云素絲五紽
GkA,鮀,魚名
GkA,陀,陂陀不平之皃陂普河切
GkA,驒,連錢驄說文曰驒騱野馬也又丁年切
GkA,䍫,似羊四耳九尾
GkA,沱,滂沱大雨也詩云月離于畢俾滂沱矣又爾雅云江爲沱謂江水出別爲沱也
GkA,跎,蹉跎
GkA,詑,欺也
GkA,池,虖池水名在并州界出周禮又音馳
GkA,酡,飲酒朱顏皃
GkA,㼠,瓦盌
GkA,馱,馱騎也
GkA,迱,逶迱行皃
GkA,鼧,鼠名又託何切
GkA,袉,裾也又達可切
GkA,𩉺,𩉺緧
GkA,䡐,疾馳
GkA,𧕛,如人羊角虎爪
GkA,佗,委委佗佗美也又託何切
PkA,醝,白酒也昨何切十九
PkA,㽨,殘薉田也
PkA,瘥,病也又初介切
PkA,䣜,䣜縣名在譙郡或作酇酇本音贊
PkA,𣩈,小疫病也
PkA,鹺,禮云鹽曰鹹鹺
PkA,嵯,嵯峨
PkA,蒫,薺實又子邪切
PkA,𥰭,籠屬
PkA,艖,小舸
PkA,蔖,爾雅曰蓾蔖郭璞曰作履苴草又采古切蓾音魯
PkA,䴾,穀麥淨也
PkA,䑘,擣也
PkA,䠡,蹋也
PkA,躦,蹋也
PkA,虘,虎不柔也又才都切
PkA,𪘓,齒跌
PkA,齹,齒本
PkA,䰈,髮多皃
gkA,莪,草名似䔑蒿詩云蓼蓼者莪五何切十三
gkA,哦,吟哦
gkA,娥,美好也又姓後魏將軍娥清
gkA,䄉,美好也又姓後魏將軍娥清
gkA,峨,嵯峨
gkA,鵝,說文曰鴚鵝也
gkA,俄,俄頃速也
gkA,𩒰,齊也
gkA,蛾,蠶蛾又姓左傳晉大夫蛾析禮記又音蟻
gkA,睋,視也
gkA,涐,水名在出汶江
gkA,誐,嘉善也詩云誐以謐我
gkA,硪,說文曰石巖也
FkA,佗,非我也亦虜三字姓後魏書佗駱拔氏後改爲駱氏託何切七
FkA,他,俗今通用
FkA,拕,曳也俗作拖
FkA,它,說文曰虫也从虫而長象冤曲垂尾形上古艸居患它故相問無它乎
FkA,蛇,說文同上今市遮切
FkA,痑,馬病又力極也又叨丹切
FkA,鼧,鼠名
IkA,羅,羅綺也古者芒氏初作羅爾雅鳥罟謂之羅又姓出長沙本自顓頊末胤受封於羅國今房州也爲楚所滅子孫以爲氏魯何切十
IkA,蘿,女蘿
IkA,籮,篩籮
IkA,儸,儸出玉篇
IkA,饠,饆饠
IkA,𤄷,汨𤄷水名屈原沈處
IkA,欏,桫欏木名出崐崘山
IkA,囉,囉歌詞又嘍囉也亦小兒語也
IkA,鑼,䤬鑼器也
IkA,剆,擊也
HkA,那,何也都也於也盡也詩云受福不那那多也亦朝那縣名在安定又姓西魏揚州刺史那椿諾何切九
HkA,㔮,獸名似鼠班頭食之明目
HkA,𤘟,似牛白尾
HkA,挪,搓挪
HkA,儺,驅疫
HkA,𠹈,驅疫
HkA,𡖔,多也
HkA,𩴓,纂文云人值鬼驚聲
HkA,臡,麋鹿骨醬
jkA,何,辝也說文儋也又姓出自周成王母弟唐叔虞後封於韓韓滅子孫分散江淮閒音以韓爲何字隨音變遂爲何氏出廬江東海陳郡三望胡歌切七
jkA,河,水名出積石山海經云河出崐崘西北隅發源注海亦州取水以名之爾雅有九河徒駭太史馬頰覆釜胡蘇簡絜鉤盤鬲津
jkA,荷,爾雅曰荷芙蕖又胡哿切
jkA,菏,菏菔草也
jkA,苛,政煩也怒也說文曰小艸也
jkA,蚵,蜉蠪
jkA,魺,魚名
ikA,訶,責也怒也虎何切五
ikA,呵,責也怒也虎何切五
ikA,𩑸,傾頭
ikA,㱒,止也
ikA,抲,擔抲俗
ekA,珂,馬腦苦何切四
ekA,𠳌,開口聲
ekA,䯊,膝骨
ekA,軻,又苦賀切
hkA,阿,曲也近也倚也爾雅云大陵曰阿亦姓風俗通云阿衡伊尹号其後氏焉又虜三字姓四氏後魏書云阿伏于氏後改爲阿氏阿鹿桓氏後改爲鹿氏又有阿史那氏阿史德氏烏何切七
hkA,娿,媕娿不決媕音庵
hkA,痾,亦作疴病也
hkA,妸,女字
hkA,妿,女師又音哥
hkA,䋪,繒之細者
hkA,鈳,鈳䥈小釜
dkg,戈,干戈說文云平頭戟也天授年置司戈八品武職古禾切十五
dkg,過,經也又過所也釋名曰過所至關津以示之也或曰傳過也移所在識以爲信也亦姓風俗通云過國夏諸侯後因爲氏漢有兗州刺史過栩
dkg,渦,亦作濄水名出淮陽扶溝浪蕩渠又姓三輔決錄有扶風太守渦尚
dkg,鍋,溫器
dkg,𨍋,車盛膏器
dkg,楇,上同一曰紡車收絲具
dkg,瘑,瘡也
dkg,㽿,瘡也
dkg,𩰫,說文曰秦名土釜曰𩰫
dkg,𩰬,說文曰秦名土釜曰𩰫
dkg,㗻,小兒相應也又音禾
dkg,緺,綬名
dkg,堝,甘堝
dkg,𩾷,鳥名
dkg,𧒖,螗蜋別名
Okg,遳,脃也七戈切一
Ekg,𨹄,𨹄堆丁戈切二
Ekg,𣑫,木𣑫也
Qkg,莎,草名亦樹似桄榔其樹出麪蘇禾切十二
Qkg,魦,魚名
Qkg,莏,手挼莏也
Qkg,𢘿,𢘿題縣名在涿郡
Qkg,趖,趖疾
Qkg,蓑,草名可爲雨衣
Qkg,唆,㗻唆小兒相應
Qkg,𧨀,佞也
Qkg,髿,鬖髿髮皃
Qkg,梭,織具晉書陶侃少時漁於雷澤嘗網得一梭以挂於壁上須臾雷雨暴至乃化爲龍而去
Qkg,𣜤,織具晉書陶侃少時漁於雷澤嘗網得一梭以挂於壁上須臾雷雨暴至乃化爲龍而去
Qkg,㛗,女字穆天子傳云盛姫喪天子三女叔㛗爲主也
CkA,婆,老母稱也薄波切九
CkA,媻,說文曰奢也
CkA,鄱,鄱陽縣名在饒州
CkA,皤,老人白也
CkA,𩕏,𩕏𩕏勇舞皃說文同上
CkA,繁,姓也左傳殷人七族有繁氏漢有御史大夫繁延壽又音煩
CkA,搫,除也潘岳射雉賦云搫場拄翳又披散也亦音盤
CkA,蔢,蔢䓾草木盛皃
CkA,碆,纜繳石又音盤
Gkg,㸰,牛無角也徒和切三
Gkg,碢,碾碢
Gkg,堶,飛塼戲也
DkA,摩,研摩又滅也隱也迫也莫婆切十一
DkA,𩞁,𩞁食也出異字苑
DkA,𥂓,杯也又莫加切
DkA,𡡉,𡡉尼
DkA,魔,鬼魔
DkA,䯢,偏病
DkA,磨,磨礪爾雅曰石謂之磨
DkA,劘,削也
DkA,𦟟,漏病
DkA,𦣆,漏病
DkA,䭩,哺皃
Pkg,矬,短也昨禾切五
Pkg,痤,癤也
Pkg,銼,銼𨰠小釜
Pkg,㭫,爾雅云座椄慮李今麥李也或從木
Pkg,睉,小目
gkg,訛,謬也化也動也五禾切七
gkg,譌,
gkg,吪,並上同
gkg,鈋,刓也去角也
gkg,囮,網鳥者媒
gkg,魤,魚名
gkg,𠂬,木節
Fkg,詑,欺也說文曰兗州謂欺曰詑土禾切五
Fkg,𧦭,俗
Fkg,涶,水在西河
Fkg,䛢,䛢詆
Fkg,䜏,退言
Ikg,𩼊,獸名魚身鳥翼落戈切十六
Ikg,摞,理也
Ikg,騾,騾馬也蜀志云後主乘騾車降鄧艾也
Ikg,驘,騾馬也蜀志云後主乘騾車降鄧艾也
Ikg,𦿌,盛土草器
Ikg,鸁,桑飛鳥也
Ikg,𣜄,木名可爲箭笴
Ikg,螺,蜯屬
Ikg,蠃,蜯屬
Ikg,𥢵,穀積也或作𥡜
Ikg,𥡜,穀積也或作𥡜
Ikg,𧄿,草名生水中
Ikg,𨰠,銼𨰠小釜也或作鏍
Ikg,覼,覼縷委曲
Ikg,腡,手指文也
Ikg,蠡,瓠瓢也又禮鹿二音
Hkg,捼,捼莏說文曰摧也一曰兩手相切摩也俗作挼奴禾切二
Hkg,䎠,丸熟
AkA,波,波浪博禾切六
AkA,皤,老人白皃又音婆
AkA,紴,錦類又絛屬也
AkA,嶓,嶓冢山名
AkA,番,書曰番番良士爾雅曰番番矯矯勇也
AkA,碆,石可爲矢鏃也
BkA,頗,說文曰頭偏也滂禾切又匹我切四
BkA,坡,坡坂
BkA,𨸭,𨸭陀不平
BkA,玻,玻瓈玉西國寶
jkg,和,爾雅云笙之小者謂之和和順也諧也不堅不柔也亦州名在淮南漢九江都尉居之屬九江郡齊爲和州又姓出汝南河南二望本自羲和之後一云卞和之後晉有和嶠又虜複姓和稽氏後改爲緩氏戶戈切九
jkg,咊,古文
jkg,𤖱,棺頭
jkg,禾,粟苗
jkg,龢,諧也合也或曰古和字
jkg,鉌,鉌鑾亦作和
jkg,䒩,草名
jkg,㗻,小兒相應
jkg,盉,調五味器
ekg,科,程也條也本也品也科斷也苦禾切又苦臥切十四
ekg,窠,窠窟又巢
ekg,薖,草名又寬大皃
ekg,稞,青稞麥名
ekg,萪,萪藤生海邊葉肕可爲篾也
ekg,蝌,蝌蚪蟲名爾雅曰科斗活東蝦蟆子也字林從虫
ekg,㸰,牛無角也
ekg,犐,牛無角也
ekg,課,課差又苦臥切
ekg,簻,簻軸又陟爪切
ekg,䈖,竹名
ekg,㽿,禿瘡又古禾切
ekg,髁,膝骨說文口臥切髀骨也
ekg,𠏀,美也
hkg,倭,東海中國烏禾切七
hkg,濄,水回
hkg,渦,水坳
hkg,涹,濁也
hkg,𡑟,地𡑟窟也
hkg,踒,躅也
hkg,𥟿,燕人云多
ikw,鞾,鞾鞋釋名曰鞾本胡服趙武靈王所服許𦚢切四
ikw,靴,鞾鞋釋名曰鞾本胡服趙武靈王所服許𦚢切四
ikw,𢪎,撝也
ikw,㗾,道經疏云吐氣聲也
hkw,𦚢,𦚢𩨭手足曲病於靴切二
hkw,𠏃,𠏃𠋧癡皃出釋典
ekw,𩨷,手足疾皃去靴切二
ekw,𩨭,手足疾皃去靴切二
fkQ,伽,伽藍求迦切三
fkQ,茄,茄子菜可食又音加
fkQ,枷,刑具又音加
ekQ,佉,丘伽切四
ekQ,呿,張口皃
ekQ,㰦,欠去
ekQ,𠋧,𠏃𠋧
dkQ,迦,釋迦出釋典居伽切又音加一
Okw,脞,脃也醋伽切二
Okw,㛗,訬疾
Nkw,侳,安也子𩨷切二
Nkw,𩛠,骨𩛠出異字苑
fkw,瘸,腳手病巨靴切一
Ikw,𦣛,驢腸胃也縷𩨷切一
DlI,麻,麻紵亦姓風俗通云齊大夫麻嬰之後漢有麻達注論語莫霞切八
DlI,犘,犘牛重千斤出巴中
DlI,蟆,蝦蟆亦作蟇
DlI,𪓹,𪓬𪓹似𪓟鼊生海邊沙中肉甚美多膏
DlI,𩔶,𩔶䫗難語出陸善經字林
DlI,痲,痳風熱病
DlI,𥂓,杯也又莫何切
DlI,㦄,㦄愍
YlQ,車,古史考曰黃帝作車引重致遠少昊時加牛禹時奚仲加馬周公作指南車又姓出魯國南平淮南河南四望本自舜後陳敬仲奔齊爲田氏至漢丞相田千秋以年老得乘小車出入省中時人謂之車丞相子孫因以爲氏漢末避地於魯又複姓二氏世本有齊臨淄大夫車遽氏又有車成氏亦虜複姓魏獻帝命疎屬車焜氏後改爲車氏尺遮切又音居二
YlQ,硨,硨磲
alQ,奢,張也侈也勝也式車切三
alQ,賒,不交也
alQ,畬,燒榛種田又音余
llQ,邪,琅邪郡名俗作耶瑘亦語助以遮切又似嗟切十三
llQ,耶,
llQ,瑘,並見上注
llQ,釾,鏌釾
llQ,鎁,鏌釾
llQ,椰,椰子木名出交州其葉背面相似
llQ,擨,擨歈舉手相弄
llQ,斜,斜谷在武功西南入谷百里而至說文抒也又似嗟切
llQ,䓉,草名
llQ,𦰳,木名皮可爲索
llQ,䔑,穗也
llQ,𦭿,枲屬
llQ,𥯘,竹名生臨海
XlQ,遮,斷也正奢切四
XlQ,𠌮,𠌮儸健而不德
XlQ,㸙,吳人呼父
XlQ,諸,姓也漢有洛陽令諸於何氏姓苑云吳人又職余切
NlQ,嗟,咨也子邪切十二
NlQ,𧨁,咨也子邪切十二
NlQ,罝,兔罟也詩有兔罝篇
NlQ,蒫,薺實又昨何切
NlQ,謯,說文𧨹也
NlQ,瘥,爾雅云病也又在何切
NlQ,𨲠,長歎
NlQ,袓,縣名似與切
NlQ,㜘,憍也
NlQ,怚,憍也
NlQ,𣩈,小疫
NlQ,䦈,䦈丘山在東海
blQ,蛇,毒蟲又姓後秦錄姚萇后蛇氏也南安人食遮切又音它三
blQ,虵,俗
blQ,荼,爾雅云蔈荂荼即芀也又音徒荂音吁
jlo,華,草盛也色也說文作䔢榮也崔豹古今注曰堯設誹謗木今之華表也西京記謂交午柱戶花切又呼瓜戶化二切十
jlo,驊,驊騮周穆王馬
jlo,鷨,鳥名似雉
jlo,𧑍,蟲名似蛇字林云𧑍大蛇也出魏興啖小蛇及蝮但張口小蛇自入也
jlo,鋘,鋘鍫
jlo,鏵,鋘鍫
jlo,釫,亦同上
jlo,樺,木名又戶化切
jlo,崋,西嶽名也又戶化切
jlo,划,太撥進船也
dlo,瓜,說文蓏也廣雅云龍蹄虎掌羊骹兔頭桂髓蜜筩小青大班皆瓜名亦州名本古西戎地左傳范宣子數戎子駒支曰昔秦人迫逐乃祖吾離于瓜州又漢複姓王莽傳有盜賊臨淮瓜田儀古華切七
dlo,騧,黃馬黑喙
dlo,緺,青緺綬也
dlo,婐,女侍又於果切
dlo,蝸,蝸牛小螺
dlo,媧,古女后也
dlo,㧓,引也擊也
ilo,華,爾雅云華荂也呼瓜切四
ilo,花,俗今通用
ilo,譁,諠譁
ilo,𧪮,諠譁
elo,誇,大言也苦瓜切八
elo,䠸,䠸𨈚體柔也爾雅作夸毗
elo,夸,奢也
elo,姱,姱奢皃
elo,跨,吳人云坐
elo,胯,兩股閒也
elo,𠇗,𠇗邪離絕之皃
elo,䯞,額上骨也
MlI,拏,牽也女加切九
MlI,詉,𧬅詉語皃𧬅張加切
MlI,挐,絲絮相牽又女書切
MlI,摣,取也
MlI,蒘,藸蒘草
MlI,𧘽,衣敝
MlI,𧦮,絲𧦮語不解也
MlI,笯,鳥籠又乃胡切
MlI,𤓷,爬𤓷以收除也
dlI,嘉,善也美也又姓左傳晉大夫嘉父古牙切二十六
dlI,家,居也爾雅云扆內謂之家又姓風俗通漢有家羨爲劇令
dlI,加,增也上也陵也
dlI,葭,葭蘆也說文曰葦之未秀者又音遐
dlI,笳,笳簫卷蘆葉吹之也
dlI,麚,牡鹿
dlI,䴥,牡鹿
dlI,豭,豕也子路佩豭說文曰牡豕也
dlI,猳,俗
dlI,痂,瘡痂
dlI,鴐,鴐鵞鳥
dlI,枷,枷鎖又連枷打穀具
dlI,袈,袈裟
dlI,𣮫,𣮫㲚毛衣
dlI,跏,跏趺坐也
dlI,𨔣,不得進也
dlI,𤠙,𤠙玃
dlI,𧉪,米中黑蟲
dlI,茄,荷莖又漢複姓有茄羅氏
dlI,迦,漢複姓有迦葉氏又居伽切
dlI,珈,婦人首飾
dlI,瘕,病也
dlI,犌,牛絕有力
dlI,幏,說文曰南郡蠻夷賨布
dlI,貑,貑羆又貑貜也並見爾雅注
dlI,蟼,爾雅云蟼蟆蛙類也又音荊
jlI,遐,遠也胡加切十四
jlI,蝦,蝦蟆
jlI,鍜,錏鍜
jlI,霞,赤氣騰爲雲又漢複姓有霞露氏
jlI,瑕,玉病也過也又姓左傳周大夫瑕禽又漢複姓有瑕呂氏
jlI,騢,馬赤白雜色
jlI,鰕,大鯢
jlI,䠍,腳下
jlI,䫗,䫛䫗言語無度
jlI,碬,礪石也春秋傳曰鄭公孫碬字子石
jlI,䪗,履跟後帖
jlI,𩋥,履跟後帖
jlI,赮,日朝赤色
jlI,蕸,荷葉
BlI,葩,花也又草花白亦作皅普巴切七
BlI,鈀,方言云江東呼鎞箭
BlI,妑,字林云女字也
BlI,蚆,貝也爾雅曰蚆博而頯郭璞云頯者中央廣兩頭銳
BlI,吧,吧呀大口皃
BlI,舥,舥腳船也
BlI,𧣃,牛角闊也
hlI,鴉,烏別名於加切八
hlI,鵶,烏別名於加切八
hlI,錏,錏鍜
hlI,㝞,㝞𡨀作姿態皃𡨀音宅加切
hlI,椏,方言云江東言樹枝爲椏杈也
hlI,丫,象物開之形
hlI,䃁,碨䃁地形不平
hlI,𠜲,自刎
AlI,巴,巴蜀又州取國以名焉三巴記云閬白水東南流曲折三迴如巴字亦蟲名又姓後漢有楊州刺史巴祗伯加切八
AlI,鈀,兵車又音葩
AlI,笆,有刺竹籬
AlI,豝,豕也
AlI,芭,芭蕉
AlI,㿬,㿬皻鼻病
AlI,蚆,又匹加切義見上文
AlI,吧,吧呀小兒忿爭
TlI,叉,交手初牙切九
TlI,杈,杈杷田器說文曰杈枝也
TlI,差,擇也又差舛也
TlI,靫,靫鞴弓箭室也
TlI,鎈,錢異名出字諟
TlI,䐤,腵䐤脯也
TlI,𠞊,㔆物
TlI,艖,㔆物
TlI,䑡,小船名
VlI,鯊,魚名今之吹沙小魚是也所加切十一
VlI,魦,魚名今之吹沙小魚是也所加切十一
VlI,沙,沙汰說文曰水散石也爾雅曰潁爲沙謂大水溢出別爲小水之名亦州取沙角山爲名即三秦記鳴沙山也又姓何氏姓苑云東莞人又漢複姓二氏左傳齊有夙沙衛神農時夙沙氏之後漢書功臣表有昭沙掉尾又百濟有沙吒氏
VlI,砂,俗
VlI,裟,袈裟
VlI,㲚,𣮫㲚毛衣
VlI,桬,桬棠木名出崐崘山
VlI,紗,絹屬一曰紡纑也
VlI,髿,髮髿垂皃
VlI,𩊮,𩌍𩊮𩌈𩍜履也
VlI,硰,硰石地名見漢書
glI,牙,牙齒又牙旗吳志曰孫權因瑞作黃龍大牙常在軍中諸軍進退視其所向又姓風俗通云周大司徒君牙之後五加切七
glI,衙,縣名在馮翊亦衙府又姓秦穆公子食采於衙因氏焉蜀志有晉督護衙傳又音語音魚
glI,芽,萌芽
glI,齖,䶥齖齒不平正
glI,呀,吧呀
glI,枒,杈枒
glI,吾,漢書金城郡有允吾縣允音鉛
SlI,樝,似梨而酸或作柤側加切十二
SlI,柤,上同又煎藥滓
SlI,𦳏,芹楚葵生水中
SlI,㪥,以指按也
SlI,䶥,䶥齖
SlI,皻,皰鼻
SlI,抯,說文挹也
SlI,溠,水名出義陽又側稼切
SlI,渣,水名出義陽又側稼切
SlI,𤹡,瘡痂甲也
SlI,𥡧,赤𥡧稻名
SlI,浾,棠汁
LlI,𡨀,㝞𡨀宅加切十五
LlI,䠧,䠧跱行難皃
LlI,荼,苦菜又音徒
LlI,䣝,亭名在郃陽
LlI,𣘻,春藏草葉可以爲飲巴南人曰葭𣘻
LlI,茶,俗
LlI,秅,說文曰秭也周禮云聘禮曰十斗曰斛十六斗曰籔十籔曰秉四秉曰筥十筥曰稯十稯曰秅
LlI,𡝐,美也
LlI,𤶠,瘢𤶠瘡痕
LlI,𦛝,含舌皃
LlI,𥥸,窊𥥸深皃
LlI,塗,塗飾又音徒
LlI,𨼑,丘名
LlI,梌,吳人云刺木曰梌也
LlI,䅊,開張屋也又縣名說文作㢉
RlQ,衺,不正也似嗟切四
RlQ,斜,不正也似嗟切四
RlQ,邪,鬼病亦不正也論語曰思無邪
RlQ,䔑,䔑蒿
ZlQ,闍,闉闍城上重門也視遮切又德胡切五
ZlQ,余,姓也見姓苑出南昌郡
ZlQ,鉈,短矛又音夷
ZlQ,鍦,
ZlQ,𥍸,並上同
hlo,窊,凹也說文曰汚衺下也烏瓜切六
hlo,洼,深也亦渥洼水名又於佳切
hlo,畖,畖留地名在絳州
hlo,蛙,蝦蟆屬也
hlo,窪,深也說文曰清水也一曰窊也又水名
hlo,哇,婬聲
Slo,髽,婦人喪髻莊華切一
Jlo,檛,棰也左氏傳曰繞朝贈之以策杜預云馬檛也或作簻陟瓜切四
Jlo,簻,棰也左氏傳曰繞朝贈之以策杜預云馬檛也或作簻陟瓜切四
Jlo,𥬲,亦同
Jlo,膼,膇也
ClI,爬,搔也或作把又姓本杞東樓公之後避難改焉西魏襄州刺史把秀蒲巴切三
ClI,杷,枇杷木名說文曰收麥器也
ClI,琶,琵琶樂器
UlI,楂,水中浮木又姓出何氏姓苑鉏加切六
UlI,查,
UlI,槎,二同
UlI,䶥,䶥齖又音樝
UlI,㢒,壞也淮南子云㢒屋之下不可坐也
UlI,苴,詩傳云水中浮草也
KlI,侘,侘傺失意敕加切傺丑例切四
KlI,哆,張口也
KlI,𤵾,𤵾癡皃也
KlI,㗬,緩口又厚脣也
JlI,奓,張也陟加切八
JlI,𧬅,𧬅詉語不正也
JlI,觰,角上廣也
JlI,䅊,開張屋也又縣名
JlI,𤶠,瘡痕
JlI,咤,達利咤出釋典本音去聲
JlI,𪗭,噍聲
JlI,䐒,不密又黏也
ilI,煆,火氣猛也許加切又呼嫁切六
ilI,呀,唅呀張口皃又呀呷也
ilI,谺,字統云谽谺谷中大空皃
ilI,疨,疨病
ilI,岈,㟏岈山深之狀
ilI,颬,吐氣又風皃
elI,䶗,大齧也苦加切三
elI,㤉,㤍㤉伏態之皃㤍苦交切
elI,𡤫,㝞𡤫女作姿態
elI,𣘟,乞加切一
PlQ,㚗,大口皃才邪切一
clQ,若,蜀地名出巴中記人賒切又惹弱二音二
clQ,婼,婼羌西域國名
QlQ,些,少也寫邪切一
JlQ,爹,羌人呼父也陟邪切一
glo,𣢉,歄𣢉猶歄姽也五瓜切二
glo,𩨾,䯞𩨾髂骨
lmQ,陽,陰陽說文曰高明也爾雅云山東曰朝陽山西曰夕陽又姓出右北平本自周景王封少子於陽樊後裔避周之亂適燕家於無終因邑命氏秦置右北平子孫仍屬焉又漢複姓二十二氏歐陽氏越王句踐之後封于烏程歐陽亭後因爲氏望出長沙呂氏春秋有辯士高陽魋帝顓頊高陽氏之後漢有東海王中尉青陽精少昊青陽氏之後又有御史孫陽放秦穆公時孫陽伯樂之後魯之公族有名子陽者及衛公子趙陽之後並以名爲氏漢有周陽由淮南王舅周陽侯趙兼之後又駙馬都尉涇陽準秦涇陽君之後世本云偪陽妘姓國爲晉所滅子孫因氏焉左傳晉有梗陽巫皋衛有戲陽速漢有博士中山鮭陽鴻又有葉陽氏秦葉陽君之後列仙傳有沛國陵陽子明止陵陽山得仙其後因山爲氏漢有揚州刺史鮮陽戩後漢有櫟陽侯景丹曾孫汾避亂隴西因封爲氏又長沙太守濮陽逸陳留人也神仙傳有太陽子白日升天春秋釋例周有老陽子修黃老術漢有安陽護軍河東成陽恢何氏姓苑有朱陽氏索陽氏與章切三十二
lmQ,暘,日出暘谷
lmQ,楊,赤莖柳爾雅曰楊蒲柳又姓出弘農天水二望本自周宣王子尚父幽王邑諸楊号曰楊侯後并於晉因爲氏也
lmQ,揚,舉也說也導也明也又州名禹貢曰淮海惟揚州李巡曰江南之氣躁勁厥性輕揚故曰揚州
lmQ,颺,風所飛颺
lmQ,昜,飛也又曲昜縣在交阯
lmQ,羊,牛羊禮記凡祭羊曰柔毛崔豹古今注云羊一名髯須主簿又姓出泰山本自羊舌大夫之後戰國策有羊千者著書顯名又漢複姓二氏列士傳有羊角哀左傳晉大夫有羊舌職
lmQ,样,廣雅云样槌也方言曰懸蠶柱齊謂之样
lmQ,眻,美目又餘亮切
lmQ,佯,詐也或作詳
lmQ,詳,上同本音祥
lmQ,徉,忀徉徙倚
lmQ,洋,水流皃又海名又音祥
lmQ,烊,焇烊出陸善經字林
lmQ,煬,釋金又音恙
lmQ,鍚,兵名又馬額飾
lmQ,𩋬,馬額上靻
lmQ,輰,輰䡵車也
lmQ,敭,明敭
lmQ,瘍,瘍傷也說文云瘍頭瘡也周禮療瘍以五毒攻之
lmQ,鴹,𪄲鴹一足鳥舞則天下雨出字統
lmQ,鰑,赤鱺
lmQ,鸉,白鷢
lmQ,蛘,蟲名
lmQ,禓,道上祭一曰道神又舒羊切
