資料名稱,字頭,轉號,韻圖開合(修正後),韻圖母位置,韻圖聲,韻圖韻,韻圖等
韻鏡（古逸叢書本）,庾,12,,喉音第四位,上,麌,四
韻鏡（古逸叢書本）,𦄼,12,,齒音第四位,上,麌,四
韻鏡（古逸叢書本）,聚,12,,齒音第三位,上,麌,四
韻鏡（古逸叢書本）,取,12,,齒音第二位,上,麌,四
韻鏡（古逸叢書本）,路,12,,舌齒音第一位,去,暮,一
韻鏡（古逸叢書本）,護,12,,喉音第三位,去,暮,一
韻鏡（古逸叢書本）,謼,12,,喉音第二位,去,暮,一
韻鏡（古逸叢書本）,汙,12,,喉音第一位,去,暮,一
韻鏡（古逸叢書本）,訴,12,,齒音第四位,去,暮,一
韻鏡（古逸叢書本）,祚,12,,齒音第三位,去,暮,一
韻鏡（古逸叢書本）,庴,12,,齒音第二位,去,暮,一
韻鏡（古逸叢書本）,做,12,,齒音第一位,去,暮,一
韻鏡（古逸叢書本）,誤,12,,牙音第四位,去,暮,一
韻鏡（古逸叢書本）,絝,12,,牙音第二位,去,暮,一
韻鏡（古逸叢書本）,顧,12,,牙音第一位,去,暮,一
韻鏡（古逸叢書本）,笯,12,,舌音第四位,去,暮,一
韻鏡（古逸叢書本）,渡,12,,舌音第三位,去,暮,一
韻鏡（古逸叢書本）,菟,12,,舌音第二位,去,暮,一
韻鏡（古逸叢書本）,妬,12,,舌音第一位,去,暮,一
韻鏡（古逸叢書本）,暮,12,,脣音第四位,去,暮,一
韻鏡（古逸叢書本）,捕,12,,脣音第三位,去,暮,一
韻鏡（古逸叢書本）,怖,12,,脣音第二位,去,暮,一
韻鏡（古逸叢書本）,布,12,,脣音第一位,去,暮,一
韻鏡（古逸叢書本）,捒,12,,齒音第四位,去,遇,二
韻鏡（古逸叢書本）,菆,12,,齒音第二位,去,遇,二
韻鏡（古逸叢書本）,孺,12,,舌齒音第二位,去,遇,三
韻鏡（古逸叢書本）,屢,12,,舌齒音第一位,去,遇,三
韻鏡（古逸叢書本）,芋,12,,喉音第四位,去,遇,三
韻鏡（古逸叢書本）,呴,12,,喉音第二位,去,遇,三
韻鏡（古逸叢書本）,嫗,12,,喉音第一位,去,遇,三
韻鏡（古逸叢書本）,樹,12,,齒音第五位,去,遇,三
韻鏡（古逸叢書本）,戍,12,,齒音第四位,去,遇,三
韻鏡（古逸叢書本）,注,12,,齒音第一位,去,遇,三
韻鏡（古逸叢書本）,遇,12,,牙音第四位,去,遇,三
韻鏡（古逸叢書本）,懼,12,,牙音第三位,去,遇,三
韻鏡（古逸叢書本）,驅,12,,牙音第二位,去,遇,三
韻鏡（古逸叢書本）,住,12,,舌音第三位,去,遇,三
韻鏡（古逸叢書本）,𨳳,12,,舌音第二位,去,遇,三
韻鏡（古逸叢書本）,註,12,,舌音第一位,去,遇,三
韻鏡（古逸叢書本）,務,12,,脣音第四位,去,遇,三
韻鏡（古逸叢書本）,附,12,,脣音第三位,去,遇,三
韻鏡（古逸叢書本）,赴,12,,脣音第二位,去,遇,三
韻鏡（古逸叢書本）,付,12,,脣音第一位,去,遇,三
韻鏡（古逸叢書本）,裕,12,,喉音第四位,去,遇,四
韻鏡（古逸叢書本）,尠,12,,齒音第四位,去,遇,四
韻鏡（古逸叢書本）,聚,12,,齒音第三位,去,遇,四
韻鏡（古逸叢書本）,娶,12,,齒音第二位,去,遇,四
韻鏡（古逸叢書本）,緅,12,,齒音第一位,去,遇,四
韻鏡（古逸叢書本）,來,13,開,舌齒音第一位,平,咍,一
韻鏡（古逸叢書本）,咍,13,開,喉音第二位,平,咍,一
韻鏡（古逸叢書本）,哀,13,開,喉音第一位,平,咍,一
韻鏡（古逸叢書本）,鰓,13,開,齒音第四位,平,咍,一
韻鏡（古逸叢書本）,裁,13,開,齒音第三位,平,咍,一
韻鏡（古逸叢書本）,猜,13,開,齒音第二位,平,咍,一
韻鏡（古逸叢書本）,哉,13,開,齒音第一位,平,咍,一
韻鏡（古逸叢書本）,皚,13,開,牙音第四位,平,咍,一
韻鏡（古逸叢書本）,開,13,開,牙音第二位,平,咍,一
韻鏡（古逸叢書本）,該,13,開,牙音第一位,平,咍,一
韻鏡（古逸叢書本）,能,13,開,舌音第四位,平,咍,一
韻鏡（古逸叢書本）,臺,13,開,舌音第三位,平,咍,一
韻鏡（古逸叢書本）,胎,13,開,舌音第二位,平,咍,一
韻鏡（古逸叢書本）,𪒴,13,開,舌音第一位,平,咍,一
韻鏡（古逸叢書本）,𤗏,13,開,脣音第三位,平,咍,一
韻鏡（古逸叢書本）,𡜊,13,開,脣音第二位,平,咍,一
韻鏡（古逸叢書本）,唻,13,開,舌齒音第一位,平,皆,二
韻鏡（古逸叢書本）,諧,13,開,喉音第三位,平,皆,二
韻鏡（古逸叢書本）,𢓬,13,開,喉音第二位,平,皆,二
韻鏡（古逸叢書本）,𢰇,13,開,喉音第一位,平,皆,二
韻鏡（古逸叢書本）,崽,13,開,齒音第四位,平,皆,二
韻鏡（古逸叢書本）,豺,13,開,齒音第三位,平,皆,二
韻鏡（古逸叢書本）,差,13,開,齒音第二位,平,皆,二
韻鏡（古逸叢書本）,齋,13,開,齒音第一位,平,皆,二
韻鏡（古逸叢書本）,𩂢,13,開,牙音第四位,平,皆,二
韻鏡（古逸叢書本）,揩,13,開,牙音第二位,平,皆,二
韻鏡（古逸叢書本）,皆,13,開,牙音第一位,平,皆,二
韻鏡（古逸叢書本）,搱,13,開,舌音第四位,平,皆,二
韻鏡（古逸叢書本）,搋,13,開,舌音第二位,平,皆,二
韻鏡（古逸叢書本）,𪘨,13,開,舌音第一位,平,皆,二
韻鏡（古逸叢書本）,埋,13,開,脣音第四位,平,皆,二
韻鏡（古逸叢書本）,排,13,開,脣音第三位,平,皆,二
韻鏡（古逸叢書本）,㹗,13,開,齒音第二位,平,咍,三
韻鏡（古逸叢書本）,臡,13,開,舌齒音第二位,平,齊,四
韻鏡（古逸叢書本）,黎,13,開,舌齒音第一位,平,齊,四
韻鏡（古逸叢書本）,兮,13,開,喉音第三位,平,齊,四
韻鏡（古逸叢書本）,醯,13,開,喉音第二位,平,齊,四
韻鏡（古逸叢書本）,鷖,13,開,喉音第一位,平,齊,四
韻鏡（古逸叢書本）,西,13,開,齒音第四位,平,齊,四
韻鏡（古逸叢書本）,齊,13,開,齒音第三位,平,齊,四
韻鏡（古逸叢書本）,妻,13,開,齒音第二位,平,齊,四
韻鏡（古逸叢書本）,齎,13,開,齒音第一位,平,齊,四
韻鏡（古逸叢書本）,倪,13,開,牙音第四位,平,齊,四
韻鏡（古逸叢書本）,谿,13,開,牙音第二位,平,齊,四
韻鏡（古逸叢書本）,雞,13,開,牙音第一位,平,齊,四
韻鏡（古逸叢書本）,泥,13,開,舌音第四位,平,齊,四
韻鏡（古逸叢書本）,題,13,開,舌音第三位,平,齊,四
韻鏡（古逸叢書本）,梯,13,開,舌音第二位,平,齊,四
韻鏡（古逸叢書本）,氐,13,開,舌音第一位,平,齊,四
韻鏡（古逸叢書本）,迷,13,開,脣音第四位,平,齊,四
韻鏡（古逸叢書本）,鼙,13,開,脣音第三位,平,齊,四
韻鏡（古逸叢書本）,批,13,開,脣音第二位,平,齊,四
韻鏡（古逸叢書本）,篦,13,開,脣音第一位,平,齊,四
韻鏡（古逸叢書本）,疓,13,開,舌齒音第二位,上,海,一
韻鏡（古逸叢書本）,𨦂,13,開,舌齒音第一位,上,海,一
韻鏡（古逸叢書本）,佁,13,開,喉音第四位,上,海,一
韻鏡（古逸叢書本）,亥,13,開,喉音第三位,上,海,一
韻鏡（古逸叢書本）,海,13,開,喉音第二位,上,海,一
韻鏡（古逸叢書本）,欸,13,開,喉音第一位,上,海,一
韻鏡（古逸叢書本）,在,13,開,齒音第三位,上,海,一
韻鏡（古逸叢書本）,采,13,開,齒音第二位,上,海,一
韻鏡（古逸叢書本）,宰,13,開,齒音第一位,上,海,一
韻鏡（古逸叢書本）,愷,13,開,牙音第二位,上,海,一
韻鏡（古逸叢書本）,改,13,開,牙音第一位,上,海,一
韻鏡（古逸叢書本）,乃,13,開,舌音第四位,上,海,一
韻鏡（古逸叢書本）,駘,13,開,舌音第三位,上,海,一
韻鏡（古逸叢書本）,㘆,13,開,舌音第二位,上,海,一
韻鏡（古逸叢書本）,等,13,開,舌音第一位,上,海,一
韻鏡（古逸叢書本）,䆀,13,開,脣音第四位,上,海,一
韻鏡（古逸叢書本）,蓓,13,開,脣音第三位,上,海,一
韻鏡（古逸叢書本）,啡,13,開,脣音第二位,上,海,一
韻鏡（古逸叢書本）,俖,13,開,脣音第一位,上,海,一
韻鏡（古逸叢書本）,獺,13,開,舌齒音第一位,上,駭,二
韻鏡（古逸叢書本）,駭,13,開,喉音第三位,上,駭,二
韻鏡（古逸叢書本）,騃,13,開,牙音第四位,上,駭,二
韻鏡（古逸叢書本）,楷,13,開,牙音第二位,上,駭,二
韻鏡（古逸叢書本）,鍇,13,開,牙音第一位,上,駭,二
韻鏡（古逸叢書本）,矲,13,開,脣音第三位,上,駭,二
韻鏡（古逸叢書本）,灑,13,開,齒音第五位,上,海,三
韻鏡（古逸叢書本）,茝,13,開,齒音第二位,上,海,三
韻鏡（古逸叢書本）,禮,13,開,舌齒音第一位,上,薺,四
韻鏡（古逸叢書本）,徯,13,開,喉音第三位,上,薺,四
韻鏡（古逸叢書本）,𠯋,13,開,喉音第一位,上,薺,四
韻鏡（古逸叢書本）,洗,13,開,齒音第四位,上,薺,四
韻鏡（古逸叢書本）,薺,13,開,齒音第三位,上,薺,四
韻鏡（古逸叢書本）,泚,13,開,齒音第二位,上,薺,四
韻鏡（古逸叢書本）,濟,13,開,齒音第一位,上,薺,四
韻鏡（古逸叢書本）,掜,13,開,牙音第四位,上,薺,四
韻鏡（古逸叢書本）,啓,13,開,牙音第二位,上,薺,四
韻鏡（古逸叢書本）,禰,13,開,舌音第四位,上,薺,四
韻鏡（古逸叢書本）,弟,13,開,舌音第三位,上,薺,四
韻鏡（古逸叢書本）,體,13,開,舌音第二位,上,薺,四
韻鏡（古逸叢書本）,邸,13,開,舌音第一位,上,薺,四
韻鏡（古逸叢書本）,米,13,開,脣音第四位,上,薺,四
韻鏡（古逸叢書本）,陛,13,開,脣音第三位,上,薺,四
韻鏡（古逸叢書本）,䫌,13,開,脣音第二位,上,薺,四
韻鏡（古逸叢書本）,㪏,13,開,脣音第一位,上,薺,四
韻鏡（古逸叢書本）,賚,13,開,舌齒音第一位,去,代,一
韻鏡（古逸叢書本）,瀣,13,開,喉音第三位,去,代,一
韻鏡（古逸叢書本）,儗,13,開,喉音第二位,去,代,一
韻鏡（古逸叢書本）,愛,13,開,喉音第一位,去,代,一
韻鏡（古逸叢書本）,賽,13,開,齒音第四位,去,代,一
韻鏡（古逸叢書本）,載,13,開,齒音第三位,去,代,一
韻鏡（古逸叢書本）,菜,13,開,齒音第二位,去,代,一
韻鏡（古逸叢書本）,載,13,開,齒音第一位,去,代,一
韻鏡（古逸叢書本）,礙,13,開,牙音第四位,去,代,一
韻鏡（古逸叢書本）,隑,13,開,牙音第三位,去,代,一
韻鏡（古逸叢書本）,慨,13,開,牙音第二位,去,代,一
韻鏡（古逸叢書本）,溉,13,開,牙音第一位,去,代,一
韻鏡（古逸叢書本）,耐,13,開,舌音第四位,去,代,一
韻鏡（古逸叢書本）,代,13,開,舌音第三位,去,代,一
韻鏡（古逸叢書本）,貸,13,開,舌音第二位,去,代,一
韻鏡（古逸叢書本）,戴,13,開,舌音第一位,去,代,一
韻鏡（古逸叢書本）,䆀,13,開,脣音第四位,去,代,一
韻鏡（古逸叢書本）,𢘥,13,開,脣音第二位,去,代,一
韻鏡（古逸叢書本）,械,13,開,喉音第三位,去,怪,二
韻鏡（古逸叢書本）,譮,13,開,喉音第二位,去,怪,二
韻鏡（古逸叢書本）,噫,13,開,喉音第一位,去,怪,二
韻鏡（古逸叢書本）,瘥,13,開,齒音第二位,去,怪,二
韻鏡（古逸叢書本）,瘵,13,開,齒音第一位,去,怪,二
韻鏡（古逸叢書本）,𦗐,13,開,牙音第四位,去,怪,二
韻鏡（古逸叢書本）,烗,13,開,牙音第二位,去,怪,二
韻鏡（古逸叢書本）,誡,13,開,牙音第一位,去,怪,二
韻鏡（古逸叢書本）,褹,13,開,舌音第四位,去,怪,二
韻鏡（古逸叢書本）,拜,13,開,脣音第一位,去,怪,二
韻鏡（古逸叢書本）,例,13,開,舌齒音第一位,去,祭,三
韻鏡（古逸叢書本）,䋵,13,開,喉音第二位,去,祭,三
韻鏡（古逸叢書本）,逝,13,開,齒音第五位,去,祭,三
韻鏡（古逸叢書本）,丗,13,開,齒音第四位,去,祭,三
韻鏡（古逸叢書本）,掣,13,開,齒音第二位,去,祭,三
韻鏡（古逸叢書本）,制,13,開,齒音第一位,去,祭,三
韻鏡（古逸叢書本）,㓷,13,開,牙音第四位,去,祭,三
韻鏡（古逸叢書本）,偈,13,開,牙音第三位,去,祭,三
韻鏡（古逸叢書本）,憩,13,開,牙音第二位,去,祭,三
韻鏡（古逸叢書本）,猘,13,開,牙音第一位,去,祭,三
韻鏡（古逸叢書本）,滯,13,開,舌音第三位,去,祭,三
韻鏡（古逸叢書本）,跇,13,開,舌音第二位,去,祭,三
韻鏡（古逸叢書本）,㿃,13,開,舌音第一位,去,祭,三
韻鏡（古逸叢書本）,麗,13,開,舌齒音第一位,去,霽,四
韻鏡（古逸叢書本）,蒵,13,開,喉音第三位,去,霽,四
韻鏡（古逸叢書本）,翳,13,開,喉音第一位,去,霽,四
韻鏡（古逸叢書本）,細,13,開,齒音第四位,去,霽,四
韻鏡（古逸叢書本）,嚌,13,開,齒音第三位,去,霽,四
韻鏡（古逸叢書本）,砌,13,開,齒音第二位,去,霽,四
韻鏡（古逸叢書本）,霽,13,開,齒音第一位,去,霽,四
韻鏡（古逸叢書本）,詣,13,開,牙音第四位,去,霽,四
韻鏡（古逸叢書本）,契,13,開,牙音第二位,去,霽,四
韻鏡（古逸叢書本）,計,13,開,牙音第一位,去,霽,四
韻鏡（古逸叢書本）,泥,13,開,舌音第四位,去,霽,四
韻鏡（古逸叢書本）,第,13,開,舌音第三位,去,霽,四
韻鏡（古逸叢書本）,替,13,開,舌音第二位,去,霽,四
韻鏡（古逸叢書本）,帝,13,開,舌音第一位,去,霽,四
韻鏡（古逸叢書本）,謎,13,開,脣音第四位,去,霽,四
韻鏡（古逸叢書本）,薜,13,開,脣音第三位,去,霽,四
韻鏡（古逸叢書本）,媲,13,開,脣音第二位,去,霽,四
韻鏡（古逸叢書本）,閉,13,開,脣音第一位,去,霽,四
韻鏡（古逸叢書本）,㕢,13,開,喉音第三位,去,夬,二
韻鏡（古逸叢書本）,䜕,13,開,喉音第二位,去,夬,二
韻鏡（古逸叢書本）,喝,13,開,喉音第一位,去,夬,二
韻鏡（古逸叢書本）,𠱡,13,開,齒音第四位,去,夬,二
韻鏡（古逸叢書本）,寨,13,開,齒音第三位,去,夬,二
韻鏡（古逸叢書本）,啐,13,開,齒音第二位,去,夬,二
韻鏡（古逸叢書本）,犗,13,開,牙音第一位,去,夬,二
韻鏡（古逸叢書本）,𦤧,13,開,舌音第三位,去,夬,二
韻鏡（古逸叢書本）,𦽳,13,開,舌音第二位,去,夬,二
韻鏡（古逸叢書本）,雷,14,合,舌齒音第一位,平,灰,一
韻鏡（古逸叢書本）,回,14,合,喉音第三位,平,灰,一
韻鏡（古逸叢書本）,灰,14,合,喉音第二位,平,灰,一
韻鏡（古逸叢書本）,隈,14,合,喉音第一位,平,灰,一
韻鏡（古逸叢書本）,𤗯,14,合,齒音第四位,平,灰,一
韻鏡（古逸叢書本）,摧,14,合,齒音第三位,平,灰,一
韻鏡（古逸叢書本）,崔,14,合,齒音第二位,平,灰,一
韻鏡（古逸叢書本）,嗺,14,合,齒音第一位,平,灰,一
韻鏡（古逸叢書本）,鮠,14,合,牙音第四位,平,灰,一
韻鏡（古逸叢書本）,恢,14,合,牙音第二位,平,灰,一
韻鏡（古逸叢書本）,傀,14,合,牙音第一位,平,灰,一
韻鏡（古逸叢書本）,㮃,14,合,舌音第四位,平,灰,一
韻鏡（古逸叢書本）,頹,14,合,舌音第三位,平,灰,一
韻鏡（古逸叢書本）,𨌴,14,合,舌音第二位,平,灰,一
韻鏡（古逸叢書本）,磓,14,合,舌音第一位,平,灰,一
韻鏡（古逸叢書本）,枚,14,合,脣音第四位,平,灰,一
韻鏡（古逸叢書本）,裴,14,合,脣音第三位,平,灰,一
韻鏡（古逸叢書本）,肧,14,合,脣音第二位,平,灰,一
韻鏡（古逸叢書本）,杯,14,合,脣音第一位,平,灰,一
韻鏡（古逸叢書本）,䐯,14,合,舌齒音第一位,平,皆,二
韻鏡（古逸叢書本）,懷,14,合,喉音第三位,平,皆,二
韻鏡（古逸叢書本）,虺,14,合,喉音第二位,平,皆,二
韻鏡（古逸叢書本）,膗,14,合,齒音第三位,平,皆,二
韻鏡（古逸叢書本）,匯,14,合,牙音第二位,平,皆,二
韻鏡（古逸叢書本）,乖,14,合,牙音第一位,平,皆,二
韻鏡（古逸叢書本）,尵,14,合,舌音第三位,平,皆,二
韻鏡（古逸叢書本）,攜,14,合,喉音第三位,平,齊,四
韻鏡（古逸叢書本）,睳,14,合,喉音第二位,平,齊,四
韻鏡（古逸叢書本）,烓,14,合,喉音第一位,平,齊,四
韻鏡（古逸叢書本）,睽,14,合,牙音第二位,平,齊,四
韻鏡（古逸叢書本）,圭,14,合,牙音第一位,平,齊,四
韻鏡（古逸叢書本）,礧,14,合,舌齒音第一位,上,賄,一
韻鏡（古逸叢書本）,倄,14,合,喉音第四位,上,賄,一
韻鏡（古逸叢書本）,瘣,14,合,喉音第三位,上,賄,一
韻鏡（古逸叢書本）,賄,14,合,喉音第二位,上,賄,一
韻鏡（古逸叢書本）,猥,14,合,喉音第一位,上,賄,一
韻鏡（古逸叢書本）,罪,14,合,齒音第三位,上,賄,一
韻鏡（古逸叢書本）,皠,14,合,齒音第二位,上,賄,一
韻鏡（古逸叢書本）,嶊,14,合,齒音第一位,上,賄,一
韻鏡（古逸叢書本）,頠,14,合,牙音第四位,上,賄,一
韻鏡（古逸叢書本）,䫥,14,合,牙音第二位,上,賄,一
韻鏡（古逸叢書本）,餧,14,合,舌音第四位,上,賄,一
韻鏡（古逸叢書本）,鐓,14,合,舌音第三位,上,賄,一
韻鏡（古逸叢書本）,骽,14,合,舌音第二位,上,賄,一
韻鏡（古逸叢書本）,𦞙,14,合,舌音第一位,上,賄,一
韻鏡（古逸叢書本）,浼,14,合,脣音第四位,上,賄,一
韻鏡（古逸叢書本）,琲,14,合,脣音第三位,上,賄,一
韻鏡（古逸叢書本）,𩬳,14,合,舌音第一位,上,駭,二
韻鏡（古逸叢書本）,纇,14,合,舌齒音第一位,去,隊,一
韻鏡（古逸叢書本）,潰,14,合,喉音第三位,去,隊,一
韻鏡（古逸叢書本）,誨,14,合,喉音第二位,去,隊,一
韻鏡（古逸叢書本）,𩲄,14,合,喉音第一位,去,隊,一
韻鏡（古逸叢書本）,碎,14,合,齒音第四位,去,隊,一
韻鏡（古逸叢書本）,倅,14,合,齒音第二位,去,隊,一
韻鏡（古逸叢書本）,晬,14,合,齒音第一位,去,隊,一
韻鏡（古逸叢書本）,磑,14,合,牙音第四位,去,隊,一
韻鏡（古逸叢書本）,鞼,14,合,牙音第三位,去,隊,一
韻鏡（古逸叢書本）,塊,14,合,牙音第二位,去,隊,一
韻鏡（古逸叢書本）,憒,14,合,牙音第一位,去,隊,一
韻鏡（古逸叢書本）,內,14,合,舌音第四位,去,隊,一
韻鏡（古逸叢書本）,隊,14,合,舌音第三位,去,隊,一
韻鏡（古逸叢書本）,退,14,合,舌音第二位,去,隊,一
韻鏡（古逸叢書本）,對,14,合,舌音第一位,去,隊,一
韻鏡（古逸叢書本）,妹,14,合,脣音第四位,去,隊,一
韻鏡（古逸叢書本）,佩,14,合,脣音第三位,去,隊,一
韻鏡（古逸叢書本）,配,14,合,脣音第二位,去,隊,一
韻鏡（古逸叢書本）,背,14,合,脣音第一位,去,隊,一
韻鏡（古逸叢書本）,壞,14,合,喉音第三位,去,怪,二
韻鏡（古逸叢書本）,𧱳,14,合,喉音第二位,去,怪,二
韻鏡（古逸叢書本）,聵,14,合,牙音第四位,去,怪,二
韻鏡（古逸叢書本）,蒯,14,合,牙音第二位,去,怪,二
韻鏡（古逸叢書本）,怪,14,合,牙音第一位,去,怪,二
韻鏡（古逸叢書本）,䀛,14,合,脣音第四位,去,怪,二
韻鏡（古逸叢書本）,憊,14,合,脣音第三位,去,怪,二
韻鏡（古逸叢書本）,湃,14,合,脣音第二位,去,怪,二
韻鏡（古逸叢書本）,拜,14,合,脣音第一位,去,怪,二
韻鏡（古逸叢書本）,芮,14,合,舌齒音第二位,去,祭,三
韻鏡（古逸叢書本）,衛,14,合,喉音第四位,去,祭,三
韻鏡（古逸叢書本）,稅,14,合,齒音第四位,去,祭,三
韻鏡（古逸叢書本）,毳,14,合,齒音第二位,去,祭,三
韻鏡（古逸叢書本）,贅,14,合,齒音第一位,去,祭,三
韻鏡（古逸叢書本）,𥏙,14,合,牙音第二位,去,祭,三
韻鏡（古逸叢書本）,劌,14,合,牙音第一位,去,祭,三
韻鏡（古逸叢書本）,綴,14,合,舌音第一位,去,祭,三
韻鏡（古逸叢書本）,慧,14,合,喉音第三位,去,霽,四
韻鏡（古逸叢書本）,嘒,14,合,喉音第二位,去,霽,四
韻鏡（古逸叢書本）,桂,14,合,牙音第一位,去,霽,四
韻鏡（古逸叢書本）,話,14,合,喉音第三位,去,夬,二
韻鏡（古逸叢書本）,咶,14,合,喉音第二位,去,夬,二
韻鏡（古逸叢書本）,䵳,14,合,喉音第一位,去,夬,二
韻鏡（古逸叢書本）,嘬,14,合,齒音第二位,去,夬,二
韻鏡（古逸叢書本）,快,14,合,牙音第二位,去,夬,二
韻鏡（古逸叢書本）,夬,14,合,牙音第一位,去,夬,二
韻鏡（古逸叢書本）,邁,14,合,脣音第四位,去,夬,二
韻鏡（古逸叢書本）,敗,14,合,脣音第三位,去,夬,二
韻鏡（古逸叢書本）,敗,14,合,脣音第一位,去,夬,二
韻鏡（古逸叢書本）,膎,15,開,喉音第三位,平,佳,二
韻鏡（古逸叢書本）,㗨,15,開,喉音第二位,平,佳,二
韻鏡（古逸叢書本）,娃,15,開,喉音第一位,平,佳,二
韻鏡（古逸叢書本）,崽,15,開,齒音第四位,平,佳,二
韻鏡（古逸叢書本）,柴,15,開,齒音第三位,平,佳,二
韻鏡（古逸叢書本）,釵,15,開,齒音第二位,平,佳,二
韻鏡（古逸叢書本）,崖,15,開,牙音第四位,平,佳,二
韻鏡（古逸叢書本）,𠇗,15,開,牙音第二位,平,佳,二
韻鏡（古逸叢書本）,佳,15,開,牙音第一位,平,佳,二
韻鏡（古逸叢書本）,䍲,15,開,舌音第四位,平,佳,二
韻鏡（古逸叢書本）,扠,15,開,舌音第二位,平,佳,二
韻鏡（古逸叢書本）,䁲,15,開,脣音第四位,平,佳,二
韻鏡（古逸叢書本）,牌,15,開,脣音第三位,平,佳,二
韻鏡（古逸叢書本）,蟹,15,開,喉音第三位,上,蟹,二
韻鏡（古逸叢書本）,矮,15,開,喉音第一位,上,蟹,二
韻鏡（古逸叢書本）,箉,15,開,牙音第三位,上,蟹,二
韻鏡（古逸叢書本）,𦫼,15,開,牙音第二位,上,蟹,二
韻鏡（古逸叢書本）,解,15,開,牙音第一位,上,蟹,二
韻鏡（古逸叢書本）,嬭,15,開,舌音第四位,上,蟹,二
韻鏡（古逸叢書本）,廌,15,開,舌音第三位,上,蟹,二
韻鏡（古逸叢書本）,買,15,開,脣音第四位,上,蟹,二
韻鏡（古逸叢書本）,罷,15,開,脣音第三位,上,蟹,二
韻鏡（古逸叢書本）,擺,15,開,脣音第一位,上,蟹,二
韻鏡（古逸叢書本）,賴,15,開,舌齒音第一位,去,泰,一
韻鏡（古逸叢書本）,害,15,開,喉音第三位,去,泰,一
韻鏡（古逸叢書本）,餀,15,開,喉音第二位,去,泰,一
韻鏡（古逸叢書本）,藹,15,開,喉音第一位,去,泰,一
韻鏡（古逸叢書本）,蔡,15,開,齒音第二位,去,泰,一
韻鏡（古逸叢書本）,艾,15,開,牙音第四位,去,泰,一
韻鏡（古逸叢書本）,磕,15,開,牙音第二位,去,泰,一
韻鏡（古逸叢書本）,蓋,15,開,牙音第一位,去,泰,一
韻鏡（古逸叢書本）,柰,15,開,舌音第四位,去,泰,一
韻鏡（古逸叢書本）,大,15,開,舌音第三位,去,泰,一
韻鏡（古逸叢書本）,太,15,開,舌音第二位,去,泰,一
韻鏡（古逸叢書本）,帶,15,開,舌音第一位,去,泰,一
韻鏡（古逸叢書本）,眜,15,開,脣音第四位,去,泰,一
韻鏡（古逸叢書本）,旆,15,開,脣音第三位,去,泰,一
韻鏡（古逸叢書本）,霈,15,開,脣音第二位,去,泰,一
韻鏡（古逸叢書本）,貝,15,開,脣音第一位,去,泰,一
韻鏡（古逸叢書本）,邂,15,開,喉音第三位,去,卦,二
韻鏡（古逸叢書本）,謑,15,開,喉音第二位,去,卦,二
韻鏡（古逸叢書本）,隘,15,開,喉音第一位,去,卦,二
韻鏡（古逸叢書本）,曬,15,開,齒音第四位,去,卦,二
韻鏡（古逸叢書本）,㾹,15,開,齒音第三位,去,卦,二
韻鏡（古逸叢書本）,差,15,開,齒音第二位,去,卦,二
韻鏡（古逸叢書本）,債,15,開,齒音第一位,去,卦,二
韻鏡（古逸叢書本）,睚,15,開,牙音第四位,去,卦,二
韻鏡（古逸叢書本）,𡢖,15,開,牙音第二位,去,卦,二
韻鏡（古逸叢書本）,懈,15,開,牙音第一位,去,卦,二
韻鏡（古逸叢書本）,㠔,15,開,脣音第一位,去,卦,二
韻鏡（古逸叢書本）,曳,15,開,喉音第四位,去,祭,四
韻鏡（古逸叢書本）,䋵,15,開,喉音第一位,去,祭,四
韻鏡（古逸叢書本）,藝,15,開,牙音第四位,去,祭,四
韻鏡（古逸叢書本）,袂,15,開,脣音第四位,去,祭,四
韻鏡（古逸叢書本）,𡚁,15,開,脣音第三位,去,祭,四
韻鏡（古逸叢書本）,潎,15,開,脣音第二位,去,祭,四
韻鏡（古逸叢書本）,蔽,15,開,脣音第一位,去,祭,四
韻鏡（古逸叢書本）,鼃,16,合,喉音第三位,平,佳,二
韻鏡（古逸叢書本）,竵,16,合,喉音第二位,平,佳,二
韻鏡（古逸叢書本）,蛙,16,合,喉音第一位,平,佳,二
韻鏡（古逸叢書本）,喎,16,合,牙音第二位,平,佳,二
韻鏡（古逸叢書本）,媧,16,合,牙音第一位,平,佳,二
韻鏡（古逸叢書本）,夥,16,合,喉音第三位,上,蟹,二
韻鏡（古逸叢書本）,扮,16,合,喉音第二位,上,蟹,二
韻鏡（古逸叢書本）,㢊,16,合,喉音第一位,上,蟹,二
韻鏡（古逸叢書本）,𠁥,16,合,牙音第一位,上,蟹,二
韻鏡（古逸叢書本）,酹,16,合,舌齒音第一位,去,泰,一
韻鏡（古逸叢書本）,㦣,16,合,喉音第四位,去,泰,一
韻鏡（古逸叢書本）,會,16,合,喉音第三位,去,泰,一
韻鏡（古逸叢書本）,𧬨,16,合,喉音第二位,去,泰,一
韻鏡（古逸叢書本）,懀,16,合,喉音第一位,去,泰,一
韻鏡（古逸叢書本）,𥕸,16,合,齒音第四位,去,泰,一
韻鏡（古逸叢書本）,蕞,16,合,齒音第三位,去,泰,一
韻鏡（古逸叢書本）,襊,16,合,齒音第二位,去,泰,一
韻鏡（古逸叢書本）,最,16,合,齒音第一位,去,泰,一
韻鏡（古逸叢書本）,外,16,合,牙音第四位,去,泰,一
韻鏡（古逸叢書本）,𥢶,16,合,牙音第二位,去,泰,一
