資料名稱,字頭,轉號,韻圖開合(修正後),韻圖母位置,韻圖聲,韻圖韻,韻圖等
韻鏡（古逸叢書本）,儈,16,合,牙音第一位,去,泰,一
韻鏡（古逸叢書本）,兌,16,合,舌音第三位,去,泰,一
韻鏡（古逸叢書本）,娧,16,合,舌音第二位,去,泰,一
韻鏡（古逸叢書本）,祋,16,合,舌音第一位,去,泰,一
韻鏡（古逸叢書本）,卦,16,合,牙音第一位,去,卦,二
韻鏡（古逸叢書本）,膪,16,合,舌音第一位,去,卦,二
韻鏡（古逸叢書本）,賣,16,合,脣音第四位,去,卦,二
韻鏡（古逸叢書本）,稗,16,合,脣音第三位,去,卦,二
韻鏡（古逸叢書本）,派,16,合,脣音第二位,去,卦,二
韻鏡（古逸叢書本）,庍,16,合,脣音第一位,去,卦,二
韻鏡（古逸叢書本）,銳,16,合,喉音第四位,去,祭,四
韻鏡（古逸叢書本）,篲,16,合,齒音第五位,去,祭,四
韻鏡（古逸叢書本）,歲,16,合,齒音第四位,去,祭,四
韻鏡（古逸叢書本）,膬,16,合,齒音第二位,去,祭,四
韻鏡（古逸叢書本）,蕝,16,合,齒音第一位,去,祭,四
韻鏡（古逸叢書本）,瀱,16,合,牙音第一位,去,祭,四
韻鏡（古逸叢書本）,痕,17,開,喉音第三位,平,痕,一
韻鏡（古逸叢書本）,恩,17,開,喉音第一位,平,痕,一
韻鏡（古逸叢書本）,垠,17,開,牙音第四位,平,痕,一
韻鏡（古逸叢書本）,根,17,開,牙音第一位,平,痕,一
韻鏡（古逸叢書本）,吞,17,開,舌音第二位,平,痕,一
韻鏡（古逸叢書本）,莘,17,開,齒音第四位,平,臻,二
韻鏡（古逸叢書本）,𦿒,17,開,齒音第三位,平,臻,二
韻鏡（古逸叢書本）,臻,17,開,齒音第一位,平,臻,二
韻鏡（古逸叢書本）,人,17,開,舌齒音第二位,平,眞,三
韻鏡（古逸叢書本）,鄰,17,開,舌齒音第一位,平,眞,三
韻鏡（古逸叢書本）,囩,17,開,喉音第四位,平,眞,三
韻鏡（古逸叢書本）,𪔗,17,開,喉音第一位,平,眞,三
韻鏡（古逸叢書本）,辰,17,開,齒音第五位,平,眞,三
韻鏡（古逸叢書本）,申,17,開,齒音第四位,平,眞,三
韻鏡（古逸叢書本）,神,17,開,齒音第三位,平,眞,三
韻鏡（古逸叢書本）,瞋,17,開,齒音第二位,平,眞,三
韻鏡（古逸叢書本）,真,17,開,齒音第一位,平,眞,三
韻鏡（古逸叢書本）,銀,17,開,牙音第四位,平,眞,三
韻鏡（古逸叢書本）,𥎊,17,開,牙音第三位,平,眞,三
韻鏡（古逸叢書本）,巾,17,開,牙音第一位,平,眞,三
韻鏡（古逸叢書本）,紉,17,開,舌音第四位,平,眞,三
韻鏡（古逸叢書本）,陳,17,開,舌音第三位,平,眞,三
韻鏡（古逸叢書本）,𤣆,17,開,舌音第二位,平,眞,三
韻鏡（古逸叢書本）,珍,17,開,舌音第一位,平,眞,三
韻鏡（古逸叢書本）,珉,17,開,脣音第四位,平,眞,三
韻鏡（古逸叢書本）,貧,17,開,脣音第三位,平,眞,三
韻鏡（古逸叢書本）,彬,17,開,脣音第一位,平,眞,三
韻鏡（古逸叢書本）,寅,17,開,喉音第四位,平,眞,四
韻鏡（古逸叢書本）,礥,17,開,喉音第三位,平,眞,四
韻鏡（古逸叢書本）,因,17,開,喉音第一位,平,眞,四
韻鏡（古逸叢書本）,辛,17,開,齒音第四位,平,眞,四
韻鏡（古逸叢書本）,秦,17,開,齒音第三位,平,眞,四
韻鏡（古逸叢書本）,親,17,開,齒音第二位,平,眞,四
韻鏡（古逸叢書本）,津,17,開,齒音第一位,平,眞,四
韻鏡（古逸叢書本）,民,17,開,脣音第四位,平,眞,四
韻鏡（古逸叢書本）,頻,17,開,脣音第三位,平,眞,四
韻鏡（古逸叢書本）,繽,17,開,脣音第二位,平,眞,四
韻鏡（古逸叢書本）,賓,17,開,脣音第一位,平,眞,四
韻鏡（古逸叢書本）,很,17,開,喉音第三位,上,很,一
韻鏡（古逸叢書本）,䅰,17,開,喉音第一位,上,很,一
韻鏡（古逸叢書本）,𩝗,17,開,牙音第三位,上,很,一
韻鏡（古逸叢書本）,墾,17,開,牙音第二位,上,很,一
韻鏡（古逸叢書本）,䫀,17,開,牙音第一位,上,很,一
韻鏡（古逸叢書本）,䘆,17,開,喉音第二位,上,軫,二
韻鏡（古逸叢書本）,濜,17,開,齒音第三位,上,軫,二
韻鏡（古逸叢書本）,齔,17,開,齒音第二位,上,軫,二
韻鏡（古逸叢書本）,忍,17,開,舌齒音第二位,上,軫,三
韻鏡（古逸叢書本）,嶙,17,開,舌齒音第一位,上,軫,三
韻鏡（古逸叢書本）,隕,17,開,喉音第四位,上,軫,三
韻鏡（古逸叢書本）,胗,17,開,喉音第二位,上,軫,三
韻鏡（古逸叢書本）,腎,17,開,齒音第五位,上,軫,三
韻鏡（古逸叢書本）,矧,17,開,齒音第四位,上,軫,三
韻鏡（古逸叢書本）,軫,17,開,齒音第一位,上,軫,三
韻鏡（古逸叢書本）,釿,17,開,牙音第四位,上,軫,三
韻鏡（古逸叢書本）,螼,17,開,牙音第二位,上,軫,三
韻鏡（古逸叢書本）,𢀿,17,開,牙音第一位,上,軫,三
韻鏡（古逸叢書本）,紖,17,開,舌音第三位,上,軫,三
韻鏡（古逸叢書本）,辴,17,開,舌音第二位,上,軫,三
韻鏡（古逸叢書本）,屒,17,開,舌音第一位,上,軫,三
韻鏡（古逸叢書本）,愍,17,開,脣音第四位,上,軫,三
韻鏡（古逸叢書本）,引,17,開,喉音第四位,上,軫,四
韻鏡（古逸叢書本）,盡,17,開,齒音第三位,上,軫,四
韻鏡（古逸叢書本）,笉,17,開,齒音第二位,上,軫,四
韻鏡（古逸叢書本）,㯸,17,開,齒音第一位,上,軫,四
韻鏡（古逸叢書本）,緊,17,開,牙音第一位,上,軫,四
韻鏡（古逸叢書本）,泯,17,開,脣音第四位,上,軫,四
韻鏡（古逸叢書本）,牝,17,開,脣音第三位,上,軫,四
韻鏡（古逸叢書本）,恨,17,開,喉音第三位,去,恨,一
韻鏡（古逸叢書本）,䭡,17,開,喉音第一位,去,恨,一
韻鏡（古逸叢書本）,艮,17,開,牙音第一位,去,恨,一
韻鏡（古逸叢書本）,櫬,17,開,齒音第二位,去,震,二
韻鏡（古逸叢書本）,刃,17,開,舌齒音第二位,去,震,三
韻鏡（古逸叢書本）,遴,17,開,舌齒音第一位,去,震,三
韻鏡（古逸叢書本）,慎,17,開,齒音第五位,去,震,三
韻鏡（古逸叢書本）,眒,17,開,齒音第四位,去,震,三
韻鏡（古逸叢書本）,震,17,開,齒音第一位,去,震,三
韻鏡（古逸叢書本）,憖,17,開,牙音第四位,去,震,三
韻鏡（古逸叢書本）,僅,17,開,牙音第三位,去,震,三
韻鏡（古逸叢書本）,菣,17,開,牙音第二位,去,震,三
韻鏡（古逸叢書本）,㧆,17,開,牙音第一位,去,震,三
韻鏡（古逸叢書本）,陣,17,開,舌音第三位,去,震,三
韻鏡（古逸叢書本）,疢,17,開,舌音第二位,去,震,三
韻鏡（古逸叢書本）,鎮,17,開,舌音第一位,去,震,三
韻鏡（古逸叢書本）,酳,17,開,喉音第四位,去,震,四
韻鏡（古逸叢書本）,衅,17,開,喉音第二位,去,震,四
韻鏡（古逸叢書本）,印,17,開,喉音第一位,去,震,四
韻鏡（古逸叢書本）,賮,17,開,齒音第五位,去,震,四
韻鏡（古逸叢書本）,信,17,開,齒音第四位,去,震,四
韻鏡（古逸叢書本）,親,17,開,齒音第二位,去,震,四
韻鏡（古逸叢書本）,𣈆,17,開,齒音第一位,去,震,四
韻鏡（古逸叢書本）,螼,17,開,牙音第二位,去,震,四
韻鏡（古逸叢書本）,呁,17,開,牙音第一位,去,震,四
韻鏡（古逸叢書本）,儐,17,開,脣音第一位,去,震,四
韻鏡（古逸叢書本）,麧,17,開,喉音第三位,入,沒,一
韻鏡（古逸叢書本）,䅱,17,開,牙音第二位,入,沒,一
韻鏡（古逸叢書本）,𥝬,17,開,牙音第一位,入,沒,一
韻鏡（古逸叢書本）,瑟,17,開,齒音第四位,入,櫛,二
韻鏡（古逸叢書本）,𪗨,17,開,齒音第三位,入,櫛,二
韻鏡（古逸叢書本）,櫛,17,開,齒音第一位,入,櫛,二
韻鏡（古逸叢書本）,日,17,開,舌齒音第二位,入,質,三
韻鏡（古逸叢書本）,栗,17,開,舌齒音第一位,入,質,三
韻鏡（古逸叢書本）,䫻,17,開,喉音第四位,入,質,三
韻鏡（古逸叢書本）,肸,17,開,喉音第二位,入,質,三
韻鏡（古逸叢書本）,乙,17,開,喉音第一位,入,質,三
韻鏡（古逸叢書本）,失,17,開,齒音第四位,入,質,三
韻鏡（古逸叢書本）,實,17,開,齒音第三位,入,質,三
韻鏡（古逸叢書本）,叱,17,開,齒音第二位,入,質,三
韻鏡（古逸叢書本）,質,17,開,齒音第一位,入,質,三
韻鏡（古逸叢書本）,耴,17,開,牙音第四位,入,質,三
韻鏡（古逸叢書本）,姞,17,開,牙音第三位,入,質,三
韻鏡（古逸叢書本）,暨,17,開,牙音第一位,入,質,三
韻鏡（古逸叢書本）,暱,17,開,舌音第四位,入,質,三
韻鏡（古逸叢書本）,秩,17,開,舌音第三位,入,質,三
韻鏡（古逸叢書本）,抶,17,開,舌音第二位,入,質,三
韻鏡（古逸叢書本）,窒,17,開,舌音第一位,入,質,三
韻鏡（古逸叢書本）,密,17,開,脣音第四位,入,質,三
韻鏡（古逸叢書本）,弼,17,開,脣音第三位,入,質,三
韻鏡（古逸叢書本）,筆,17,開,脣音第一位,入,質,三
韻鏡（古逸叢書本）,逸,17,開,喉音第四位,入,質,四
韻鏡（古逸叢書本）,欯,17,開,喉音第二位,入,質,四
韻鏡（古逸叢書本）,一,17,開,喉音第一位,入,質,四
韻鏡（古逸叢書本）,悉,17,開,齒音第四位,入,質,四
韻鏡（古逸叢書本）,疾,17,開,齒音第三位,入,質,四
韻鏡（古逸叢書本）,七,17,開,齒音第二位,入,質,四
韻鏡（古逸叢書本）,堲,17,開,齒音第一位,入,質,四
韻鏡（古逸叢書本）,佶,17,開,牙音第三位,入,質,四
韻鏡（古逸叢書本）,詰,17,開,牙音第二位,入,質,四
韻鏡（古逸叢書本）,吉,17,開,牙音第一位,入,質,四
韻鏡（古逸叢書本）,昵,17,開,舌音第四位,入,質,四
韻鏡（古逸叢書本）,姪,17,開,舌音第三位,入,質,四
韻鏡（古逸叢書本）,蛭,17,開,舌音第一位,入,質,四
韻鏡（古逸叢書本）,蜜,17,開,脣音第四位,入,質,四
韻鏡（古逸叢書本）,邲,17,開,脣音第三位,入,質,四
韻鏡（古逸叢書本）,匹,17,開,脣音第二位,入,質,四
韻鏡（古逸叢書本）,必,17,開,脣音第一位,入,質,四
韻鏡（古逸叢書本）,論,18,合,舌齒音第一位,平,䰟,一
韻鏡（古逸叢書本）,䰟,18,合,喉音第三位,平,䰟,一
韻鏡（古逸叢書本）,昏,18,合,喉音第二位,平,䰟,一
韻鏡（古逸叢書本）,温,18,合,喉音第一位,平,䰟,一
韻鏡（古逸叢書本）,孫,18,合,齒音第四位,平,䰟,一
韻鏡（古逸叢書本）,存,18,合,齒音第三位,平,䰟,一
韻鏡（古逸叢書本）,村,18,合,齒音第二位,平,䰟,一
韻鏡（古逸叢書本）,尊,18,合,齒音第一位,平,䰟,一
韻鏡（古逸叢書本）,㑮,18,合,牙音第四位,平,䰟,一
韻鏡（古逸叢書本）,坤,18,合,牙音第二位,平,䰟,一
韻鏡（古逸叢書本）,昆,18,合,牙音第一位,平,䰟,一
韻鏡（古逸叢書本）,黁,18,合,舌音第四位,平,䰟,一
韻鏡（古逸叢書本）,屯,18,合,舌音第三位,平,䰟,一
韻鏡（古逸叢書本）,暾,18,合,舌音第二位,平,䰟,一
韻鏡（古逸叢書本）,敦,18,合,舌音第一位,平,䰟,一
韻鏡（古逸叢書本）,門,18,合,脣音第四位,平,䰟,一
韻鏡（古逸叢書本）,盆,18,合,脣音第三位,平,䰟,一
韻鏡（古逸叢書本）,歕,18,合,脣音第二位,平,䰟,一
韻鏡（古逸叢書本）,奔,18,合,脣音第一位,平,䰟,一
韻鏡（古逸叢書本）,犉,18,合,舌齒音第二位,平,諄,三
韻鏡（古逸叢書本）,淪,18,合,舌齒音第一位,平,諄,三
韻鏡（古逸叢書本）,筠,18,合,喉音第四位,平,諄,三
韻鏡（古逸叢書本）,贇,18,合,喉音第一位,平,諄,三
韻鏡（古逸叢書本）,純,18,合,齒音第五位,平,諄,三
韻鏡（古逸叢書本）,媋,18,合,齒音第四位,平,諄,三
韻鏡（古逸叢書本）,脣,18,合,齒音第三位,平,諄,三
韻鏡（古逸叢書本）,春,18,合,齒音第二位,平,諄,三
韻鏡（古逸叢書本）,諄,18,合,齒音第一位,平,諄,三
韻鏡（古逸叢書本）,囷,18,合,牙音第二位,平,諄,三
韻鏡（古逸叢書本）,麏,18,合,牙音第一位,平,諄,三
韻鏡（古逸叢書本）,䣩,18,合,舌音第三位,平,諄,三
韻鏡（古逸叢書本）,椿,18,合,舌音第二位,平,諄,三
韻鏡（古逸叢書本）,迍,18,合,舌音第一位,平,諄,三
韻鏡（古逸叢書本）,𥖀,18,合,脣音第二位,平,諄,三
韻鏡（古逸叢書本）,勻,18,合,喉音第四位,平,諄,四
韻鏡（古逸叢書本）,奫,18,合,喉音第一位,平,諄,四
韻鏡（古逸叢書本）,旬,18,合,齒音第五位,平,諄,四
韻鏡（古逸叢書本）,荀,18,合,齒音第四位,平,諄,四
韻鏡（古逸叢書本）,鷷,18,合,齒音第三位,平,諄,四
韻鏡（古逸叢書本）,逡,18,合,齒音第二位,平,諄,四
韻鏡（古逸叢書本）,遵,18,合,齒音第一位,平,諄,四
韻鏡（古逸叢書本）,憌,18,合,牙音第三位,平,諄,四
韻鏡（古逸叢書本）,均,18,合,牙音第一位,平,諄,四
韻鏡（古逸叢書本）,𢘵,18,合,舌齒音第一位,上,混,一
韻鏡（古逸叢書本）,混,18,合,喉音第三位,上,混,一
韻鏡（古逸叢書本）,𦃕,18,合,喉音第二位,上,混,一
韻鏡（古逸叢書本）,穩,18,合,喉音第一位,上,混,一
韻鏡（古逸叢書本）,損,18,合,齒音第四位,上,混,一
韻鏡（古逸叢書本）,鱒,18,合,齒音第三位,上,混,一
韻鏡（古逸叢書本）,忖,18,合,齒音第二位,上,混,一
韻鏡（古逸叢書本）,𠟃,18,合,齒音第一位,上,混,一
韻鏡（古逸叢書本）,閫,18,合,牙音第二位,上,混,一
韻鏡（古逸叢書本）,𩩌,18,合,牙音第一位,上,混,一
韻鏡（古逸叢書本）,㶧,18,合,舌音第四位,上,混,一
韻鏡（古逸叢書本）,囤,18,合,舌音第三位,上,混,一
韻鏡（古逸叢書本）,畽,18,合,舌音第二位,上,混,一
韻鏡（古逸叢書本）,懣,18,合,脣音第四位,上,混,一
韻鏡（古逸叢書本）,獖,18,合,脣音第三位,上,混,一
韻鏡（古逸叢書本）,翉,18,合,脣音第二位,上,混,一
韻鏡（古逸叢書本）,本,18,合,脣音第一位,上,混,一
韻鏡（古逸叢書本）,耣,18,合,舌齒音第一位,上,準,三
韻鏡（古逸叢書本）,賰,18,合,齒音第四位,上,準,三
韻鏡（古逸叢書本）,盾,18,合,齒音第三位,上,準,三
韻鏡（古逸叢書本）,蠢,18,合,齒音第二位,上,準,三
韻鏡（古逸叢書本）,準,18,合,齒音第一位,上,準,三
韻鏡（古逸叢書本）,窘,18,合,牙音第三位,上,準,三
韻鏡（古逸叢書本）,稇,18,合,牙音第二位,上,準,三
韻鏡（古逸叢書本）,偆,18,合,舌音第二位,上,準,三
韻鏡（古逸叢書本）,蝡,18,合,舌齒音第二位,上,準,四
韻鏡（古逸叢書本）,尹,18,合,喉音第四位,上,準,四
韻鏡（古逸叢書本）,楯,18,合,齒音第五位,上,準,四
韻鏡（古逸叢書本）,筍,18,合,齒音第四位,上,準,四
韻鏡（古逸叢書本）,論,18,合,舌齒音第一位,去,慁,一
韻鏡（古逸叢書本）,慁,18,合,喉音第三位,去,慁,一
韻鏡（古逸叢書本）,惛,18,合,喉音第二位,去,慁,一
韻鏡（古逸叢書本）,搵,18,合,喉音第一位,去,慁,一
韻鏡（古逸叢書本）,巽,18,合,齒音第四位,去,慁,一
韻鏡（古逸叢書本）,鐏,18,合,齒音第三位,去,慁,一
韻鏡（古逸叢書本）,寸,18,合,齒音第二位,去,慁,一
韻鏡（古逸叢書本）,焌,18,合,齒音第一位,去,慁,一
韻鏡（古逸叢書本）,顐,18,合,牙音第四位,去,慁,一
韻鏡（古逸叢書本）,困,18,合,牙音第二位,去,慁,一
韻鏡（古逸叢書本）,睔,18,合,牙音第一位,去,慁,一
韻鏡（古逸叢書本）,嫩,18,合,舌音第四位,去,慁,一
韻鏡（古逸叢書本）,鈍,18,合,舌音第三位,去,慁,一
韻鏡（古逸叢書本）,頓,18,合,舌音第一位,去,慁,一
韻鏡（古逸叢書本）,悶,18,合,脣音第四位,去,慁,一
韻鏡（古逸叢書本）,坌,18,合,脣音第三位,去,慁,一
韻鏡（古逸叢書本）,噴,18,合,脣音第二位,去,慁,一
韻鏡（古逸叢書本）,奔,18,合,脣音第一位,去,慁,一
韻鏡（古逸叢書本）,閏,18,合,舌齒音第二位,去,稕,三
韻鏡（古逸叢書本）,順,18,合,齒音第五位,去,稕,三
韻鏡（古逸叢書本）,舜,18,合,齒音第四位,去,稕,三
韻鏡（古逸叢書本）,稕,18,合,齒音第一位,去,稕,三
韻鏡（古逸叢書本）,殉,18,合,齒音第五位,去,稕,四
韻鏡（古逸叢書本）,峻,18,合,齒音第四位,去,稕,四
韻鏡（古逸叢書本）,雋,18,合,齒音第一位,去,稕,四
韻鏡（古逸叢書本）,呁,18,合,牙音第一位,去,稕,四
韻鏡（古逸叢書本）,𠀽,18,合,舌齒音第一位,入,沒,一
韻鏡（古逸叢書本）,搰,18,合,喉音第三位,入,沒,一
韻鏡（古逸叢書本）,忽,18,合,喉音第二位,入,沒,一
韻鏡（古逸叢書本）,𩑦,18,合,喉音第一位,入,沒,一
韻鏡（古逸叢書本）,窣,18,合,齒音第四位,入,沒,一
韻鏡（古逸叢書本）,捽,18,合,齒音第三位,入,沒,一
韻鏡（古逸叢書本）,猝,18,合,齒音第二位,入,沒,一
韻鏡（古逸叢書本）,卒,18,合,齒音第一位,入,沒,一
韻鏡（古逸叢書本）,兀,18,合,牙音第四位,入,沒,一
韻鏡（古逸叢書本）,窟,18,合,牙音第二位,入,沒,一
韻鏡（古逸叢書本）,骨,18,合,牙音第一位,入,沒,一
韻鏡（古逸叢書本）,訥,18,合,舌音第四位,入,沒,一
韻鏡（古逸叢書本）,突,18,合,舌音第三位,入,沒,一
韻鏡（古逸叢書本）,宊,18,合,舌音第二位,入,沒,一
韻鏡（古逸叢書本）,咄,18,合,舌音第一位,入,沒,一
韻鏡（古逸叢書本）,沒,18,合,脣音第四位,入,沒,一
韻鏡（古逸叢書本）,勃,18,合,脣音第三位,入,沒,一
韻鏡（古逸叢書本）,䪬,18,合,脣音第二位,入,沒,一
韻鏡（古逸叢書本）,率,18,合,齒音第四位,入,術,二
韻鏡（古逸叢書本）,𠭴,18,合,齒音第一位,入,術,二
韻鏡（古逸叢書本）,律,18,合,舌齒音第一位,入,術,三
韻鏡（古逸叢書本）,術,18,合,齒音第三位,入,術,三
韻鏡（古逸叢書本）,出,18,合,齒音第二位,入,術,三
韻鏡（古逸叢書本）,欪,18,合,齒音第一位,入,術,三
韻鏡（古逸叢書本）,屈,18,合,牙音第三位,入,術,三
韻鏡（古逸叢書本）,术,18,合,舌音第三位,入,術,三
韻鏡（古逸叢書本）,黜,18,合,舌音第二位,入,術,三
韻鏡（古逸叢書本）,㤕,18,合,舌音第一位,入,術,三
韻鏡（古逸叢書本）,聿,18,合,喉音第四位,入,術,四
韻鏡（古逸叢書本）,獝,18,合,喉音第二位,入,術,四
韻鏡（古逸叢書本）,恤,18,合,齒音第四位,入,術,四
韻鏡（古逸叢書本）,崒,18,合,齒音第三位,入,術,四
韻鏡（古逸叢書本）,焌,18,合,齒音第二位,入,術,四
韻鏡（古逸叢書本）,卒,18,合,齒音第一位,入,術,四
韻鏡（古逸叢書本）,橘,18,合,牙音第一位,入,術,四
韻鏡（古逸叢書本）,欣,19,開,喉音第二位,平,欣,三
韻鏡（古逸叢書本）,殷,19,開,喉音第一位,平,欣,三
