描述,反切,字頭,解釋
匣合一灰平,戶恢,洄,逆流
匣合一灰平,戶恢,迴,還也
匣合一灰平,戶恢,槐,木名五經通義曰士之冢樹槐春秋說題辝曰槐木者虛星之精也又姓魯大夫富槐之後
匣合一灰平,戶恢,徊,徘徊
匣合一灰平,戶恢,瑰,玟瑰火齊珠也又古回切
匣合一灰平,戶恢,蚘,人腹中長蟲
匣合一灰平,戶恢,蛕,上同
匣合一灰平,戶恢,佪,玉篇云佪佪惛也
匣合一灰平,戶恢,烠,光色
匣合一灰平,戶恢,𤜡,鄉名在睢陽
匣合一灰平,戶恢,𩢱,馬名
匣合一灰平,戶恢,茴,茴香草名
明一灰平,莫杯,枚,枝也亦姓漢有淮南枚乘莫杯切十五
明一灰平,莫杯,梅,果名又姓出汝南本自子姓殷有梅伯爲紂所醢漢有梅鋗
明一灰平,莫杯,媒,媒衒說文曰謀也謀合二姓也
明一灰平,莫杯,玟,玟瑰
明一灰平,莫杯,煤,炱煤灰集屋也炱杜來切
明一灰平,莫杯,脢,脊側之𠟼又亡代切
明一灰平,莫杯,脄,上同
明一灰平,莫杯,腜,孕始兆也
明一灰平,莫杯,禖,郊禖求子祭也
明一灰平,莫杯,䍙,雉網
明一灰平,莫杯,莓,莓莓美田也
明一灰平,莫杯,塺,塵也
明一灰平,莫杯,鋂,大鐶詩傳云一環貫二
明一灰平,莫杯,䊈,酒母
明一灰平,莫杯,䤂,醋之別名
見合一灰平,公回,傀,大皃又美也盛也偉也亦怪異公回切十
見合一灰平,公回,𤪿,上同
見合一灰平,公回,𠐤,亦同
見合一灰平,公回,瑰,瓊瑰石次玉又音回
見合一灰平,公回,瓌,上同
見合一灰平,公回,鞼,說文云韋繡也又求位切
見合一灰平,公回,櫰,山海經云中曲山有木如棠而圓葉赤實如木瓜食之多力又音懷
見合一灰平,公回,膭,肥皃
見合一灰平,公回,䐩,畜胎
見合一灰平,公回,䕇,菜名又乎罪切
來合一灰平,魯回,雷,說文作靁云陰陽薄動靁雨生物者也又姓後漢有雷義魯回切十三
來合一灰平,魯回,𩂩,古文
來合一灰平,魯回,儡,儡同
來合一灰平,魯回,㔣,勉也又盧對切
來合一灰平,魯回,瓃,玉器
來合一灰平,魯回,櫑,說文曰龜目酒尊刻木作雲雷之象象施不窮也
來合一灰平,魯回,罍,上同
來合一灰平,魯回,鑘,劒首飾也亦作櫑
來合一灰平,魯回,𦌵,百囊魚網
來合一灰平,魯回,鐳,瓶也壼也
來合一灰平,魯回,𤮚,屋楝瓦也
來合一灰平,魯回,畾,田閒
來合一灰平,魯回,轠,轠轤不絕
定合一灰平,杜回,穨,暴風也杜回切十三
定合一灰平,杜回,頹,禿
定合一灰平,杜回,㿉,陰病
定合一灰平,杜回,隤,下墜也
定合一灰平,杜回,墤,上同
定合一灰平,杜回,㢈,壓也
定合一灰平,杜回,魋,獸似熊而小又人名
定合一灰平,杜回,尵,虺尵
定合一灰平,杜回,蘈,爾雅曰藬牛蘈郭璞云高尺餘許方莖葉長而銳有穗穗閒有華紫縹色
定合一灰平,杜回,𧮓,譟也
定合一灰平,杜回,𧝋,棺覆
定合一灰平,杜回,蹪,躓仆
定合一灰平,杜回,𤗴,𤗯𤗴屋破狀
清合一灰平,倉回,崔,姓也齊丁公之子食采於崔因以爲氏出清河博陵二望倉回切六
清合一灰平,倉回,催,迫也
清合一灰平,倉回,縗,喪衣長六寸博四寸亦作衰
清合一灰平,倉回,𨻵,𨻵崩隤也
清合一灰平,倉回,𢕘,行急皃
清合一灰平,倉回,𧽠,逼也
端合一灰平,都回,磓,落也亦作塠都回切十五
端合一灰平,都回,塠,上同
端合一灰平,都回,頧,母頧夏冠名禮記作追
端合一灰平,都回,䭔,餅也
端合一灰平,都回,堆,聚土
端合一灰平,都回,鴭,雀屬
端合一灰平,都回,𢈹,𢈹撲物也亦作𢮒
端合一灰平,都回,鎚,治玉也周禮作追
端合一灰平,都回,搥,摘也
端合一灰平,都回,䜃,上同
端合一灰平,都回,嵟,高也
端合一灰平,都回,𩈜,䩇𩈜醜面
端合一灰平,都回,𠂤,說文曰小阜也
端合一灰平,都回,敦,詩曰敦彼獨宿
端合一灰平,都回,𡏩,𡏩坐皃出聲譜
心合一灰平,素回,𤗯,𤗯𤗴素回切六
心合一灰平,素回,挼,擊也
心合一灰平,素回,䪎,鞍邊帶也
心合一灰平,素回,毸,毰毸鳳舞出楚詞
心合一灰平,素回,嗺,嗺送歌
心合一灰平,素回,蓑,蓑蓑蘂下垂皃本又音莎
從合一灰平,昨回,摧,折也阻也昨回切五
從合一灰平,昨回,崔,崔嵬又音催
從合一灰平,昨回,慛,傷也憂也
從合一灰平,昨回,槯,木名堪作杖
從合一灰平,昨回,檇,木有所擣也
並一灰平,薄回,裴,衣長皃又姓伯益之後封于𨛬鄉因以爲氏後徙封解邑乃去邑從衣至燉煌太守裴遵始自雲中徙居河東本亦作裵薄回切十二
並一灰平,薄回,徘,徘徊
並一灰平,薄回,培,益也隄也助也治也隨也重也
並一灰平,薄回,陪,陪廁也
並一灰平,薄回,𨛬,鄉名在聞喜
並一灰平,薄回,䣙,鄉名在扶風
並一灰平,薄回,婄,婦人皃
並一灰平,薄回,棓,姓也前漢爰盎之棓生所問占又龐項切
並一灰平,薄回,毰,毰毸鳳舞
並一灰平,薄回,𤗏,版也
並一灰平,薄回,𩑢,曲頤也又音牌
並一灰平,薄回,輫,車箱
幫一灰平,布回,桮,說文曰㔶也布回切三
幫一灰平,布回,杯,上同
幫一灰平,布回,盃,俗
滂一灰平,芳杯,肧,懷胎一月芳杯切八
滂一灰平,芳杯,坯,未燒瓦也
滂一灰平,芳杯,㾦,弱也
滂一灰平,芳杯,醅,酒未漉也
滂一灰平,芳杯,衃,說文曰凝血也
滂一灰平,芳杯,𩵣,魚名
滂一灰平,芳杯,𤬃,瓜𤬃
滂一灰平,芳杯,抔,披抔
疑合一灰平,五灰,鮠,魚名似鮎五灰切五
疑合一灰平,五灰,桅,小船上檣竿也
疑合一灰平,五灰,嵬,崔嵬
疑合一灰平,五灰,磑,磨也又五內切
疑合一灰平,五灰,峞,高皃
透合一灰平,他回,𨌴,車盛皃他回切七
透合一灰平,他回,𨋱,上同
透合一灰平,他回,㷟,㷟燖毛出字林
透合一灰平,他回,蓷,草名
透合一灰平,他回,推,又昌隹切
透合一灰平,他回,藬,牛蘈草也
透合一灰平,他回,㞜,履屬有頸曰㞜
泥合一灰平,乃回,𢆃,古之善塗者乃回切三
泥合一灰平,乃回,捼,手摩物也又如和切
泥合一灰平,乃回,𨡌,一𨡌飯出字林
精合一灰平,臧回,嗺,字書云口嗺頹臧回切四
精合一灰平,臧回,脧,赤子陰也
精合一灰平,臧回,䘒,上同見老子
精合一灰平,臧回,𡱥,上同出聲類
曉開一咍平,呼來,咍,笑也呼來切三
曉開一咍平,呼來,㾂,病也
曉開一咍平,呼來,𨸜,㱾𨸜笑聲也
溪開一咍平,苦哀,開,開解亦州名本漢胊䏰縣地蜀置漢豐縣後魏置開州領東關東岡二郡又姓呂氏春秋云衛公子開方衛公說文作開經典亦作闓苦哀切五
溪開一咍平,苦哀,㱾,㱾𨸜
溪開一咍平,苦哀,侅,奇侅非常又古哀切
溪開一咍平,苦哀,奒,大皃
溪開一咍平,苦哀,㚊,多也
影開一咍平,烏開,哀,悲哀也又姓漢有哀章烏開切六
影開一咍平,烏開,埃,塵埃
影開一咍平,烏開,唉,慢譍又於其切
影開一咍平,烏開,㶼,熱甚
影開一咍平,烏開,欸,歎也
影開一咍平,烏開,毐,說文云人無行也本又烏改切
定開一咍平,徒哀,臺,土高四方曰臺又姓漢有侍中臺崇徒哀切十五
定開一咍平,徒哀,擡,擡舉
定開一咍平,徒哀,菭,魚衣濕者曰濡菭亦作苔說文曰菭水衣
定開一咍平,徒哀,苔,上同又蘚也
定開一咍平,徒哀,炱,炱煤
定開一咍平,徒哀,嬯,鈍劣
定開一咍平,徒哀,薹,蕓薹
定開一咍平,徒哀,䈚,竹萌
定開一咍平,徒哀,儓,輿儓
定開一咍平,徒哀,檯,木名
定開一咍平,徒哀,駘,駑馬
定開一咍平,徒哀,𪒴,𪑚𪒴大黑之皃又都來切
定開一咍平,徒哀,籉,可禦雨也
定開一咍平,徒哀,跆,蹋跆連手唱歌
定開一咍平,徒哀,𩿡,鳥名
見開一咍平,古哀,該,備也咸也兼也皆也又軍中約也古哀切二十
見開一咍平,古哀,豥,豕四蹄白
見開一咍平,古哀,垓,八極又垓下隄名沛在郡項羽敗處也
見開一咍平,古哀,荄,草根又古諧切
見開一咍平,古哀,郂,鄉名在陳留
見開一咍平,古哀,㱯,羊胎又音敳
見開一咍平,古哀,剴,大鎌一曰摩也又五哀切
見開一咍平,古哀,陔,殿階次之序
見開一咍平,古哀,姟,數也十冓曰姟
見開一咍平,古哀,絯,挂也出淮南子
見開一咍平,古哀,晐,備也兼也
見開一咍平,古哀,峐,爾雅云山無草木峐
見開一咍平,古哀,祴,祴夏樂章名
見開一咍平,古哀,侅,奇侅
見開一咍平,古哀,賅,上同又贍也
見開一咍平,古哀,㨟,㨟觸也
見開一咍平,古哀,胲,足大指毛𠟼也
見開一咍平,古哀,䬵,飴也
見開一咍平,古哀,䶣,牙也
見開一咍平,古哀,䐩,肥也
從開一咍平,昨哉,裁,裁衣昨哉切九
從開一咍平,昨哉,纔,僅也又藏代切
從開一咍平,昨哉,財,貨也賄也
從開一咍平,昨哉,才,用也質也力也文才也說文作才艸木之初也
從開一咍平,昨哉,材,木梃也
從開一咍平,昨哉,䴭,麴也
從開一咍平,昨哉,溨,水名
從開一咍平,昨哉,鼒,爾雅注鼎斂上而小口又音兹
從開一咍平,昨哉,𦬁,蔽前草箭
來開一咍平,落哀,來,至也及也還也又姓後漢來歙光武姑子蜀志云荊楚名族有黃門侍郎來桓俗作来洛哀切二十五
來開一咍平,落哀,萊,藜草亦州名漢掖縣屬東萊郡秦屬齊郡後魏分青州置光州取界內光水爲名隋改爲萊州又姓左傳晉與秦戰于郩萊駒爲右
來開一咍平,落哀,郲,地名
來開一咍平,落哀,騋,馬高七尺
來開一咍平,落哀,崍,崍嵦山也
來開一咍平,落哀,斄,鄉名在扶風又力之切
來開一咍平,落哀,𤦃,說文云瓄玉也亦作琜
來開一咍平,落哀,𧳟,貍也
來開一咍平,落哀,猍,上同
來開一咍平,落哀,淶,水名出涿郡
來開一咍平,落哀,鯠,魚名
來開一咍平,落哀,鶆,鶆鳩鷹出埤蒼
來開一咍平,落哀,䅘,䅘麰之麥一麥二稃周受此瑞麥出埤蒼
來開一咍平,落哀,𣮉,毛起
來開一咍平,落哀,䋱,上同
來開一咍平,落哀,庲,舍也
來開一咍平,落哀,㾢,惡病
來開一咍平,落哀,棶,棶椋木名
來開一咍平,落哀,犛,關西有長氂牛又音釐音茅
來開一咍平,落哀,逨,至也又力代切
來開一咍平,落哀,𪎂,小麥
來開一咍平,落哀,麳,上同
來開一咍平,落哀,𤲓,耕外舊場
來開一咍平,落哀,𪑚,𪑚𪒴大黑
來開一咍平,落哀,徠,還也又力代切
精開一咍平,祖才,烖,天火曰烖祖才切十二
精開一咍平,祖才,灾,上同
精開一咍平,祖才,災,籀文
精開一咍平,祖才,𤆎,古文
精開一咍平,祖才,栽,種也
精開一咍平,祖才,哉,語助
精開一咍平,祖才,𡿧,說文曰害也
精開一咍平,祖才,菑,上同亦作菑見經典
精開一咍平,祖才,𢦏,說文曰傷也烖字類從之省文
精開一咍平,祖才,𦳦,𦳦蒔
精開一咍平,祖才,渽,水名出蜀
精開一咍平,祖才,睵,睽也或作𥅰
清開一咍平,倉才,猜,疑也恨也倉才切四
清開一咍平,倉才,偲,多才能也
清開一咍平,倉才,睵,睽也
清開一咍平,倉才,䞗,說文曰疑之等䞗而去也
並一灰平,扶來,𤗏,版也扶來切二
並一灰平,扶來,㯁,姓出姓苑
透開一咍平,土來,胎,始也說文曰婦孕三月也土來切七
透開一咍平,土來,孡,上同
透開一咍平,土來,鮐,魚也
透開一咍平,土來,台,三台星又天台山名
透開一咍平,土來,邰,地名后稷所封在始平或作斄
透開一咍平,土來,𧉟,說文云黑貝亦珠𧉟
透開一咍平,土來,𩬠,𩬠𩬳婦人僞髻出證俗文
匣開一咍平,戶來,孩,始生小兒戶來切八
匣開一咍平,戶來,咳,小兒笑皃
匣開一咍平,戶來,頦,頤下
匣開一咍平,戶來,㨟,觸也
匣開一咍平,戶來,𧻲,留意
匣開一咍平,戶來,䠽,長身
匣開一咍平,戶來,䱺,𩷕䱺雄蟹也
匣開一咍平,戶來,豥,豕四蹄白
心開一咍平,蘇來,鰓,魚頰蘇來切八
心開一咍平,蘇來,揌,擡揌
心開一咍平,蘇來,粞,碎米
心開一咍平,蘇來,䚡,角中骨
心開一咍平,蘇來,顋,顋頷俗又作腮
心開一咍平,蘇來,愢,意不合也
心開一咍平,蘇來,𪃄,鳥名
心開一咍平,蘇來,毢,毰也
疑開一咍平,五來,皚,霜雪白皃五來切七
疑開一咍平,五來,嵦,崍嵦
疑開一咍平,五來,敳,有所理又隤敳八元名
疑開一咍平,五來,㱯,殺羊出胎
疑開一咍平,五來,隑,企立
疑開一咍平,五來,剴,又音垓
疑開一咍平,五來,獃,獃癡象犬小時未有分別
泥開一咍平,奴來,能,爾雅謂三足鼈也又獸名禹父所化也奴來切又奴登切二
泥開一咍平,奴來,㾍,病也
端開一咍平,丁來,𪒴,𪑚𪒴大黑皃丁來切二
端開一咍平,丁來,懛,懛獃失志皃
昌開一咍平,昌來,㹗,昌來切牛羊無子一
滂一灰平,普才,𡜊,好色皃普才切一
章開三眞平,職鄰,真,真僞也又姓風俗通云漢有太尉長史真祐俗作真職鄰切十六
章開三眞平,職鄰,甄,姓也陳留風俗傳云舜陶甄河濱其後爲氏出中山河南二望又舉延切
章開三眞平,職鄰,振,又之刃切
章開三眞平,職鄰,禛,以真受福
章開三眞平,職鄰,稹,說文云穜穊也又之忍切
章開三眞平,職鄰,磌,柱下石也
章開三眞平,職鄰,畛,田界又之忍切
章開三眞平,職鄰,籈,爾雅云所以鼓敔
章開三眞平,職鄰,侲,字林云養馬者
章開三眞平,職鄰,桭,屋梠
章開三眞平,職鄰,蒖,茆也
章開三眞平,職鄰,唇,驚也
章開三眞平,職鄰,㖘,上同
章開三眞平,職鄰,帪,馬篼囊也
章開三眞平,職鄰,薽,茢薽豕首草也
章開三眞平,職鄰,㲀,擊也又音辰
徹開三眞平,丑人,𤣆,犬走草狀丑人切三
徹開三眞平,丑人,胂,申也
徹開三眞平,丑人,縝,縝紛
影開三A眞平,於真,因,託也仍也緣也就也亦姓左傳遂人四族有因氏俗作囙於真切二十三
影開三A眞平,於真,茵,茵褥說文曰車重席也詩曰文茵暢轂文茵虎皮也
影開三A眞平,於真,鞇,上同
影開三A眞平,於真,禋,祭也敬也𥛛籀文
影開三A眞平,於真,闉,闉闍城上重門
影開三A眞平,於真,駰,白馬黑陰又於巾切
影開三A眞平,於真,湮,落也沈也
影開三A眞平,於真,烟,烟熅天地氣易作絪縕
影開三A眞平,於真,氤,氤氳元氣盛也
影開三A眞平,於真,絪,絪縕麻臬
影開三A眞平,於真,垔,塞也
影開三A眞平,於真,陻,
影開三A眞平,於真,㘻,並上同
影開三A眞平,於真,堙,亦上同又土山也
影開三A眞平,於真,洇,水名
影開三A眞平,於真,姻,婚姻白虎通曰婦人因人而成故曰姻也字林云婚婦家姻壻家
影開三A眞平,於真,婣,古文出周禮
影開三A眞平,於真,諲,敬也
影開三A眞平,於真,裀,玉篇云衣身
影開三A眞平,於真,𦎣,黑羊
影開三A眞平,於真,歅,秦穆公時有九方歅一名皋善相馬也或作諲
影開三A眞平,於真,㧢,就也
心開三眞平,息鄰,新,新故也亦姓國語晉大夫新穆子又複姓二氏何氏姓苑有新和氏陳留風俗傳云畢公封於新垣後因氏焉魏將新垣衍改爲梁垣氏息鄰切三
心開三眞平,息鄰,辛,薑味也爾雅云太歲在辛曰重光又姓夏啓封支子于莘莘辛聲相近遂爲辛氏漢初辛蒲爲趙魏名將及徙家隴西便爲隴西人
心開三眞平,息鄰,薪,柴也周禮委人掌祭祀之薪詩云翹翹錯薪
常開三眞平,植鄰,辰,辰象也又辰時也爾雅曰太歲在辰曰執徐植鄰切十三
常開三眞平,植鄰,晨,早也明也
常開三眞平,植鄰,䢅,古文
常開三眞平,植鄰,敐,擊聲
常開三眞平,植鄰,宸,屋宇天子所居
常開三眞平,植鄰,鷐,鷐風鸇也
常開三眞平,植鄰,麎,牝麋
常開三眞平,植鄰,桭,兩楹閒又音真
常開三眞平,植鄰,茞,草名
常開三眞平,植鄰,屒,重脣
常開三眞平,植鄰,臣,伏也男子賤稱春秋說曰正氣爲帝閒氣爲臣孝經說曰臣者堅也
常開三眞平,植鄰,䢻,地名
常開三眞平,植鄰,䣅,姓也
日開三眞平,如鄰,仁,仁賢莊子曰愛人利物謂之仁釋名曰仁忍也好生惡殺善惡含忍也又姓姓苑云彭城人也如鄰切三
日開三眞平,如鄰,朲,屋上閒朲
日開三眞平,如鄰,人,天地人爲三才亦漢複姓十氏左傳有寺人披齊有徒人費周有王人子突魯有雍人高宋有廚人僕鄭有大夫子人九國語吳有行人儀孔子弟子左人郢漢司空掾封人嬰後漢司徒聞人襲
船開三眞平,食鄰,神,靈也易繫辭曰陰陽不測之謂神亦姓風俗通云神農之後漢有騎都尉神曜何氏姓苑云今琅邪人食鄰切二
船開三眞平,食鄰,晨,又植鄰切
清開三眞平,七人,親,愛也近也說文至也七人切三
清開三眞平,七人,寴,
清開三眞平,七人,𡪔,並古文
云開三眞平,下珍,礥,鞭也下珍切又下憐切三
云開三眞平,下珍,𧥺,誑也
云開三眞平,下珍,㘋,難也
書開三眞平,失人,申,身也伸也重也容也篆文作申又辰名太歲在申曰涒灘亦州名春秋時屬楚秦南陽郡後魏爲郢州周爲申州又姓出魏郡亦漢複姓四氏莊子有申徒狄漢丞相申屠嘉長沙太傳申章昌左傳齊有申鮮虞失人切十六
書開三眞平,失人,伸,舒也理也直也信也
書開三眞平,失人,紳,大帶
書開三眞平,失人,娠,孕也又脂刃切
書開三眞平,失人,呻,呻吟
書開三眞平,失人,𣢘,
書開三眞平,失人,𠲳,並上同
書開三眞平,失人,眒,鳥獸驚皃
書開三眞平,失人,胂,脢也
書開三眞平,失人,㑗,說文曰神也又姓出姓苑
書開三眞平,失人,𩉼,革帶
書開三眞平,失人,𠭙,引也
書開三眞平,失人,身,親也躬也
書開三眞平,失人,柛,爾雅木自𡚁曰柛謂𡚁踣也
書開三眞平,失人,䰠,山海經云青要山䰠也說文曰神也
書開三眞平,失人,訷,訷說信也
幫三A眞平,必鄰,賓,敬也迎也列也遵也服也說文作賓所敬也又姓左傳齊有大夫賓須無必鄰切十
幫三A眞平,必鄰,𧶉,古文
幫三A眞平,必鄰,濱,水際
幫三A眞平,必鄰,檳,檳榔
幫三A眞平,必鄰,䚔,䚔𧢜暫見
幫三A眞平,必鄰,顮,頭憤懣也
幫三A眞平,必鄰,儐,敬也又音殯
幫三A眞平,必鄰,鑌,鑌鐵爲刀甚利
幫三A眞平,必鄰,矉,說文曰恨張目也
幫三A眞平,必鄰,𩴱,鬼皃
來開三眞平,力珍,㷠,鬼火說文曰兵死及牛馬之血爲㷠今作粦同力珍切又力刃切二十三
來開三眞平,力珍,燐,上同
來開三眞平,力珍,鄰,近也親也說文曰五家爲鄰俗作隣
來開三眞平,力珍,轔,車聲
來開三眞平,力珍,嶙,嶙峋深崖狀也
來開三眞平,力珍,粼,水在石閒亦作磷又力刃切
來開三眞平,力珍,磷,上同
來開三眞平,力珍,疄,田壟
來開三眞平,力珍,麟,仁獸爾雅云麕身牛尾一角
來開三眞平,力珍,麐,上同
來開三眞平,力珍,鱗,魚甲又姓左傳宋大夫鱗朱
來開三眞平,力珍,璘,璘㻞文皃
來開三眞平,力珍,駗,馬色
來開三眞平,力珍,翷,翷𦐈飛皃
來開三眞平,力珍,𧲂,獸名似豕黃身白首出埤蒼
來開三眞平,力珍,瞵,視皃
來開三眞平,力珍,獜,獜獜犬健也出說文
來開三眞平,力珍,驎,騏驎白馬黑脊
來開三眞平,力珍,壣,菜畦
來開三眞平,力珍,𩻜,魚名
來開三眞平,力珍,鏻,健皃又力丁切
來開三眞平,力珍,繗,紹也
來開三眞平,力珍,潾,水名
羣開三B眞平,巨巾,𥎊,矛柄也又鉏耰也古作矜巨巾切五
羣開三B眞平,巨巾,㨷,拭也
羣開三B眞平,巨巾,堇,黏土
羣開三B眞平,巨巾,墐,上同
羣開三B眞平,巨巾,魿,蟲魚連行又力丁切
知開三眞平,陟鄰,珍,貴也重也寶也俗作珎陟鄰切三
知開三眞平,陟鄰,鎮,戍也又陟刃切
知開三眞平,陟鄰,填,壓也又音田
澄開三眞平,直珍,陳,陳列也張也眾也布也故也亦州名本太昊之墟畫八卦之所周武王封舜後胡公滿於陳楚滅陳爲縣漢爲淮陽國隋爲陳州又姓胡公滿之後子孫以國爲氏出潁川汝南下邳廣陵東海河南六望又虜三字姓後魏書有侯莫陳氏直珍切又直刃切五
澄開三眞平,直珍,敶,古文說文本直刃切𠛱也
澄開三眞平,直珍,䍶,獸名似羊目在耳後
澄開三眞平,直珍,趁,越履
澄開三眞平,直珍,塵,說文本作𪋻鹿行揚土也
精開三眞平,將鄰,津,說文作𣸁水渡也將鄰切五
精開三眞平,將鄰,𦪉,古文
精開三眞平,將鄰,璡,美石次玉
精開三眞平,將鄰,濜,氣之液也本亦作𧗁
精開三眞平,將鄰,𦘔,飾也
昌開三眞平,昌真,瞋,怒也說文曰張目也又作嗔昌真切六
昌開三眞平,昌真,嗔,上同本又音填
昌開三眞平,昌真,謓,亦上同說文恚也
昌開三眞平,昌真,䐜,𠟼脹起也
昌開三眞平,昌真,𣞟,纑也
昌開三眞平,昌真,縝,上同
從開三眞平,匠鄰,秦,州名古西戎地春秋時爲秦國後并天下爲隴西郡漢武分置天水郡後魏改爲秦州因邑以爲名又姓秦自顓頊後子嬰既滅支庶以爲秦氏也匠鄰切三
從開三眞平,匠鄰,螓,螓蜻似蟬而小
從開三眞平,匠鄰,𤚩,牛名
以開三眞平,翼真,寅,辰名說文作𡩟翼真切又以之切六
以開三眞平,翼真,夤,夤緣連也又敬惕也
以開三眞平,翼真,𦟘,脊𦟘
以開三眞平,翼真,蔩,蔩菟瓜
以開三眞平,翼真,螾,寒蟬
以開三眞平,翼真,𡐔,𡐔場
孃開三眞平,女鄰,紉,單繩女鄰切一
滂三A眞平,匹賓,繽,繽紛匹賓切五
滂三A眞平,匹賓,䎙,飛皃
滂三A眞平,匹賓,𩴱,說文云鬼皃又音頻
滂三A眞平,匹賓,𢣐,敬也
滂三A眞平,匹賓,𩰝,𩰝爭說文作𩰝鬬也
並三A眞平,符真,頻,數也急也比也說文作𩔤水厓人所賓附𩔤蹙不前而止又姓風俗通云漢有酒泉太守頻暢符真切十四
並三A眞平,符真,蘋,大萍也又作薲
並三A眞平,符真,薲,上同
並三A眞平,符真,嬪,婦也一曰妻死曰嬪
並三A眞平,符真,㰋,木名
並三A眞平,符真,玭,珠也又步田切
並三A眞平,符真,蠙,珠母又步田切
並三A眞平,符真,獱,獺之別名
並三A眞平,符真,顰,顰眉蹙也
並三A眞平,符真,𧭹,多言
並三A眞平,符真,嚬,笑也
並三A眞平,符真,𩴱,鬼皃
並三A眞平,符真,𦇖,擣衣
並三A眞平,符真,𡤉,𡤉姿
疑開三B眞平,語巾,銀,周禮荊州其利銀爾雅曰白金謂之銀鍾山之寶有銀燭謂有精光如燭銀重八兩爲一流也語巾切十六
疑開三B眞平,語巾,㹞,犬聲
疑開三B眞平,語巾,狺,上同
疑開三B眞平,語巾,䖜,兩虎爭聲
疑開三B眞平,語巾,檭,木名色白
疑開三B眞平,語巾,鄞,縣名在會稽又音齗
疑開三B眞平,語巾,圁,圁陽縣名在西河
疑開三B眞平,語巾,誾,和也又誾誾中正之皃又姓何氏姓苑云今廣平人
疑開三B眞平,語巾,訔,上同
疑開三B眞平,語巾,嚚,愚也
疑開三B眞平,語巾,䓄,亭名在江夏
疑開三B眞平,語巾,珢,說文云石之似玉者
疑開三B眞平,語巾,䴦,獸名似貉而八目出山海經
疑開三B眞平,語巾,垠,垠岸也
疑開三B眞平,語巾,𪛊,大篪
疑開三B眞平,語巾,泿,水名
見開三B眞平,居銀,巾,釋名曰巾謹也二十成人士冠庶人巾當自謹修於四教居銀切一
見合三B眞平,居筠,麏,鹿屬居筠切六
見合三B眞平,居筠,麇,
見合三B眞平,居筠,麕,並上同
見合三B眞平,居筠,頵,大頭
見合三B眞平,居筠,莙,爾雅云莙牛薻似薻而葉大又渠殞切
見合三B眞平,居筠,汮,水名
云合三眞平,爲贇,筠,竹皮之美質也爲贇切四
云合三眞平,爲贇,囩,田十二頃說文回也
云合三眞平,爲贇,縜,綱細
云合三眞平,爲贇,荺,藕根小者
溪合三B眞平,去倫,囷,倉圓曰囷去倫切又咎倫渠殞二切七
溪合三B眞平,去倫,箘,桂又竹名又渠殞切
溪合三B眞平,去倫,箟,箭竹
溪合三B眞平,去倫,輑,車軸相逢
溪合三B眞平,去倫,蜠,大貝又渠殞切
溪合三B眞平,去倫,峮,嶙峮山相連皃
溪合三B眞平,去倫,𡈋,說文曰宮中道又苦本切
明三B眞平,武巾,珉,美石次玉亦作玟琘琘武巾切十九
明三B眞平,武巾,岷,山名江水所出亦州名秦隴西郡之臨洮縣也後魏置岷州因山以爲名
明三B眞平,武巾,罠,彘網
明三B眞平,武巾,閩,閩越蛇種也又音文
明三B眞平,武巾,緍,錢貫亦絲緒釣魚綸也又姓出何氏姓苑
明三B眞平,武巾,䪸,強也
明三B眞平,武巾,笢,竹膚又亡忍切
明三B眞平,武巾,旻,仁覆愍下謂之旻天
明三B眞平,武巾,旼,和也
明三B眞平,武巾,痻,病也
明三B眞平,武巾,闅,亭名在汝南
明三B眞平,武巾,汶,汶山郡又音問
明三B眞平,武巾,捪,撫也
明三B眞平,武巾,忞,自勉強也
明三B眞平,武巾,盿,視皃
明三B眞平,武巾,睧,上同
明三B眞平,武巾,錉,筭稅也
明三B眞平,武巾,𪂆,鳥似翠而赤喙
明三B眞平,武巾,鈱,鈱稅
並三B眞平,符巾,貧,乏也少也符巾切二
並三B眞平,符巾,𡧋,古文
影開三B眞平,於巾,𪔗,鼓聲於巾切三
影開三B眞平,於巾,鼘,上同又烏玄切
影開三B眞平,於巾,駰,馬陰淺黑色又音因
影合三B眞平,於倫,贇,美好也於倫切四
影合三B眞平,於倫,奫,泉水
影合三B眞平,於倫,頵,說文曰頭頵頵大也
影合三B眞平,於倫,蝹,蝹蝹龍皃
幫三B眞平,府巾,彬,文質雜半說文云古文份也府巾切十三
幫三B眞平,府巾,斌,上同
幫三B眞平,府巾,份,說文曰文質備也
幫三B眞平,府巾,玢,文采狀也
幫三B眞平,府巾,豳,地名本豳國之地又有豳城公劉所邑蓋此地也因以名州亦作邠又姓出姓苑
幫三B眞平,府巾,邠,州名
幫三B眞平,府巾,汃,西方極遠之國
幫三B眞平,府巾,霦,璘霦玉光色
幫三B眞平,府巾,㻞,上同
幫三B眞平,府巾,𥇖,大目皃
幫三B眞平,府巾,攽,說文分也博雅減也
幫三B眞平,府巾,虨,虎文俗作𧈇又普巾方閑二切
幫三B眞平,府巾,砏,水名又石
明三A眞平,彌鄰,民,說文曰眾萌也彌鄰切五
明三A眞平,彌鄰,闅,低目視也
明三A眞平,彌鄰,睧,視皃又音旻
明三A眞平,彌鄰,泯,沒也又亡忍切
明三A眞平,彌鄰,怋,亂也
章合三眞平,章倫,諄,至也誠懇皃也章倫切五
章合三眞平,章倫,惇,心實也又音敦
章合三眞平,章倫,𥇜,鈍目也又音稕
