描述,反切,字頭,解釋
影開三B仙入,於列,𠱝,怒𠱝
徹開三仙入,丑列,屮,草初生皃丑列切七
徹開三仙入,丑列,撤,抽撤
徹開三仙入,丑列,硩,擿也周禮有硩蔟氏
徹開三仙入,丑列,徹,通也
徹開三仙入,丑列,䚢,䚢𧢷
徹開三仙入,丑列,聅,司馬法曰小罪聅聅謂以箭貫耳
徹開三仙入,丑列,䒆,船行
曉開三B仙入,許列,娎,喜皃許列切二
曉開三B仙入,許列,焎,火氣
常合三仙入,殊雪,啜,說文曰甞也爾雅曰茹也禮曰啜菽飲水殊雪切一
初合三仙入,廁別,㔍,割斷聲廁別切一
邪合三仙入,寺絕,㿱,枯也寺絕切二
邪合三仙入,寺絕,𧋍,江𧋍似蝤蛑生海中
昌開三仙入,昌列,掣,挽也昌列切又昌制切二
昌開三仙入,昌列,瘛,瘛癡小兒病又昌制切
以開三仙入,羊列,抴,亦作拽拕也羊列切又余世切一
崇開三仙入,士列,𨵊,城門中板也士列切一
以開三陽入,以灼,藥,說文云治病艸禮云醫不三世不服其藥又姓後漢有南陽太守河內藥崧以灼切三十一
以開三陽入,以灼,躍,跳躍也上也進也
以開三陽入,以灼,礿,祭名
以開三陽入,以灼,禴,上同
以開三陽入,以灼,蘥,燕麥
以開三陽入,以灼,鑰,關鑰
以開三陽入,以灼,𩱲,內肉及菜湯中薄出之
以開三陽入,以灼,瀹,上同又漬也
以開三陽入,以灼,𤅢,上同亦水名在沘陽亦作𤄶
以開三陽入,以灼,𤄶,水名
以開三陽入,以灼,爚,煜燿光明
以開三陽入,以灼,櫟,櫟陽縣名在京兆又音歷
以開三陽入,以灼,龠,量器名
以開三陽入,以灼,䋤,白䋤縞也
以開三陽入,以灼,𠩃,岸上見也說文作屵
以開三陽入,以灼,敫,光景流皃
以開三陽入,以灼,籥,樂器郭璞云如笛三孔而短小廣雅云七孔
以開三陽入,以灼,𢅹,幕𢅹屋也出新字林
以開三陽入,以灼,𥌺,矐𥌺視皃
以開三陽入,以灼,𧕋,𧐔𧕋螢火別名
以開三陽入,以灼,纅,絲色
以開三陽入,以灼,鸙,鷚鸙鳥
以開三陽入,以灼,㜰,㜰媄之皃
以開三陽入,以灼,𤒀,仰也
以開三陽入,以灼,䟑,趠䟑行皃
以開三陽入,以灼,㿑,淫㿑病也
以開三陽入,以灼,𨷲,門𨷲
以開三陽入,以灼,𧢢,視不定也
以開三陽入,以灼,䠯,登也履也
以開三陽入,以灼,𨈋,出走也
以開三陽入,以灼,䖃,䖃䖃風吹水皃
來開三陽入,離灼,略,簡略謀略又求也法也要也又姓何氏姓苑云零陵人離灼切九
來開三陽入,離灼,䌎,紩也
來開三陽入,離灼,擽,字統云擊也
來開三陽入,離灼,掠,抄掠劫人財物
來開三陽入,離灼,㗉,爾雅云利也又人名晉有褚㗉
來開三陽入,離灼,䂮,上同
來開三陽入,離灼,𧎾,渠𧎾蜉蝣蟲朝生暮死亦作𧐯
來開三陽入,離灼,䀩,說文曰眄也方言云視也
來開三陽入,離灼,䛚,約䛚歎美也
見開三陽入,居勺,腳,釋名曰腳卻也以其坐時卻在後也居勺切五
見開三陽入,居勺,脚,俗
見開三陽入,居勺,蹻,走蹻蹻皃
見開三陽入,居勺,卻,節也又去約切
見開三陽入,居勺,屩,草履也
章開三陽入,之若,灼,燒也炙也熱也之若切十六
章開三陽入,之若,斫,刀斫又漢複姓有斫胥氏何氏姓苑云今平陽人
章開三陽入,之若,彴,橫木渡水
章開三陽入,之若,㣿,痛也
章開三陽入,之若,勺,挹取也又周公樂名又音杓
章開三陽入,之若,酌,酌酒又益也挹也行也取也霑也
章開三陽入,之若,繳,矰繳說文作𦅾生絲縷也
章開三陽入,之若,焯,火氣
章開三陽入,之若,䅵,五穀皮又音梏
章開三陽入,之若,妁,媒妁說文曰酌也斟酌二姓也又音杓
章開三陽入,之若,謶,欺也
章開三陽入,之若,𥯩,䉛𥯩玉篇云𥂖米具
章開三陽入,之若,犳,獸名
章開三陽入,之若,䶂,鼠屬
章開三陽入,之若,𧘑,玉篇云褌衣
章開三陽入,之若,禚,齊地名
書開三陽入,書藥,爍,灼爍書藥切七
書開三陽入,書藥,鑠,銷鑠
書開三陽入,書藥,獡,犬驚
書開三陽入,書藥,㜰,美好也
書開三陽入,書藥,爚,儵爚光皃又音藥
書開三陽入,書藥,䁻,美目
書開三陽入,書藥,䟏,動也又音櫟
日開三陽入,而灼,若,如也順也汝也辝也又杜若香草亦姓魯人也又虜三字姓後魏書若口引氏後改爲寇氏而灼切十一
日開三陽入,而灼,弱,劣弱
日開三陽入,而灼,鄀,地名在襄陽
日開三陽入,而灼,箬,竹箬
日開三陽入,而灼,蒻,荷莖入泥之處又菜名
日開三陽入,而灼,楉,楉榴安石榴也
日開三陽入,而灼,溺,水名出龍道山其水不勝鴻毛又奴歷切
日開三陽入,而灼,䐞,脃腝說文曰肉表革裏也
日開三陽入,而灼,惹,䛳惹
日開三陽入,而灼,叒,榑桑叒木
日開三陽入,而灼,𨀝,足下文
昌開三陽入,昌約,綽,寬也昌約切四
昌開三陽入,昌約,繛,古文
昌開三陽入,昌約,婥,婥約美皃
昌開三陽入,昌約,磭,大脣屵磭皃屵魚偃切
影開三陽入,於略,約,約束又儉也少也又姓韓子有古賢者約續於略切又於笑切二
影開三陽入,於略,葯,白芷葉
溪開三陽入,去約,卻,退也去約切四
溪開三陽入,去約,却,俗
溪開三陽入,去約,𨟠,地名在河東
溪開三陽入,去約,𤷽,𤷽食瘡疾
疑開三陽入,魚約,虐,酷虐說文作𧆩殘也魚約切三
疑開三陽入,魚約,磭,大脣皃又音綽
疑開三陽入,魚約,瘧,病也
常開三陽入,市若,妁,媒妁市若切又音酌六
常開三陽入,市若,勺,周禮梓人爲飲器勺一升又漢複姓殷人六族有長勺尾勺二氏又音酌
常開三陽入,市若,汋,瀱汋又士角切
常開三陽入,市若,杓,杯杓
常開三陽入,市若,仢,仢約流星
常開三陽入,市若,芍,芍藥蕭該云芍藥香草可和食芍張略切藥良約切又芍陂在淮南七削切又蓮芍縣名在馮翊之若切又𦽏茈草名胡了切
徹開三陽入,丑略,㲋,說文曰獸也似兔青色而大象形頭與兔同足與鹿同丑略切六
徹開三陽入,丑略,𤟭,上同
徹開三陽入,丑略,婼,叔孫婼魯大夫說文曰不順也
徹開三陽入,丑略,逴,略逴行皃
徹開三陽入,丑略,辵,說文云乍行乍止从彳止聲
徹開三陽入,丑略,蠚,蟲行毒亦作𧍷又火各切
心開三陽入,息約,削,刻削息約切一
莊開三陽入,側略,斮,斬也側略切一
精開三陽入,即略,爵,封也禮含文嘉曰殷爵三等周爵五等白虎通曰三等法三光五等法五行也淮南子曰爵祿者人臣之銜轡也文字音義曰爵量也量其職盡其才也又禮器周禮曰享先王以玉爵即略切七
精開三陽入,即略,𩰥,古文
精開三陽入,即略,雀,鳥雀禮記云雀入大水爲蛤
精開三陽入,即略,爝,炬火莊子云日月出矣而爝火不息又音嚼
精開三陽入,即略,燋,火未然也
精開三陽入,即略,㩱,捎也
精開三陽入,即略,䶂,鼠似兔而小也
從開三陽入,在爵,皭,靖也埤蒼曰白色也在爵切三
從開三陽入,在爵,嚼,噬嚼
從開三陽入,在爵,爝,炬火
清開三陽入,七雀,鵲,淮南子云鵲知太歲之所字林作䧿七雀切十
清開三陽入,七雀,舄,人姓纂文云古鵲字
清開三陽入,七雀,趞,行皃
清開三陽入,七雀,㹱,宋國良大
清開三陽入,七雀,碏,敬也又人名衛大夫石碏
清開三陽入,七雀,芍,陂名在壽春
清開三陽入,七雀,皵,皮皴爾雅云棤皵謂木皮甲錯
清開三陽入,七雀,踖,陵也馺也
清開三陽入,七雀,䇎,驚也
清開三陽入,七雀,䱜,魚名出東海
羣開三陽入,其虐,噱,嗢噱笑不止其虐切九
羣開三陽入,其虐,蹻,舉足高又居勺切
羣開三陽入,其虐,𠊬,須臾亦倦也
羣開三陽入,其虐,𧍕,天神蟲又丘良切
羣開三陽入,其虐,𧮫,說文曰口上阿也一曰笑皃
羣開三陽入,其虐,𠶸,
羣開三陽入,其虐,臄,說文並同上
羣開三陽入,其虐,醵,合錢飲酒
羣開三陽入,其虐,䐘,䐘䐘大笑也
影合三陽入,憂縛,嬳,作姿態也憂縛切四
影合三陽入,憂縛,𡤬,上同
影合三陽入,憂縛,彠,度也又乙虢切
影合三陽入,憂縛,臒,大也善也
並三陽入,符钁,縛,繫也符钁切一
曉合三陽入,許縛,䂄,大視皃許縛切四
曉合三陽入,許縛,矆,上同
曉合三陽入,許縛,彏,弓弦急皃又居縛切
曉合三陽入,許縛,戄,驚戄又曰遽視
云合三陽入,王縛,籰,說文曰收絲者也亦作籆王縛切五
云合三陽入,王縛,𧤽,上同
云合三陽入,王縛,𧅚,𧅚子菜
云合三陽入,王縛,𥸘,筌取魚器也
云合三陽入,王縛,䢲,行不住䢲䢲天下
見合三陽入,居縛,玃,大猨也說文曰大母猴也居縛切十一
見合三陽入,居縛,貜,上同說文曰𣫔貜也
見合三陽入,居縛,𧾵,大步
見合三陽入,居縛,钁,說文曰大鉏也方言云關東名曰鹵斫也
見合三陽入,居縛,攫,膊也
見合三陽入,居縛,矍,說文云隹欲逸走也从又持之矍矍也一曰視遽皃
見合三陽入,居縛,𡚠,健皃
見合三陽入,居縛,彏,弓弦急皃
見合三陽入,居縛,躩,盤辟皃
見合三陽入,居縛,𪈴,三首三足鳥
見合三陽入,居縛,𨏹,車輞
知開三陽入,張略,芍,芍藥香草張略切七
知開三陽入,張略,著,服衣於身又直略張豫二切
知開三陽入,張略,𥗁,說文云斫也
知開三陽入,張略,櫡,說文曰斫謂之櫡
知開三陽入,張略,鐯,钁也
知開三陽入,張略,𣃈,上同
知開三陽入,張略,擆,置也擊也
澄開三陽入,直略,著,附也直略切一
溪合三陽入,丘縛,躩,說文云足躩如也丘縛切二
溪合三陽入,丘縛,𢖦,往也
羣合三陽入,具籰,戄,大視具籰切五
羣合三陽入,具籰,𧾵,大步又居縛切
羣合三陽入,具籰,𡚠,健皃又居縛切
羣合三陽入,具籰,䣤,鄉名
羣合三陽入,具籰,貜,大猨又居縛切
孃開三陽入,女略,逽,走逽女略切三
孃開三陽入,女略,𨵫,𨳞𨵫牽引也
孃開三陽入,女略,蹃,踐也
滂三陽入,孚縛,𩅿,美雨孚縛切一
曉開三陽入,虛約,謔,戲謔虛約切一
定開一唐入,徒落,鐸,大鈴也軍法用之又木鐸金鈴木舌釋名鐸度也號令之限度也又姓左傳晉大夫鐸遏寇徒落切十五
定開一唐入,徒落,剫,治木也說文判也爾雅曰木謂之剫
定開一唐入,徒落,度,度量也又音渡
定開一唐入,徒落,𢜬,忖𢜬
定開一唐入,徒落,踱,跣足蹋地
定開一唐入,徒落,凙,楚詞云冬冰之𠗂凙
定開一唐入,徒落,襗,褻衣
定開一唐入,徒落,𩑒,𩑒顱
定開一唐入,徒落,𧩧,欺也
定開一唐入,徒落,𩍜,𩌈𩍜胡履也
定開一唐入,徒落,䐾,𦘴䐾無檢限也
定開一唐入,徒落,㤞,徵也亦作𢖲
定開一唐入,徒落,喥,口喥喥無度
定開一唐入,徒落,仛,他也
定開一唐入,徒落,𨍏,𨍏輅
明一唐入,慕各,莫,無也定也說文本模故切日且冥也从日在茻中茻音莽又州名開元十三年改鄚州去邑亦姓楚莫敖之後又虜複姓五氏西秦錄有左衛將軍莫者羖羝南涼州刺史莫侯悌眷後魏末有亂寇莫折念生又有莫輿氏莫盧氏又虜三字姓周太祖賜廣寧楊纂姓莫胡盧氏慕各切十六
明一唐入,慕各,幕,帷幕又姓
明一唐入,慕各,鄚,縣名在河閒又姓
明一唐入,慕各,膜,肉膜
明一唐入,慕各,鏌,鏌鋣劒名
明一唐入,慕各,摸,摸𢱢又莫胡切
明一唐入,慕各,漠,沙漠又施也茂也
明一唐入,慕各,瘼,病也
明一唐入,慕各,寞,寂寞說文作𠴫嗼
明一唐入,慕各,瞙,字統云目不明
明一唐入,慕各,嗼,鼽嚏
明一唐入,慕各,塻,舍塻亦塵塻
明一唐入,慕各,𣩎,死也說文作㱳云死𡧯㱳也
明一唐入,慕各,𢊗,定也
明一唐入,慕各,𡈗,見文
明一唐入,慕各,𠢓,𠢓動
來開一唐入,盧各,落,零落草曰零木曰落又始也聚落也左傳注云宮室始成祭之爲落亦姓出姓苑又漢複姓二氏漢有博士落姑仲異益部耆舊傳有閬中落下閎善歷也盧各切三十四
來開一唐入,盧各,絡,絡絲又姓
來開一唐入,盧各,烙,燒烙
來開一唐入,盧各,洛,水名書曰導洛自熊耳漢書作雒
來開一唐入,盧各,珞,瓔珞也
來開一唐入,盧各,酪,乳酪
來開一唐入,盧各,樂,喜樂又五角五教二切
來開一唐入,盧各,𩂣,說文云雨𩂣也
來開一唐入,盧各,轢,陵轢又音歷
來開一唐入,盧各,笿,籠笿
來開一唐入,盧各,硌,磊硌
來開一唐入,盧各,駱,白馬黑鬣曰駱又姓出東陽吳有駱統
來開一唐入,盧各,𤽼,大白
來開一唐入,盧各,𩊚,生革
來開一唐入,盧各,㓢,去皮節又剔也
來開一唐入,盧各,鉻,說文𩮜也
來開一唐入,盧各,馲,馲駝又音託
來開一唐入,盧各,𩧐,上同
來開一唐入,盧各,鮥,魚名又五格切
來開一唐入,盧各,䶅,鼠名又下各切
來開一唐入,盧各,雒,字林鵋䳢鳥又姓駱絡雒並出姓苑
來開一唐入,盧各,𣛗,㰚𣛗出音譜
來開一唐入,盧各,𧭥,𧭥謊狂言
來開一唐入,盧各,躒,晉大夫名輔躒本又音歷
來開一唐入,盧各,鵅,烏𪇰永鳥
來開一唐入,盧各,𤻲,治病又音料
來開一唐入,盧各,𣧳,殂也
來開一唐入,盧各,𤽥,大皃
來開一唐入,盧各,挌,打也
來開一唐入,盧各,𪇱,似鵰黑文赤頭
來開一唐入,盧各,濼,水名在濟南又音祿
來開一唐入,盧各,袼,䙔袼
來開一唐入,盧各,䀩,大目
來開一唐入,盧各,𨏒,𥕖𨏒車聲
透開一唐入,他各,託,寄也他各切十八
透開一唐入,他各,袥,開衣領也
透開一唐入,他各,橐,無底囊
透開一唐入,他各,魠,魚名
透開一唐入,他各,籜,竹籜
透開一唐入,他各,柝,擊柝漢書曰宮中衛城門擊刀斗傳五更衛士周廬擊柝也亦作𣔳
透開一唐入,他各,𣟄,上同
透開一唐入,他各,拓,手承物又虜複姓二氏周書王秉王興並賜姓拓王氏又有拓跋氏初黃帝子昌意少子受封北土黃帝以土德王北俗謂土爲拓謂后爲跋故以拓跋爲氏跋亦作拔或說自云拓天而生拔地而長遂以氏焉後魏孝文太和二十年改爲元氏也
透開一唐入,他各,馲,馲駝
透開一唐入,他各,𩧐,上同
透開一唐入,他各,跅,跅弛不遵禮度之士
透開一唐入,他各,蘀,葉落
透開一唐入,他各,𦚈,𦚈脪也滴也澆也
透開一唐入,他各,侂,毀也說文寄也
透開一唐入,他各,飥,餺飥
透開一唐入,他各,魄,落魄貧無家業出史記本音拍
透開一唐入,他各,沰,赭也又磓也
透開一唐入,他各,矺,儀禮注云王棘矺鼠
精開一唐入,則落,作,爲也起也行也役也始也生也又姓漢有涿郡太守作顯則落切又則邏臧路二切六
精開一唐入,則落,迮,起也又仄格切
精開一唐入,則落,柞,木名又音昨
精開一唐入,則落,糳,精細米也說文曰糲米一斛舂九斗曰糳
精開一唐入,則落,鑿,詩曰白石鑿鑿
精開一唐入,則落,㘀,強㘀又祖郭切
清開一唐入,倉各,錯,鑢別名又雜也摩也詩傳云東西爲交邪行爲錯說文云金涂也倉各切七
清開一唐入,倉各,厝,礪石
清開一唐入,倉各,䱜,魚名
清開一唐入,倉各,逪,說文云䢒逪也
清開一唐入,倉各,剒,爾雅云犀謂之剒
清開一唐入,倉各,縒,縒綜亂也
清開一唐入,倉各,莡,草聲
見開一唐入,古落,各,說文云異詞也古落切五
見開一唐入,古落,閣,樓閣亦舉閣漢宮殿疏曰天祿閣騏驎閣蕭何造以藏祕書賢才也又姓急就章有閣并訴
見開一唐入,古落,格,樹枝
見開一唐入,古落,胳,胳腋
見開一唐入,古落,袼,袼䘸也又袂也
溪開一唐入,苦各,恪,敬也又姓晉有中郎令恪啓苦各切三
溪開一唐入,苦各,㤩,
溪開一唐入,苦各,愙,並上同
疑開一唐入,五各,咢,徒擊皷謂之咢詩云或歌或咢說文作㖾譁訟也五各切二十五
疑開一唐入,五各,愕,驚也
疑開一唐入,五各,鄂,國名在武昌又姓漢安平侯鄂君
疑開一唐入,五各,諤,謇諤直言
疑開一唐入,五各,𠟎,說文曰刀劒刃也
疑開一唐入,五各,𧊜,說文曰似蜥蜴長一丈水潛吞人即浮出日南
疑開一唐入,五各,𧍞,上同
疑開一唐入,五各,遌,心不欲見而見曰遌
疑開一唐入,五各,萼,花萼
疑開一唐入,五各,鍔,劒端
疑開一唐入,五各,𡅡,籀文
疑開一唐入,五各,崿,崖崿
疑開一唐入,五各,鶚,鳥名
疑開一唐入,五各,鰐,魚名
疑開一唐入,五各,噩,爾雅曰太歲在酉曰作噩亦作咢
疑開一唐入,五各,㗁,口中斷㗁出字統
疑開一唐入,五各,齶,上同
疑開一唐入,五各,顎,嚴敬曰顎
疑開一唐入,五各,𡾙,山峯
疑開一唐入,五各,鑩,以鐵作鉤物也
疑開一唐入,五各,偔,多也
疑開一唐入,五各,堮,圻堮
疑開一唐入,五各,𡓐,上同
疑開一唐入,五各,㮙,穽也
疑開一唐入,五各,湂,水名
滂一唐入,匹各,𩔈,面大皃匹各切十五
滂一唐入,匹各,奤,俗
滂一唐入,匹各,濼,陂濼
滂一唐入,匹各,䨰,上同
滂一唐入,匹各,粕,糟粕
滂一唐入,匹各,膊,說文曰薄脯膊之屋上
滂一唐入,匹各,𦢸,割肉
滂一唐入,匹各,䪙,車覆軶
滂一唐入,匹各,搏,擊也
滂一唐入,匹各,胉,脅也
滂一唐入,匹各,蒪,蒪苴大蘘荷名
滂一唐入,匹各,𥴮,𥴮齒相簺也
滂一唐入,匹各,𦿍,蘀𦿍也
滂一唐入,匹各,𦥭,舂也
滂一唐入,匹各,𦐦,飛去也又步各切
影開一唐入,烏各,惡,不善也說文曰過也烏各切又烏故切四
影開一唐入,烏各,𢙣,俗
影開一唐入,烏各,堊,白土
影開一唐入,烏各,蝁,蛇名
並一唐入,傍各,泊,止也傍各切十一
並一唐入,傍各,亳,國名春秋時陳地漢爲沛之譙縣魏爲譙郡晉爲南兗州齊爲亳州
並一唐入,傍各,箔,簾箔
並一唐入,傍各,薄,厚薄說文曰林薄也又姓漢文帝母薄氏
並一唐入,傍各,礴,盤礴
並一唐入,傍各,簿,蠶具
並一唐入,傍各,𩍿,𩍿䩣屧也
並一唐入,傍各,鑮,似鍾而大
並一唐入,傍各,踄,蹈也
並一唐入,傍各,𩽛,魚似鯉一目也
並一唐入,傍各,䭦,䭦餅亦作𪎄
曉開一唐入,呵各,𦞦,羹𦞦呵各切又火酷切十一
曉開一唐入,呵各,鄗,縣名漢光武改爲高邑
曉開一唐入,呵各,壑,溝也谷也坑也虛也
曉開一唐入,呵各,㕡,上同
曉開一唐入,呵各,蠚,螫也亦作𧍷
曉開一唐入,呵各,謞,讒慝
曉開一唐入,呵各,郝,姓也殷帝乙時有子期封太原郝鄉後因氏焉
曉開一唐入,呵各,鰝,爾雅云大鰕也出海中似蝗長二三尺青州有之
曉開一唐入,呵各,熇,熱皃又火沃切
曉開一唐入,呵各,嗃,嚴厲皃易云家人嗃嗃
曉開一唐入,呵各,矐,重目又失明也
心開一唐入,蘇各,索,盡也散也又繩索亦姓出燉煌蘇各切又所戟切六
心開一唐入,蘇各,𢱢,摸𢱢
心開一唐入,蘇各,溹,水名在榮陽又所戟切
心開一唐入,蘇各,𩌈,𩌈𩍜
心開一唐入,蘇各,𦵫,草名
心開一唐入,蘇各,㮦,白㮦木名
匣開一唐入,下各,涸,水竭也下各切十一
