小韻號,母,呼,等,重紐,韻,聲,反切
3662,生,開,三,,蒸,入,所力
3663,溪,開,三,,蒸,入,丘力
3664,見,開,三,,蒸,入,紀力
3665,以,開,三,,蒸,入,與職
3666,精,開,三,,蒸,入,子力
3667,幫,,三,,蒸,入,彼側
3668,云,合,三,,蒸,入,雨逼
3669,曉,合,三,,蒸,入,況逼
3670,滂,,三,,蒸,入,芳逼
3671,莊,開,三,,蒸,入,阻力
3672,並,,三,,蒸,入,符逼
3673,疑,開,三,,蒸,入,魚力
3674,從,開,三,,蒸,入,秦力
3675,明,,三,,蒸,入,亡逼
3676,昌,開,三,,蒸,入,昌力
3677,端,開,一,,登,入,多則
3678,精,開,一,,登,入,子德
3679,來,開,一,,登,入,盧則
3680,透,開,一,,登,入,他德
3681,溪,開,一,,登,入,苦得
3682,定,開,一,,登,入,徒得
3683,曉,開,一,,登,入,呼北
3684,明,,一,,登,入,莫北
3685,從,開,一,,登,入,昨則
3686,心,開,一,,登,入,蘇則
3687,幫,,一,,登,入,博墨
3688,並,,一,,登,入,蒲北
3689,匣,合,一,,登,入,胡國
3690,見,合,一,,登,入,古或
3691,影,開,一,,登,入,愛黑
3692,匣,開,一,,登,入,胡得
3693,泥,開,一,,登,入,奴勒
3694,見,開,一,,登,入,古得
3695,清,開,一,,登,入,七則
3696,滂,,一,,登,入,匹北
3697,曉,合,一,,登,入,呼或
3698,清,開,三,,侵,入,七入
3699,常,開,三,,侵,入,是執
3700,章,開,三,,侵,入,之入
3701,邪,開,三,,侵,入,似入
3702,從,開,三,,侵,入,秦入
3703,日,開,三,,侵,入,人執
3704,影,開,三,A,侵,入,伊入
3705,書,開,三,,侵,入,失入
3706,精,開,三,,侵,入,子入
3707,羣,開,三,B,侵,入,其立
3708,澄,開,三,,侵,入,直立
3709,知,開,三,,侵,入,陟立
3710,來,開,三,,侵,入,力入
3711,見,開,三,B,侵,入,居立
3712,疑,開,三,B,侵,入,魚及
3713,溪,開,三,B,侵,入,去急
3714,心,開,三,,侵,入,先立
3715,生,開,三,,侵,入,色立
3716,曉,開,三,B,侵,入,許及
3717,莊,開,三,,侵,入,阻立
3718,影,開,三,B,侵,入,於汲
3719,徹,開,三,,侵,入,丑入
3720,云,開,三,B,侵,入,爲立
3721,以,開,三,A,侵,入,羊入
3722,孃,開,三,,侵,入,尼立
3723,崇,開,三,,侵,入,仕戢
3724,並,,三,B,侵,入,皮及
3725,幫,,三,B,侵,入,彼及
3726,初,開,三,,侵,入,初戢
3727,昌,開,三,,侵,入,昌汁
3728,匣,開,一,,覃,入,侯閤
3729,見,開,一,,覃,入,古沓
3730,端,開,一,,覃,入,都合
3731,心,開,一,,覃,入,蘇合
3732,定,開,一,,覃,入,徒合
3733,透,開,一,,覃,入,他合
3734,從,開,一,,覃,入,徂合
3735,精,開,一,,覃,入,子荅
3736,來,開,一,,覃,入,盧合
3737,泥,開,一,,覃,入,奴荅
3738,溪,開,一,,覃,入,口荅
3739,影,開,一,,覃,入,烏合
3740,曉,開,一,,覃,入,呼合
3741,疑,開,一,,覃,入,五合
3742,清,開,一,,覃,入,七合
3743,匣,開,一,,談,入,胡臘
3744,來,開,一,,談,入,盧盍
3745,端,開,一,,談,入,都榼
3746,透,開,一,,談,入,吐盍
3747,曉,開,一,,談,入,呼盍
3748,泥,開,一,,談,入,奴盍
3749,定,開,一,,談,入,徒盍
3750,心,開,一,,談,入,私盍
3751,疑,開,一,,談,入,五盍
3752,從,開,一,,談,入,才盍
3753,見,開,一,,談,入,古盍
3754,溪,開,一,,談,入,苦盍
3755,影,開,一,,談,入,安盍
3756,清,開,一,,談,入,倉雜
3757,章,開,三,,談,入,章盍
3758,以,開,三,A,鹽,入,與涉
3759,精,開,三,,鹽,入,即葉
3760,書,開,三,,鹽,入,書涉
3761,常,開,三,,鹽,入,時攝
3762,來,開,三,,鹽,入,良涉
3763,從,開,三,,鹽,入,疾葉
3764,澄,開,三,,鹽,入,直葉
3765,影,開,三,B,鹽,入,於輒
3766,孃,開,三,,鹽,入,尼輒
3767,昌,開,三,,鹽,入,叱涉
3768,日,開,三,,鹽,入,而涉
3769,章,開,三,,鹽,入,之涉
3770,清,開,三,,鹽,入,七接
3771,徹,開,三,,鹽,入,丑輒
3772,羣,開,三,B,鹽,入,其輒
3773,知,開,三,,鹽,入,陟葉
3774,云,開,三,B,鹽,入,筠輒
3775,溪,開,三,A,鹽,入,去涉
3776,生,開,三,,鹽,入,山輒
3777,見,開,三,B,鹽,入,居輒
3778,影,開,三,A,鹽,入,於葉
3779,透,開,四,,添,入,他協
3780,匣,開,四,,添,入,胡頰
3781,見,開,四,,添,入,古協
3782,溪,開,四,,添,入,苦協
3783,定,開,四,,添,入,徒協
3784,泥,開,四,,添,入,奴協
3785,心,開,四,,添,入,蘇協
3786,來,開,四,,添,入,盧協
3787,端,開,四,,添,入,丁愜
3788,從,開,四,,添,入,在協
3789,精,開,四,,添,入,子協
3790,曉,開,四,,添,入,呼牒
3791,匣,開,二,,咸,入,侯夾
3792,溪,開,二,,咸,入,苦洽
3793,崇,開,二,,咸,入,士洽
3794,見,開,二,,咸,入,古洽
3795,莊,開,二,,咸,入,側洽
3796,初,開,二,,咸,入,楚洽
3797,孃,開,二,,咸,入,女洽
3798,曉,開,二,,咸,入,呼洽
3799,生,開,二,,咸,入,山洽
3800,知,開,二,,咸,入,竹洽
3801,影,開,二,,咸,入,烏洽
3802,疑,開,二,,咸,入,五夾
3803,徹,開,二,,咸,入,丑㘝
3804,匣,開,二,,銜,入,胡甲
3805,澄,開,二,,銜,入,丈甲
3806,影,開,二,,銜,入,烏甲
3807,見,開,二,,銜,入,古狎
3808,生,開,二,,銜,入,所甲
3809,曉,開,二,,銜,入,呼甲
3810,疑,開,三,,嚴,入,魚怯
3811,曉,開,三,,嚴,入,虛業
3812,溪,開,三,,嚴,入,去劫
3813,見,開,三,,嚴,入,居怯
3814,影,開,三,,嚴,入,於業
3815,以,開,三,,嚴,入,余業
3816,羣,開,三,,嚴,入,巨業
3817,並,,三,,凡,入,房法
3818,幫,,三,,凡,入,方乏
3819,滂,,三,,凡,入,孚法
3820,孃,開,三,,嚴,入,女法
3821,徹,開,三,,嚴,入,丑法
