小韻號,母,呼,等,重紐,韻,聲,反切
1493,疑,開,三,,欣,上,牛謹
1494,曉,開,三,,欣,上,休謹
1495,疑,合,三,,元,上,虞遠
1496,云,合,三,,元,上,雲阮
1497,影,開,三,,元,上,於幰
1498,見,開,三,,元,上,居偃
1499,羣,開,三,,元,上,其偃
1500,溪,開,三,,元,上,去偃
1501,疑,開,三,,元,上,語偃
1502,曉,開,三,,元,上,虛偃
1503,明,,三,,元,上,無遠
1504,幫,,三,,元,上,府遠
1505,羣,合,三,,元,上,求晚
1506,影,合,三,,元,上,於阮
1507,溪,合,三,,元,上,去阮
1508,曉,合,三,,元,上,況晚
1509,並,,三,,元,上,扶晚
1510,匣,合,一,,魂,上,胡本
1511,滂,,一,,魂,上,普本
1512,清,合,一,,魂,上,倉本
1513,幫,,一,,魂,上,布忖
1514,心,合,一,,魂,上,蘇本
1515,精,合,一,,魂,上,兹損
1516,影,合,一,,魂,上,烏本
1517,定,合,一,,魂,上,徒損
1518,從,合,一,,魂,上,才本
1519,見,合,一,,魂,上,古本
1520,透,合,一,,魂,上,他袞
1521,溪,合,一,,魂,上,苦本
1522,來,合,一,,魂,上,盧本
1523,並,,一,,魂,上,蒲本
1524,明,,一,,魂,上,模本
1525,泥,合,一,,魂,上,乃本
1526,曉,合,一,,魂,上,虛本
1527,匣,開,一,,痕,上,胡墾
1528,溪,開,一,,痕,上,康很
1529,見,開,一,,痕,上,古很
1530,匣,開,一,,寒,上,胡笴
1531,端,開,一,,寒,上,多旱
1532,透,開,一,,寒,上,他但
1533,心,開,一,,寒,上,蘇旱
1534,定,開,一,,寒,上,徒旱
1535,從,開,一,,寒,上,藏旱
1536,見,開,一,,寒,上,古旱
1537,來,開,一,,寒,上,落旱
1538,溪,開,一,,寒,上,空旱
1539,曉,開,一,,寒,上,呼旱
1540,精,開,一,,寒,上,作旱
1541,匣,合,一,,寒,上,胡管
1542,端,合,一,,寒,上,都管
1543,影,合,一,,寒,上,烏管
1544,透,合,一,,寒,上,吐緩
1545,心,合,一,,寒,上,蘇管
1546,見,合,一,,寒,上,古滿
1547,來,合,一,,寒,上,盧管
1548,溪,合,一,,寒,上,苦管
1549,泥,合,一,,寒,上,乃管
1550,精,合,一,,寒,上,作管
1551,並,,一,,寒,上,蒲旱
1552,明,,一,,寒,上,莫旱
1553,幫,,一,,寒,上,博管
1554,邪,合,一,,寒,上,辝纂
1555,定,合,一,,寒,上,徒管
1556,泥,開,一,,寒,上,奴但
1557,滂,,一,,寒,上,普伴
1558,生,開,二,,刪,上,數板
1559,影,合,二,,刪,上,烏板
1560,幫,,二,,刪,上,布綰
1561,莊,開,二,,刪,上,側板
1562,孃,開,二,,刪,上,奴板
1563,匣,開,二,,刪,上,下赧
1564,匣,合,二,,刪,上,戶板
1565,並,,二,,刪,上,扶板
1566,明,,二,,刪,上,武板
1567,崇,開,二,,刪,上,士板
1568,疑,開,二,,刪,上,五板
1569,初,開,二,,刪,上,初板
1570,滂,,二,,刪,上,普板
1571,崇,合,二,,刪,上,雛鯇
1572,生,開,二,,山,上,所簡
1573,匣,開,二,,山,上,胡簡
1574,明,,二,,山,上,武簡
1575,見,開,二,,山,上,古限
1576,初,開,二,,山,上,初限
1577,崇,開,二,,山,上,士限
1578,疑,開,二,,山,上,五限
1579,莊,開,二,,山,上,阻限
1580,初,合,二,,山,上,初綰
1581,溪,開,二,,山,上,起限
1582,心,開,四,,先,上,蘇典
1583,透,開,四,,先,上,他典
1584,端,開,四,,先,上,多殄
1585,影,開,四,,先,上,於殄
1586,定,開,四,,先,上,徒典
1587,見,開,四,,先,上,古典
1588,匣,開,四,,先,上,胡典
1589,曉,開,四,,先,上,呼典
1590,明,,四,,先,上,彌殄
1591,泥,開,四,,先,上,乃殄
1592,幫,,四,,先,上,方典
1593,匣,合,四,,先,上,胡畎
1594,見,合,四,,先,上,姑泫
1595,並,,四,,先,上,薄泫
1596,溪,合,四,,先,上,苦泫
1597,溪,開,四,,先,上,牽繭
1598,疑,開,四,,先,上,研峴
1599,心,開,三,,仙,上,息淺
1600,以,開,三,A,仙,上,以淺
1601,從,開,三,,仙,上,慈演
1602,知,開,三,,仙,上,知演
1603,章,開,三,,仙,上,旨善
1604,孃,開,三,,仙,上,尼展
1605,清,開,三,,仙,上,七演
1606,昌,開,三,,仙,上,昌善
1607,溪,開,三,A,仙,上,去演
1608,見,開,三,B,仙,上,九輦
1609,常,開,三,,仙,上,常演
1610,精,開,三,,仙,上,即淺
1611,日,開,三,,仙,上,人善
1612,邪,開,三,,仙,上,徐翦
1613,來,開,三,,仙,上,力展
1614,疑,開,三,B,仙,上,魚蹇
1615,羣,開,三,B,仙,上,其輦
1616,並,,三,B,仙,上,符蹇
1617,明,,三,A,仙,上,彌兗
1618,幫,,三,A,仙,上,方緬
1619,精,合,三,,仙,上,子兗
1620,從,合,三,,仙,上,徂兗
1621,幫,,三,B,仙,上,方免
1622,以,合,三,A,仙,上,以轉
1623,來,合,三,,仙,上,力兗
1624,知,合,三,,仙,上,陟兗
1625,見,合,三,B,仙,上,居轉
1626,羣,合,三,B,仙,上,渠篆
1627,日,合,三,,仙,上,而兗
1628,昌,合,三,,仙,上,昌兗
1629,常,合,三,,仙,上,市兗
1630,澄,合,三,,仙,上,持兗
1631,章,合,三,,仙,上,旨兗
1632,心,合,三,,仙,上,思兗
1633,崇,合,三,,仙,上,士免
1634,羣,合,三,A,仙,上,狂兗
1635,曉,合,三,A,仙,上,香兗
1636,並,,三,A,仙,上,符善
1637,明,,三,B,仙,上,亡辨
1638,徹,開,三,,仙,上,丑善
1639,滂,,三,B,仙,上,披免
1640,書,開,三,,仙,上,式善
1641,影,開,三,B,仙,上,於蹇
1642,澄,開,三,,仙,上,除善
1643,崇,開,三,,仙,上,士免
1644,心,開,四,,蕭,上,先鳥
1645,見,開,四,,蕭,上,古了
1646,端,開,四,,蕭,上,都了
1647,來,開,四,,蕭,上,盧鳥
1648,透,開,四,,蕭,上,土了
1649,曉,開,四,,蕭,上,馨皛
1650,影,開,四,,蕭,上,烏晈
1651,泥,開,四,,蕭,上,奴鳥
1652,匣,開,四,,蕭,上,胡了
1653,定,開,四,,蕭,上,徒了
1654,溪,開,四,,蕭,上,苦皎
1655,精,開,四,,蕭,上,子了
1656,心,開,三,,宵,上,私兆
1657,澄,開,三,,宵,上,治小
1658,章,開,三,,宵,上,之少
1659,影,開,三,B,宵,上,於兆
1660,徹,開,三,,宵,上,丑小
1661,書,開,三,,宵,上,書沼
1662,日,開,三,,宵,上,而沼
1663,並,,三,A,宵,上,符少
1664,昌,開,三,,宵,上,尺沼
1665,滂,,三,A,宵,上,敷沼
1666,明,,三,A,宵,上,亡沼
1667,常,開,三,,宵,上,市沼
1668,見,開,三,B,宵,上,居夭
1669,幫,,三,B,宵,上,陂矯
1670,幫,,三,A,宵,上,方小
1671,並,,三,B,宵,上,平表
1672,以,開,三,A,宵,上,以沼
1673,清,開,三,,宵,上,親小
1674,精,開,三,,宵,上,子小
1675,羣,開,三,B,宵,上,巨夭
1676,來,開,三,,宵,上,力小
1677,滂,,三,B,宵,上,滂表
1678,影,開,三,A,宵,上,於小
1679,溪,開,二,,肴,上,苦絞
1680,匣,開,二,,肴,上,下巧
1681,幫,,二,,肴,上,博巧
1682,孃,開,二,,肴,上,奴巧
1683,明,,二,,肴,上,莫飽
1684,見,開,二,,肴,上,古巧
1685,莊,開,二,,肴,上,側絞
1686,影,開,二,,肴,上,於絞
1687,並,,二,,肴,上,薄巧
1688,疑,開,二,,肴,上,五巧
1689,崇,開,二,,肴,上,士絞
1690,初,開,二,,肴,上,初爪
1691,知,開,二,,肴,上,張絞
1692,生,開,二,,肴,上,山巧
1693,匣,開,一,,豪,上,胡老
1694,並,,一,,豪,上,薄浩
1695,來,開,一,,豪,上,盧晧
1696,透,開,一,,豪,上,他浩
1697,定,開,一,,豪,上,徒晧
1698,泥,開,一,,豪,上,奴晧
1699,心,開,一,,豪,上,蘇老
1700,端,開,一,,豪,上,都晧
1701,清,開,一,,豪,上,采老
1702,精,開,一,,豪,上,子晧
1703,從,開,一,,豪,上,昨早
1704,見,開,一,,豪,上,古老
1705,曉,開,一,,豪,上,呼晧
1706,明,,一,,豪,上,武道
1707,幫,,一,,豪,上,博抱
1708,影,開,一,,豪,上,烏晧
1709,溪,開,一,,豪,上,苦浩
1710,疑,開,一,,豪,上,五老
1711,見,開,一,,歌,上,古我
1712,清,開,一,,歌,上,千可
1713,端,開,一,,歌,上,丁可
1714,心,開,一,,歌,上,蘇可
1715,定,開,一,,歌,上,徒可
1716,疑,開,一,,歌,上,五可
1717,透,開,一,,歌,上,吐可
1718,來,開,一,,歌,上,來可
1719,泥,開,一,,歌,上,奴可
1720,匣,開,一,,歌,上,胡可
1721,曉,開,一,,歌,上,虛我
1722,溪,開,一,,歌,上,枯我
1723,影,開,一,,歌,上,烏可
1724,精,開,一,,歌,上,臧可
1725,見,合,一,,歌,上,古火
1726,端,合,一,,歌,上,丁果
1727,心,合,一,,歌,上,蘇果
1728,定,合,一,,歌,上,徒果
1729,透,合,一,,歌,上,他果
1730,明,,一,,歌,上,亡果
1731,從,合,一,,歌,上,徂果
1732,疑,合,一,,歌,上,五果
1733,來,合,一,,歌,上,郎果
1734,影,合,一,,歌,上,烏果
1735,泥,合,一,,歌,上,奴果
1736,幫,,一,,歌,上,布火
1737,滂,,一,,歌,上,普火
1738,匣,合,一,,歌,上,胡果
1739,曉,合,一,,歌,上,呼果
1740,溪,合,一,,歌,上,苦果
1741,並,,一,,歌,上,捕可
1742,清,合,一,,歌,上,倉果
1743,明,,二,,麻,上,莫下
1744,章,開,三,,麻,上,章也
1745,以,開,三,,麻,上,羊者
1746,疑,開,二,,麻,上,五下
1747,見,開,二,,麻,上,古疋
1748,生,開,二,,麻,上,砂下
1749,影,開,二,,麻,上,烏下
1750,邪,開,三,,麻,上,徐野
1751,匣,開,二,,麻,上,胡雅
1752,心,開,三,,麻,上,悉姐
1753,莊,合,二,,麻,上,𩛠瓦
1754,明,,三,,麻,上,彌也
1755,清,開,三,,麻,上,七也
1756,曉,開,二,,麻,上,許下
1757,常,開,三,,麻,上,常者
1758,溪,開,二,,麻,上,苦下
1759,並,,二,,麻,上,傍下
1760,書,開,三,,麻,上,書冶
1761,精,開,三,,麻,上,兹野
1762,幫,,二,,麻,上,博下
1763,匣,合,二,,麻,上,胡瓦
1764,見,合,二,,麻,上,古瓦
1765,疑,合,二,,麻,上,五寡
1766,日,開,三,,麻,上,人者
1767,莊,開,二,,麻,上,側下
1768,知,開,二,,麻,上,都賈
1769,崇,開,二,,麻,上,士下
1770,昌,開,三,,麻,上,昌者
1771,孃,開,二,,麻,上,奴下
1772,溪,合,二,,麻,上,苦瓦
1773,初,合,二,,麻,上,叉瓦
1774,徹,合,二,,麻,上,丑寡
1775,生,合,二,,麻,上,沙瓦
1776,徹,開,二,,麻,上,丑下
1777,來,開,二,,麻,上,盧下
1778,以,開,三,,陽,上,餘兩
1779,邪,開,三,,陽,上,徐兩
1780,精,開,三,,陽,上,即兩
1781,來,開,三,,陽,上,良㢡
1782,影,開,三,,陽,上,於兩
1783,羣,開,三,,陽,上,其兩
1784,疑,開,三,,陽,上,魚兩
1785,初,開,三,,陽,上,初兩
1786,心,開,三,,陽,上,息兩
1787,章,開,三,,陽,上,諸兩
1788,生,開,三,,陽,上,疎兩
1789,曉,開,三,,陽,上,許兩
1790,昌,開,三,,陽,上,昌兩
1791,見,開,三,,陽,上,居兩
1792,澄,開,三,,陽,上,直兩
1793,徹,開,三,,陽,上,丑兩
1794,見,合,三,,陽,上,居往
1795,日,開,三,,陽,上,如兩
1796,書,開,三,,陽,上,書兩
1797,滂,,三,,陽,上,妃兩
1798,明,,三,,陽,上,文兩
1799,幫,,三,,陽,上,分网
1800,影,合,三,,陽,上,紆往
1801,云,合,三,,陽,上,于兩
1802,曉,合,三,,陽,上,許昉
1803,清,開,三,,陽,上,七兩
1804,知,開,三,,陽,上,知丈
1805,常,開,三,,陽,上,時掌
1806,羣,合,三,,陽,上,求往
1807,並,,三,,陽,上,毗養
1808,定,開,一,,唐,上,徒朗
1809,心,開,一,,唐,上,蘇朗
1810,見,合,一,,唐,上,古晃
1811,幫,,一,,唐,上,北朗
1812,精,開,一,,唐,上,子朗
1813,泥,開,一,,唐,上,奴朗
1814,匣,開,一,,唐,上,胡朗
1815,透,開,一,,唐,上,他朗
1816,明,,一,,唐,上,模朗
1817,端,開,一,,唐,上,多朗
1818,來,開,一,,唐,上,盧黨
1819,影,開,一,,唐,上,烏朗
1820,溪,開,一,,唐,上,苦朗
1821,影,合,一,,唐,上,烏晃
1822,匣,合,一,,唐,上,胡廣
1823,滂,,一,,唐,上,匹朗
1824,曉,合,一,,唐,上,呼晃
1825,見,開,一,,唐,上,各朗
1826,疑,開,一,,唐,上,五朗
1827,從,開,一,,唐,上,徂朗
1828,清,開,一,,唐,上,麁朗
1829,曉,開,一,,唐,上,呼朗
1830,溪,合,一,,唐,上,丘晃
1831,見,開,二,,庚,上,古杏
1832,幫,,三,,庚,上,兵永
1833,見,開,三,,庚,上,居影
1834,影,開,三,,庚,上,於丙
1835,生,開,三,,庚,上,所景
1836,云,合,三,,庚,上,于憬
1837,曉,合,三,,庚,上,許永
1838,明,,三,,庚,上,武永
1839,見,合,三,,庚,上,俱永
1840,匣,開,二,,庚,上,何梗
1841,明,,二,,庚,上,莫杏
1842,見,合,二,,庚,上,古猛
1843,幫,,二,,庚,上,布梗
1844,知,開,二,,庚,上,張梗
1845,澄,開,二,,庚,上,徒杏
1846,影,合,二,,庚,上,烏猛
1847,來,開,二,,庚,上,魯打
1848,匣,合,二,,庚,上,乎䁝
1849,並,,二,,庚,上,蒲猛
1850,溪,合,二,,庚,上,苦礦
1851,孃,開,二,,庚,上,拏梗
1852,見,開,二,,耕,上,古幸
1853,明,,二,,耕,上,武幸
1854,匣,開,二,,耕,上,胡耿
1855,並,,二,,耕,上,蒲幸
1856,滂,,二,,耕,上,普幸
1857,從,開,三,,清,上,疾郢
1858,章,開,三,,清,上,之郢
1859,徹,開,三,,清,上,丑郢
1860,以,開,三,A,清,上,以整
1861,羣,開,三,A,清,上,巨郢
1862,以,合,三,A,清,上,餘頃
1863,來,開,三,,清,上,良郢
1864,見,開,三,A,清,上,居郢
1865,幫,,三,A,清,上,必郢
1866,溪,合,三,A,清,上,去潁
1867,精,開,三,,清,上,子郢
1868,影,開,三,A,清,上,於郢
1869,清,開,三,,清,上,七靜
1870,心,開,三,,清,上,息井
1871,明,,三,A,清,上,亡井
1872,澄,開,三,,清,上,丈井
1873,匣,合,四,,青,上,戶頂
1874,見,合,四,,青,上,古迥
1875,明,,四,,青,上,莫迥
1876,端,開,四,,青,上,都挺
1877,定,開,四,,青,上,徒鼎
1878,透,開,四,,青,上,他鼎
1879,從,開,四,,青,上,徂醒
1880,影,合,四,,青,上,烏迥
1881,溪,開,四,,青,上,去挺
1882,泥,開,四,,青,上,乃挺
1883,匣,開,四,,青,上,胡頂
1884,心,開,四,,青,上,蘇挺
1885,幫,,四,,青,上,補鼎
1886,溪,合,四,,青,上,口迥
1887,見,開,四,,青,上,古挺
1888,滂,,四,,青,上,匹迥
1889,影,開,四,,青,上,烟涬
1890,來,開,四,,青,上,力鼎
1891,並,,四,,青,上,蒲迥
1892,曉,合,四,,青,上,火迥
1893,疑,開,四,,青,上,五剄
1894,章,開,三,,蒸,上,
1895,徹,開,三,,蒸,上,丑拯
1896,羣,開,三,,蒸,上,其拯
1897,生,開,三,,蒸,上,色庱
1898,端,開,一,,登,上,多肯
1899,滂,,一,,登,上,普等
1900,溪,開,一,,登,上,苦等
1901,泥,開,一,,登,上,奴等
1902,云,開,三,,尤,上,云久
1903,來,開,三,,尤,上,力久
1904,孃,開,三,,尤,上,女久
1905,徹,開,三,,尤,上,敕久
1906,知,開,三,,尤,上,陟柳
1907,曉,開,三,,尤,上,許久
1908,見,開,三,,尤,上,舉有
1909,書,開,三,,尤,上,書九
1910,昌,開,三,,尤,上,昌九
1911,從,開,三,,尤,上,在九
1912,並,,三,,尤,上,房久
1913,幫,,三,,尤,上,方久
1914,溪,開,三,,尤,上,去久
1915,日,開,三,,尤,上,人九
1916,羣,開,三,,尤,上,其九
1917,澄,開,三,,尤,上,除柳
1918,以,開,三,,尤,上,與久
1919,常,開,三,,尤,上,殖酉
1920,心,開,三,,尤,上,息有
1921,影,開,三,,尤,上,於柳
1922,精,開,三,,尤,上,子酉
1923,生,開,三,,尤,上,疎有
1924,章,開,三,,尤,上,之九
1925,滂,,三,,尤,上,芳否
1926,莊,開,三,,尤,上,側九
1927,崇,開,三,,尤,上,士九
1928,初,開,三,,尤,上,初九
1929,匣,開,一,,侯,上,胡口
1930,明,,一,,侯,上,莫厚
1931,並,,一,,侯,上,蒲口
1932,端,開,一,,侯,上,當口
1933,透,開,一,,侯,上,天口
1934,見,開,一,,侯,上,古厚
1935,疑,開,一,,侯,上,五口
1936,幫,,一,,侯,上,方垢
1937,泥,開,一,,侯,上,乃后
1938,心,開,一,,侯,上,蘇后
1939,曉,開,一,,侯,上,呼后
1940,滂,,一,,侯,上,普后
1941,影,開,一,,侯,上,烏后
1942,來,開,一,,侯,上,郎斗
1943,精,開,一,,侯,上,子苟
1944,溪,開,一,,侯,上,苦后
1945,定,開,一,,侯,上,徒口
1946,從,開,一,,侯,上,仕垢
1947,清,開,一,,侯,上,倉苟
1948,影,開,三,,幽,上,於糾
1949,見,開,三,,幽,上,居黝
1950,羣,開,三,,幽,上,渠黝
1951,清,開,三,,侵,上,七稔
1952,澄,開,三,,侵,上,直稔
1953,溪,開,三,B,侵,上,丘甚
1954,來,開,三,,侵,上,力稔
1955,心,開,三,,侵,上,斯甚
1956,徹,開,三,,侵,上,丑甚
1957,精,開,三,,侵,上,子朕
1958,日,開,三,,侵,上,如甚
1959,章,開,三,,侵,上,章荏
1960,書,開,三,,侵,上,式荏
1961,船,開,三,,侵,上,食荏
1962,常,開,三,,侵,上,常枕
1963,昌,開,三,,侵,上,昌枕
1964,初,開,三,,侵,上,初朕
1965,孃,開,三,,侵,上,尼凜
1966,羣,開,三,B,侵,上,渠飲
1967,見,開,三,B,侵,上,居飲
1968,從,開,三,,侵,上,慈荏
1969,疑,開,三,B,侵,上,牛錦
1970,生,開,三,,侵,上,疎錦
1971,幫,,三,B,侵,上,筆錦
1972,影,開,三,B,侵,上,於錦
1973,滂,,三,B,侵,上,丕飲
1974,曉,開,三,B,侵,上,許錦
1975,知,開,三,,侵,上,張甚
1976,以,開,三,A,侵,上,以荏
1977,崇,開,三,,侵,上,士㾕
1978,見,開,一,,覃,上,古禫
1979,定,開,一,,覃,上,徒感
1980,影,開,一,,覃,上,烏感
1981,泥,開,一,,覃,上,奴感
1982,透,開,一,,覃,上,他感
1983,從,開,一,,覃,上,徂感
1984,清,開,一,,覃,上,七感
1985,疑,開,一,,覃,上,五感
1986,精,開,一,,覃,上,子感
1987,心,開,一,,覃,上,桑感
1988,溪,開,一,,覃,上,苦感
1989,匣,開,一,,覃,上,胡感
1990,來,開,一,,覃,上,盧感
1991,端,開,一,,覃,上,都感
1992,曉,開,一,,覃,上,呼唵
1993,見,開,一,,談,上,古覽
1994,書,開,三,,談,上,賞敢
1995,來,開,一,,談,上,盧敢
1996,透,開,一,,談,上,吐敢
1997,端,開,一,,談,上,都敢
1998,定,開,一,,談,上,徒敢
1999,清,開,一,,談,上,倉敢
2000,明,,一,,談,上,謨敢
2001,精,開,一,,談,上,子敢
2002,從,開,一,,談,上,才敢
2003,曉,開,一,,談,上,呼覽
2004,影,開,一,,談,上,烏敢
2005,溪,開,一,,談,上,口敢
2006,以,開,三,A,鹽,上,以冉
2007,來,開,三,,鹽,上,良冉
2008,曉,開,三,B,鹽,上,虛檢
2009,幫,,三,B,鹽,上,方斂
2010,章,開,三,,鹽,上,占琰
2011,溪,開,三,B,鹽,上,丘檢
2012,疑,開,三,B,鹽,上,魚檢
2013,羣,開,三,B,鹽,上,巨險
2014,見,開,三,B,鹽,上,居奄
2015,影,開,三,A,鹽,上,於琰
2016,日,開,三,,鹽,上,而琰
2017,書,開,三,,鹽,上,失冉
2018,徹,開,三,,鹽,上,丑琰
2019,影,開,三,B,鹽,上,衣儉
2020,從,開,三,,鹽,上,慈染
2021,清,開,三,,鹽,上,七漸
2022,精,開,三,,鹽,上,子冉
2023,溪,開,三,A,鹽,上,謙琰
2024,常,開,三,,鹽,上,時染
2025,透,開,四,,添,上,他玷
2026,泥,開,四,,添,上,乃玷
2027,端,開,四,,添,上,多忝
2028,定,開,四,,添,上,徒玷
2029,溪,開,四,,添,上,苦簟
2030,來,開,四,,添,上,力忝
2031,匣,開,四,,添,上,胡忝
2032,清,開,四,,添,上,青忝
2033,見,開,四,,添,上,兼玷
2034,明,,四,,添,上,明忝
2035,疑,開,三,,嚴,上,魚埯
2036,溪,開,三,,嚴,上,丘广
2037,影,開,三,,嚴,上,於广
2038,匣,開,二,,咸,上,下斬
2039,澄,開,二,,咸,上,徒減
2040,溪,開,二,,咸,上,苦減
2041,見,開,二,,咸,上,古斬
2042,崇,開,二,,咸,上,士減
2043,來,開,二,,咸,上,力減
2044,莊,開,二,,咸,上,側減
2045,初,開,二,,咸,上,初減
2046,曉,開,二,,咸,上,火斬
2047,生,開,二,,咸,上,所斬
2048,影,開,二,,咸,上,乙減
2049,孃,開,二,,咸,上,女減
2050,徹,開,二,,咸,上,丑減
2051,匣,開,二,,銜,上,胡黤
2052,溪,開,二,,銜,上,丘檻
2053,生,開,二,,銜,上,山檻
2054,影,開,二,,銜,上,於檻
2055,初,開,二,,銜,上,初檻
2056,曉,開,二,,銜,上,荒檻
2057,崇,開,二,,銜,上,仕檻
2058,並,,三,,凡,上,防錽
2059,明,,三,,凡,上,亡范
2060,幫,,三,,凡,上,府犯
2061,滂,,三,,凡,上,峯犯
2062,徹,開,三,,嚴,上,丑犯
2063,心,開,一,,東,去,蘇弄
2064,並,,三,,東,去,馮貢
2065,見,開,一,,東,去,古送
2066,來,開,一,,東,去,盧貢
2067,端,開,一,,東,去,多貢
2068,溪,開,一,,東,去,苦貢
2069,精,開,一,,東,去,作弄
2070,影,開,一,,東,去,烏貢
2071,清,開,一,,東,去,千弄
2072,定,開,一,,東,去,徒弄
2073,透,開,一,,東,去,他貢
2074,澄,開,三,,東,去,直眾
2075,幫,,三,,東,去,方鳳
2076,溪,開,三,,東,去,去仲
2077,明,,三,,東,去,莫鳳
2078,曉,開,三,,東,去,香仲
2079,明,,一,,東,去,莫弄
2080,清,開,三,,東,去,千仲
2081,滂,,三,,東,去,撫鳳
2082,從,開,一,,東,去,徂送
2083,知,開,三,,東,去,陟仲
2084,匣,開,一,,東,去,胡貢
2085,泥,開,一,,東,去,奴凍
2086,章,開,三,,東,去,之仲
2087,昌,開,三,,東,去,充仲
2088,崇,開,三,,東,去,仕仲
2089,曉,開,一,,東,去,呼貢
2090,心,合,一,,冬,去,蘇統
2091,精,合,一,,冬,去,子宋
2092,透,合,一,,冬,去,他綜
2093,明,,一,,冬,去,莫綜
2094,匣,合,一,,冬,去,乎宋
2095,以,開,三,,鍾,去,余頌
2096,邪,開,三,,鍾,去,似用
2097,並,,三,,鍾,去,扶用
2098,羣,開,三,,鍾,去,渠用
2099,幫,,三,,鍾,去,方用
2100,見,開,三,,鍾,去,居用
2101,影,開,三,,鍾,去,於用
2102,知,開,三,,鍾,去,竹用
2103,精,開,三,,鍾,去,子用
2104,徹,開,三,,鍾,去,丑用
2105,日,開,三,,鍾,去,而用
2106,章,開,三,,鍾,去,之用
2107,澄,開,三,,鍾,去,柱用
2108,來,開,三,,鍾,去,良用
2109,溪,開,三,,鍾,去,區用
2110,從,開,三,,鍾,去,疾用
2111,孃,開,三,,鍾,去,穠用
2112,見,開,二,,江,去,古巷
2113,匣,開,二,,江,去,胡絳
2114,知,開,二,,江,去,陟降
2115,澄,開,二,,江,去,直絳
2116,徹,開,二,,江,去,丑絳
2117,崇,開,二,,江,去,士絳
2118,滂,,二,,江,去,匹絳
2119,初,開,二,,江,去,楚絳
2120,生,開,二,,江,去,色絳
2121,章,開,三,,支,去,支義
2122,並,,三,A,支,去,毗義
2123,章,合,三,,支,去,之睡
2124,來,開,三,,支,去,力智
2125,常,開,三,,支,去,是義
2126,精,開,三,,支,去,子智
2127,心,開,三,,支,去,斯義
2128,云,合,三,B,支,去,于僞
2129,見,合,三,B,支,去,詭僞
2130,滂,,三,B,支,去,披義
2131,幫,,三,B,支,去,彼義
2132,並,,三,B,支,去,平義
2133,來,合,三,,支,去,良僞
2134,見,開,三,B,支,去,居義
2135,幫,,三,A,支,去,卑義
2136,羣,開,三,B,支,去,奇寄
2137,清,開,三,,支,去,七賜
2138,以,開,三,A,支,去,以豉
2139,疑,開,三,B,支,去,宜寄
2140,滂,,三,A,支,去,匹賜
2141,從,開,三,,支,去,疾智
2142,知,開,三,,支,去,知義
2143,影,開,三,B,支,去,於義
2144,澄,合,三,,支,去,馳僞
2145,昌,合,三,,支,去,尺僞
2146,曉,開,三,B,支,去,香義
2147,溪,開,三,A,支,去,去智
2148,影,開,三,A,支,去,於賜
2149,書,開,三,,支,去,施智
2150,生,開,三,,支,去,所寄
2151,溪,合,三,A,支,去,窺瑞
2152,影,合,三,B,支,去,於僞
2153,疑,合,三,B,支,去,危睡
2154,曉,合,三,B,支,去,況僞
2155,影,合,三,A,支,去,於避
2156,常,合,三,,支,去,是僞
2157,見,開,三,A,支,去,居企
2158,日,合,三,,支,去,而瑞
2159,昌,開,三,,支,去,充豉
2160,心,合,三,,支,去,思累
2161,知,合,三,,支,去,竹恚
2162,以,合,三,A,支,去,以睡
2163,孃,合,三,,支,去,女恚
2164,見,合,三,A,支,去,規恚
2165,莊,開,三,,支,去,爭義
2166,曉,合,三,A,支,去,呼恚
2167,溪,開,三,B,支,去,卿義
2168,章,開,三,,脂,去,脂利
2169,云,合,三,B,脂,去,于愧
2170,明,,三,B,脂,去,明祕
2171,邪,合,三,,脂,去,徐醉
2172,精,合,三,,脂,去,將遂
2173,心,合,三,,脂,去,雖遂
2174,來,合,三,,脂,去,力遂
2175,幫,,三,B,脂,去,兵媚
2176,羣,合,三,B,脂,去,求位
2177,滂,,三,B,脂,去,匹備
2178,並,,三,B,脂,去,平祕
2179,見,合,三,B,脂,去,俱位
2180,生,合,三,,脂,去,所類
2181,溪,合,三,B,脂,去,丘愧
2182,曉,合,三,B,脂,去,許位
2183,常,開,三,,脂,去,常利
2184,來,開,三,,脂,去,力至
2185,孃,開,三,,脂,去,女利
2186,滂,,三,A,脂,去,匹寐
2187,疑,開,三,B,脂,去,魚器
2188,知,開,三,,脂,去,陟利
2189,溪,開,三,A,脂,去,詰利
2190,澄,開,三,,脂,去,直利
2191,明,,三,A,脂,去,彌二
2192,徹,開,三,,脂,去,丑利
2193,見,開,三,B,脂,去,几利
2194,羣,開,三,B,脂,去,具冀
2195,羣,合,三,A,脂,去,其季
2196,清,合,三,,脂,去,七醉
2197,日,開,三,,脂,去,而至
2198,精,開,三,,脂,去,資四
2199,清,開,三,,脂,去,七四
2200,影,開,三,B,脂,去,乙冀
2201,心,開,三,,脂,去,息利
2202,溪,開,三,B,脂,去,去冀
2203,見,合,三,A,脂,去,居悸
2204,並,,三,A,脂,去,毗至
2205,曉,合,三,A,脂,去,香季
2206,幫,,三,A,脂,去,必至
2207,從,合,三,,脂,去,秦醉
2208,定,開,三,,脂,去,徒四
2209,曉,開,三,B,脂,去,虛器
2210,以,開,三,A,脂,去,羊至
2211,船,開,三,,脂,去,神至
2212,從,開,三,,脂,去,疾二
2213,澄,合,三,,脂,去,直類
2214,昌,合,三,,脂,去,尺類
