小韻號,鈴木ID,鈴木小韻號,頁號,行號,字號,韻目原貌,首字,反切,地位,切韻拼音,小韻內字序,字頭,釋義
625,13911,20409,12,7,11,宵,饒,如招反,日開三宵平,njiew,5,蟯,人腹中短虫。又伊消反。
625,13912,20409,12,8,1,宵,饒,如招反,日開三宵平,njiew,6,蕘,芻〻〈蕘〉。
626,13914,20410,12,8,2,宵,燒,式招反,書開三宵平,sjiew,1,燒,式招反。火然。二。
626,13915,20410,12,8,3,宵,燒,式招反,書開三宵平,sjiew,2,𤫺,𤓰。
627,13935,20411,12,8,4,宵,遙,余招反,以開三宵平,jiew,1,遥,余招反。逺。卄八。
627,13936,20411,12,8,5,宵,遙,余招反,以開三宵平,jiew,2,媱,美好。
627,13937,20411,12,8,6,宵,遙,余招反,以開三宵平,jiew,3,傜,役。亦作繇，由。或⿰⺅看。
627,13938,20411,12,8,7,宵,遙,余招反,以開三宵平,jiew,4,颻,飄〻〈颻〉。
627,13939,20411,12,8,8,宵,遙,余招反,以開三宵平,jiew,5,𣣳,氣出皃。
627,13940,20411,12,8,9,宵,遙,余招反,以開三宵平,jiew,6,窯,燒瓦竈。
627,13941,20411,12,8,10,宵,遙,余招反,以開三宵平,jiew,7,䔄,蒱葉，草名。
627,13942,20411,12,8,11,宵,遙,余招反,以開三宵平,jiew,8,𦾺,〻〈𦾺〉茂，萇楚。
627,13943,20411,12,9,1,宵,遙,余招反,以開三宵平,jiew,9,珧,玉珧，蜃甲。
627,13944,20411,12,9,2,宵,遙,余招反,以開三宵平,jiew,10,鰩,鳥翼能飛，夜東海過南海。
627,13945,20411,12,9,3,宵,遙,余招反,以開三宵平,jiew,11,銚,燒器。又徒弔反。
627,13946,20411,12,9,4,宵,遙,余招反,以開三宵平,jiew,12,姚,〻〈姚〉娧，美好皃。又人姓。
627,13947,20411,12,9,5,宵,遙,余招反,以開三宵平,jiew,13,揺,動。
627,13948,20411,12,9,6,宵,遙,余招反,以開三宵平,jiew,14,瑶,美石，次玉。
627,13949,20411,12,9,7,宵,遙,余招反,以開三宵平,jiew,15,謡,〻〈謡〉歌。
627,13950,20411,12,9,8,宵,遙,余招反,以開三宵平,jiew,16,軺,〻〈軺〉，車名。又以焦反。
627,13951,20411,12,9,9,宵,遙,余招反,以開三宵平,jiew,17,𢝾,憂。
627,13952,20411,12,9,10,宵,遙,余招反,以開三宵平,jiew,18,恌,情理。
627,13953,20411,12,9,11,宵,遙,余招反,以開三宵平,jiew,19,䠛,跳。
627,13954,20411,12,9,12,宵,遙,余招反,以開三宵平,jiew,20,𨙂,相隨行。又翼州反。
627,13955,20411,12,10,1,宵,遙,余招反,以開三宵平,jiew,21,蘨,茂。亦作⿱艹⿹勹䍃。
627,13956,20411,12,10,2,宵,遙,余招反,以開三宵平,jiew,22,㫍,旗〻〈㫍〉。
627,13957,20411,12,10,3,宵,遙,余招反,以開三宵平,jiew,23,𢑄,弓利。
627,13958,20411,12,10,4,宵,遙,余招反,以開三宵平,jiew,24,嗂,樂【〻】。
627,13959,20411,12,10,5,宵,遙,余招反,以開三宵平,jiew,25,榣,木名。
627,13960,20411,12,10,6,宵,遙,余招反,以開三宵平,jiew,26,烑,光【〻】。
627,13961,20411,12,10,7,宵,遙,余招反,以開三宵平,jiew,27,褕,〻〈褕〉翟。
627,13962,20411,12,10,8,宵,遙,余招反,以開三宵平,jiew,28,𤻂,座。
628,13965,20412,12,10,9,宵,韶,市招反,常開三宵平,djiew,1,韶,市招反。舜樂，一曰美。□。
628,13966,20412,12,10,10,宵,韶,市招反,常開三宵平,djiew,2,佋,庿佋𥠇。或作昭。又市沼反。
628,13967,20412,12,10,11,宵,韶,市招反,常開三宵平,djiew,3,柖,牀【〻】。
628,13968,20412,12,10,12,宵,韶,市招反,常開三宵平,djiew,4,𠧙,卜問。
628,13969,20412,12,11,1,宵,韶,市招反,常開三宵平,djiew,5,⿰帚己,擊【〻】。
628,13970,20412,12,11,2,宵,韶,市招反,常開三宵平,djiew,6,邵,髙。又時耀反。
628,13971,20412,12,11,3,宵,韶,市招反,常開三宵平,djiew,7,軺,使車。
629,13977,20413,12,11,4,宵,昭,止遙反,章開三宵平,tjiew,1,昭,止遥反。明。七。
629,13978,20413,12,11,5,宵,昭,止遙反,章開三宵平,tjiew,2,鵃,鶻鵃，鳥名，似斑鳩。
629,13979,20413,12,11,6,宵,昭,止遙反,章開三宵平,tjiew,3,鉊,淮南人呼鎌。
629,13980,20413,12,11,7,宵,昭,止遙反,章開三宵平,tjiew,4,招,呼【〻】。
629,13981,20413,12,11,8,宵,昭,止遙反,章開三宵平,tjiew,5,⿱予皿,器。
629,13982,20413,12,11,9,宵,昭,止遙反,章開三宵平,tjiew,6,弨,施【〻】。
629,13983,20413,12,11,10,宵,昭,止遙反,章開三宵平,tjiew,7,釗,周康王名。
630,13991,20414,12,11,11,宵,飈,甫遙反,幫三A宵平,piew,1,飈,甫遥反。風。十一。
630,13992,20414,12,11,12,宵,飈,甫遙反,幫三A宵平,piew,2,摽,舉。或作𢿖。又扶小反。
630,13993,20414,12,12,1,宵,飈,甫遙反,幫三A宵平,piew,3,猋,群犬走。
630,13994,20414,12,12,2,宵,飈,甫遙反,幫三A宵平,piew,4,杓,北斗柄星。又撫昭反。
630,13995,20414,12,12,3,宵,飈,甫遙反,幫三A宵平,piew,5,瘭,〻〈瘭〉疽，病名。
630,13996,20414,12,12,4,宵,飈,甫遙反,幫三A宵平,piew,6,幖,頭上𢡠。
630,13997,20414,12,12,5,宵,飈,甫遙反,幫三A宵平,piew,7,熛,飛火。
630,13998,20414,12,12,6,宵,飈,甫遙反,幫三A宵平,piew,8,髟,長髮。又所銜反。
630,13999,20414,12,12,7,宵,飈,甫遙反,幫三A宵平,piew,9,標,木。又扶小、扶表二反。
630,14000,20414,12,12,8,宵,飈,甫遙反,幫三A宵平,piew,10,贆,貝，居陸。
630,14001,20414,12,12,9,宵,飈,甫遙反,幫三A宵平,piew,11,𣄠,旌旗飛皃。
631,14007,20415,12,12,10,宵,鑣,甫喬反,幫三B宵平,pyew,1,鑣,甫𠳮反。馬銜。四。
631,14008,20415,12,12,11,宵,鑣,甫喬反,幫三B宵平,pyew,2,儦,行皃。
631,14009,20415,12,13,1,宵,鑣,甫喬反,幫三B宵平,pyew,3,瀌,雪皃。
631,14010,20415,12,13,2,宵,鑣,甫喬反,幫三B宵平,pyew,4,穮,除田薉。
632,14016,20416,12,13,3,宵,瓢,符遙反,並三A宵平,biew,1,瓢,符遥反。瓢瓠。四。
632,14017,20416,12,13,4,宵,瓢,符遙反,並三A宵平,biew,2,飄,風。亦作⿺風㐌。
632,14018,20416,12,13,5,宵,瓢,符遙反,並三A宵平,biew,3,䕯,萍。
632,14019,20416,12,13,6,宵,瓢,符遙反,並三A宵平,biew,4,𣠔,槖。又公混反。
633,14027,20417,12,13,7,宵,蜱,無遙反,明三A宵平,miew,1,蜱,無遥反。小虫名。
633,14028,20417,12,13,8,宵,蜱,無遙反,明三A宵平,miew,2,䖢,蠶初生。
633,14029,20417,12,13,9,宵,蜱,無遙反,明三A宵平,miew,3,薸,江東呼萍。
633,14030,20417,12,13,10,宵,蜱,無遙反,明三A宵平,miew,4,篻,竹名。
633,14031,20417,12,13,11,宵,蜱,無遙反,明三A宵平,miew,5,𪃦,工雀。
634,14039,20418,12,13,12,宵,苗,武儦反,明三B宵平,myew,1,苗,武儦反。𠦄荋。二。
634,14040,20418,12,14,1,宵,苗,武儦反,明三B宵平,myew,2,貓,獸名，食鼠。又莫交反。
635,14051,20419,12,14,2,宵,腰,於宵反,影開三A宵平,qiew,1,腰,於宵反。脊。十。
635,14052,20419,12,14,3,宵,腰,於宵反,影開三A宵平,qiew,2,要,勒。又於𥬇反：約。
635,14053,20419,12,14,4,宵,腰,於宵反,影開三A宵平,qiew,3,葽,秀葽，草名。
635,14054,20419,12,14,4.1,宵,腰,於宵反,影開三A宵平,qiew,3.1,［喓］,［］
635,14055,20419,12,14,5,宵,腰,於宵反,影開三A宵平,qiew,4,𧍔,蛇名。
635,14056,20419,12,14,6,宵,腰,於宵反,影開三A宵平,qiew,5,䙅,〻〈䙅〉襻。
635,14057,20419,12,14,7,宵,腰,於宵反,影開三A宵平,qiew,6,紗,小意急戾。
635,14058,20419,12,14,8,宵,腰,於宵反,影開三A宵平,qiew,7,䳩,鳥，如山鷄。
635,14059,20419,12,14,9,宵,腰,於宵反,影開三A宵平,qiew,8,蟯,腹中虫。又如消反。
635,14060,20419,12,14,10,宵,腰,於宵反,影開三A宵平,qiew,9,邀,遮。又古堯反。
636,14071,20420,12,14,11,宵,鴞,于驕反,云開三B宵平,yew,1,鴞,于驕反。二。鶻。
636,14072,20420,12,15,1,宵,鴞,于驕反,云開三B宵平,yew,2,𨚙,郷名，在育陽。
637,14082,20421,12,15,2,宵,喬,奇驕反,羣開三B宵平,gyew,1,喬,竒驕反。木髙。通俗作𠳮。十一。
637,14083,20421,12,15,3,宵,喬,奇驕反,羣開三B宵平,gyew,2,橋,鿄〻〈橋〉。
637,14084,20421,12,15,4,宵,喬,奇驕反,羣開三B宵平,gyew,3,趫,［］
637,14085,20421,12,15,4.1,宵,喬,奇驕反,羣開三B宵平,gyew,3.1,［僑］,𭔃。
637,14086,20421,12,15,5,宵,喬,奇驕反,羣開三B宵平,gyew,4,鐈,似鼎，長足。
637,14087,20421,12,15,6,宵,喬,奇驕反,羣開三B宵平,gyew,5,嶠,山𨦣而髙。又其庿反。
637,14088,20421,12,15,7,宵,喬,奇驕反,羣開三B宵平,gyew,6,鷮,雉。又舉喬反。
637,14089,20421,12,15,8,宵,喬,奇驕反,羣開三B宵平,gyew,7,㝯,客〻〈㝯〉。
637,14090,20421,12,15,9,宵,喬,奇驕反,羣開三B宵平,gyew,8,毊,大磬。
637,14091,20421,12,15,10,宵,喬,奇驕反,羣開三B宵平,gyew,9,轎,𨋖。又竒召反。
637,14092,20421,12,15,11,宵,喬,奇驕反,羣開三B宵平,gyew,10,䀉,盂。
638,14106,20422,12,16,1,宵,鍫,七遙反,清開三宵平,tshiew,1,鍫,七遥反。鐰。亦作鐰。四。
638,14107,20422,12,16,2,宵,鍫,七遙反,清開三宵平,tshiew,2,幓,斂髮謂之幓頭。亦㡑。
638,14108,20422,12,16,3,宵,鍫,七遙反,清開三宵平,tshiew,3,𣟼,麻，苦雨生壊。
638,14109,20422,12,16,4,宵,鍫,七遙反,清開三宵平,tshiew,4,篍,吹䇶。又且周反。
639,14113,20423,12,16,5,宵,妖,於喬反,影開三B宵平,qyew,1,妖,於𠳮反。誂詐。四。
639,14114,20423,12,16,6,宵,妖,於喬反,影開三B宵平,qyew,2,祅,〻〈祅〉。亦作𧨶。
639,14115,20423,12,16,7,宵,妖,於喬反,影開三B宵平,qyew,3,𣓎,盛皃。亦夭。
639,14116,20423,12,16,8,宵,妖,於喬反,影開三B宵平,qyew,4,𡝩,巧。
640,14125,20424,12,16,9,宵,蹻,去遙反,溪開三A宵平,khiew,1,蹻,去遥反。又其略反。六。
640,14126,20424,12,16,10,宵,蹻,去遙反,溪開三A宵平,khiew,2,繑,禹所乗。又𦂶遥反。
640,14127,20424,12,17,1,宵,蹻,去遙反,溪開三A宵平,khiew,3,䫞,額大。
640,14128,20424,12,17,2,宵,蹻,去遙反,溪開三A宵平,khiew,4,趬,起〻〈趬〉。
640,14129,20424,12,17,3,宵,蹻,去遙反,溪開三A宵平,khiew,5,㚠,肥大。
640,14130,20424,12,17,4,宵,蹻,去遙反,溪開三A宵平,khiew,6,趫,善走。
641,14145,20425,12,17,5,宵,𢁾〈怊〉,尺招反,昌開三宵平,tjhiew,1,𢁾,尺招反。又𠡠朝反：𢁾帳。二。
641,14146,20425,12,17,6,宵,𢁾〈怊〉,尺招反,昌開三宵平,tjhiew,2,弨,彤弓弨兮。
642,14157,20426,12,17,7,宵,漂,撫遙反,滂三A宵平,phiew,1,漂,撫遥反。浮。十七。
642,14158,20426,12,17,8,宵,漂,撫遙反,滂三A宵平,phiew,2,杓,北斗。
642,14159,20426,12,17,9,宵,漂,撫遙反,滂三A宵平,phiew,3,𩙒,〻〈𩙒〉𩙂，風吹皃。
642,14160,20426,12,17,10,宵,漂,撫遙反,滂三A宵平,phiew,4,嫖,身輕便。
642,14161,20426,12,17,11,宵,漂,撫遙反,滂三A宵平,phiew,5,旚,旌旗動。
642,14162,20426,12,17,12,宵,漂,撫遙反,滂三A宵平,phiew,6,犥,牛色。
642,14163,20426,12,18,1,宵,漂,撫遙反,滂三A宵平,phiew,7,鏢,刀劒韒下飾。
642,14164,20426,12,18,2,宵,漂,撫遙反,滂三A宵平,phiew,8,僄,輕。
642,14165,20426,12,18,3,宵,漂,撫遙反,滂三A宵平,phiew,9,翲,鳥飛。
642,14166,20426,12,18,4,宵,漂,撫遙反,滂三A宵平,phiew,10,飃,〻〈飃〉䬙。
642,14167,20426,12,18,5,宵,漂,撫遙反,滂三A宵平,phiew,11,瞟,〻〈瞟〉睽，明視。
642,14168,20426,12,18,6,宵,漂,撫遙反,滂三A宵平,phiew,12,螵,蛸〻〈螵〉。
642,14169,20426,12,18,7,宵,漂,撫遙反,滂三A宵平,phiew,13,嘌,疾。
642,14170,20426,12,18,8,宵,漂,撫遙反,滂三A宵平,phiew,14,慓,急。
642,14171,20426,12,18,9,宵,漂,撫遙反,滂三A宵平,phiew,15,𨄏,輕行。亦作𧽤。
642,14172,20426,12,18,10,宵,漂,撫遙反,滂三A宵平,phiew,16,𦠎,〻〈𦠎〉𦟞。
642,14173,20426,12,18,11,宵,漂,撫遙反,滂三A宵平,phiew,17,票,火烈。
643,14176,20427,12,18,12,宵,翹,去〈渠〉遙反,羣開三A宵平,giew,1,翹,去遥反。鳥尾。五。
643,14177,20427,12,18,13,宵,翹,去〈渠〉遙反,羣開三A宵平,giew,2,𦱒,草名，荆葵。
643,14178,20427,12,19,1,宵,翹,去〈渠〉遙反,羣開三A宵平,giew,3,嘺,不知。
643,14179,20427,12,19,2,宵,翹,去〈渠〉遙反,羣開三A宵平,giew,4,䎗,側飛。
643,14180,20427,12,19,3,宵,翹,去〈渠〉遙反,羣開三A宵平,giew,5,𤖻,几。
644,14187,20428,12,19,4,宵,燎,力昭反,來開三宵平,liew,1,燎,力昭反。庭火。又力耀反。二。
644,14188,20428,12,19,5,宵,燎,力昭反,來開三宵平,liew,2,髎,髖。正作⿰骨⿱羽尒。
645,14189,20429,12,19,6,宵,趫,去遙反,溪開三B宵平,khyew,1,趫,去遥反。又巨朝反。三。
645,14190,20429,12,19,7,宵,趫,去遙反,溪開三B宵平,khyew,2,撬,踏擿行。又去遥反。亦繑。又子𨦣、綿蕝二反。摘音竹革反。作鞽。
645,14191,20429,12,19,8,宵,趫,去遙反,溪開三B宵平,khyew,3,𢄹,紆。
646,14217,20501,12,20,1,肴,肴,胡茅反,匣開二肴平,ghaew,1,肴,胡茅反。乾肉。亦作餚。十五。
646,14218,20501,12,20,2,肴,肴,胡茅反,匣開二肴平,ghaew,2,崤,山名，在弘農。又下髙反。
646,14219,20501,12,20,3,肴,肴,胡茅反,匣開二肴平,ghaew,3,𦺔,茅根。
646,14220,20501,12,20,4,肴,肴,胡茅反,匣開二肴平,ghaew,4,殽,溷雜。
646,14221,20501,12,20,5,肴,肴,胡茅反,匣開二肴平,ghaew,5,洨,水名，又縣名，在沛郡。
646,14222,20501,12,20,6,肴,肴,胡茅反,匣開二肴平,ghaew,6,筊,竹索。
646,14223,20501,12,20,7,肴,肴,胡茅反,匣開二肴平,ghaew,7,姣,〻〈姣〉滛。
646,14224,20501,12,20,8,肴,肴,胡茅反,匣開二肴平,ghaew,8,猇,虎聲。
646,14225,20501,12,20,9,肴,肴,胡茅反,匣開二肴平,ghaew,9,㮁,〻〈㮁〉桃，桅子。
646,14226,20501,12,20,10,肴,肴,胡茅反,匣開二肴平,ghaew,10,爻,易卦。
646,14227,20501,12,20,11,肴,肴,胡茅反,匣開二肴平,ghaew,11,倄,痛聲。
646,14228,20501,12,20,12,肴,肴,胡茅反,匣開二肴平,ghaew,12,㤊,快。
646,14229,20501,12,21,1,肴,肴,胡茅反,匣開二肴平,ghaew,13,䋂,黄色。
646,14230,20501,12,21,2,肴,肴,胡茅反,匣開二肴平,ghaew,14,𨠦,沾。
646,14231,20501,12,21,3,肴,肴,胡茅反,匣開二肴平,ghaew,15,淆,渾。
647,14272,20502,12,21,4,肴,交,古肴反,見開二肴平,kaew,1,交,古肴反。杖過。亦作䢒，道。十四。
647,14273,20502,12,21,5,肴,交,古肴反,見開二肴平,kaew,2,蛟,〻〈蛟〉龍。
647,14274,20502,12,21,6,肴,交,古肴反,見開二肴平,kaew,3,茭,乾草。
647,14275,20502,12,21,7,肴,交,古肴反,見開二肴平,kaew,4,鵁,鶄〻〈鵁〉，鳥名。
647,14276,20502,12,21,8,肴,交,古肴反,見開二肴平,kaew,5,鮫,魚名，皮有文，可飾刀劒。
647,14277,20502,12,21,9,肴,交,古肴反,見開二肴平,kaew,6,膠,黏〻〈膠〉。
647,14278,20502,12,21,10,肴,交,古肴反,見開二肴平,kaew,7,郊,邑外。
647,14279,20502,12,21,11,肴,交,古肴反,見開二肴平,kaew,8,咬,鳥聲。
647,14280,20502,12,21,12,肴,交,古肴反,見開二肴平,kaew,9,嘐,〻〈嘐〉，鷄鳴。又古包反。
647,14281,20502,12,22,1,肴,交,古肴反,見開二肴平,kaew,10,詨,鳥鳴。又詡教反。
647,14282,20502,12,22,2,肴,交,古肴反,見開二肴平,kaew,11,筊,竹索。
647,14283,20502,12,22,3,肴,交,古肴反,見開二肴平,kaew,12,轇,〻〈轇〉轕，長逺。
647,14284,20502,12,22,4,肴,交,古肴反,見開二肴平,kaew,13,𡥉,挍胄子。
647,14285,20502,12,22,5,肴,交,古肴反,見開二肴平,kaew,14,𩎔,衰。
648,14312,20503,12,22,6,肴,巢,鋤肴反,崇開二肴平,dzraew,1,巢,鋤肴反。鳥巢。又居巢縣，在廬江。六。
648,14313,20503,12,22,7,肴,巢,鋤肴反,崇開二肴平,dzraew,2,𨏋,兵車。
648,14314,20503,12,22,8,肴,巢,鋤肴反,崇開二肴平,dzraew,3,𠢶,輕捷。又子小反。
648,14315,20503,12,22,9,肴,巢,鋤肴反,崇開二肴平,dzraew,4,𡏮,陽田，在聊域。
648,14316,20503,12,22,10,肴,巢,鋤肴反,崇開二肴平,dzraew,5,鄛,郷名，在南郡。
648,14317,20503,12,23,1,肴,巢,鋤肴反,崇開二肴平,dzraew,6,窼,鳥穴居。
649,14339,20504,12,23,2,肴,鐃,女交反,孃開二肴平,nraew,1,鐃,女交反。鐃鼓。七。
649,14340,20504,12,23,3,肴,鐃,女交反,孃開二肴平,nraew,2,呶,喧。
649,14341,20504,12,23,4,肴,鐃,女交反,孃開二肴平,nraew,3,譊,諍。
649,14342,20504,12,23,5,肴,鐃,女交反,孃開二肴平,nraew,4,怓,心亂。
649,14343,20504,12,23,6,肴,鐃,女交反,孃開二肴平,nraew,5,䴃,鳴䴃，鳥名。
649,14344,20504,12,23,7,肴,鐃,女交反,孃開二肴平,nraew,6,𡽧,鳴䴃，忤，鳥名。
649,14345,20504,12,23,8,肴,鐃,女交反,孃開二肴平,nraew,7,𤣜,犬多毛。又乃勞反。
650,14381,20505,12,23,9,肴,梢,所交反,生開二肴平,sraew,1,梢,所交反。舩上梢木。十六。
650,14382,20505,12,23,10,肴,梢,所交反,生開二肴平,sraew,2,捎,蒱捎，良馬名。又芟。
650,14383,20505,12,24,1,肴,梢,所交反,生開二肴平,sraew,3,髾,髮尾。
650,14384,20505,12,24,2,肴,梢,所交反,生開二肴平,sraew,4,輎,兵車。
650,14385,20505,12,24,3,肴,梢,所交反,生開二肴平,sraew,5,旓,旗旒。
650,14386,20505,12,24,4,肴,梢,所交反,生開二肴平,sraew,6,弰,弓〻〈弰〉。
650,14387,20505,12,24,5,肴,梢,所交反,生開二肴平,sraew,7,䈰,𩚳帚。
650,14388,20505,12,24,6,肴,梢,所交反,生開二肴平,sraew,8,筲,斗〻〈筲〉。
650,14389,20505,12,24,7,肴,梢,所交反,生開二肴平,sraew,9,鞘,鞭頭。
650,14390,20505,12,24,8,肴,梢,所交反,生開二肴平,sraew,10,蛸,蠨蛸，似喜子，小。
650,14391,20505,12,24,9,肴,梢,所交反,生開二肴平,sraew,11,鮹,魚名。
650,14392,20505,12,24,10,肴,梢,所交反,生開二肴平,sraew,12,莦,𢙣草。又胥遥反。
650,14393,20505,12,24,11,肴,梢,所交反,生開二肴平,sraew,13,𥙬,𫀅。
650,14394,20505,12,24,12,肴,梢,所交反,生開二肴平,sraew,14,娋,小〻〈娋〉，侵。
650,14395,20505,12,24,13,肴,梢,所交反,生開二肴平,sraew,15,⿱捎女,呼姉。
650,14396,20505,12,24,14,肴,梢,所交反,生開二肴平,sraew,16,䈾,木名。
651,14417,20506,12,25,1,肴,茅,莫交反,明二肴平,maew,1,茅,莫交反。草，似藺。六。
651,14418,20506,12,25,2,肴,茅,莫交反,明二肴平,maew,2,蟊,盤蟊，虫毒。
651,14419,20506,12,25,3,肴,茅,莫交反,明二肴平,maew,3,貓,獸，食鼠。又莫儦反。
651,14420,20506,12,25,4,肴,茅,莫交反,明二肴平,maew,4,犛,牛名。又力之反。
651,14421,20506,12,25,5,肴,茅,莫交反,明二肴平,maew,5,媌,好皃。又莫佼反。
651,14422,20506,12,25,6,肴,茅,莫交反,明二肴平,maew,6,鶜,鴟〻〈鶜〉。
652,14449,20507,12,25,7,肴,虓,許交反,曉開二肴平,haew,1,虓,許交反。虎聲。亦作唬。十二。
652,14450,20507,12,25,8,肴,虓,許交反,曉開二肴平,haew,2,髇,〻〈髇〉箭。
652,14451,20507,12,25,9,肴,虓,許交反,曉開二肴平,haew,3,藃,禾傷肥。
652,14452,20507,12,25,10,肴,虓,許交反,曉開二肴平,haew,4,窙,髙氣。
652,14453,20507,12,26,1,肴,虓,許交反,曉開二肴平,haew,5,嗃,〻〈嗃〉暴，恚。
652,14454,20507,12,26,2,肴,虓,許交反,曉開二肴平,haew,6,䬘,〻〈䬘〉風。
652,14455,20507,12,26,3,肴,虓,許交反,曉開二肴平,haew,7,髐,髑髏。
652,14456,20507,12,26,4,肴,虓,許交反,曉開二肴平,haew,8,涍,水名，在河南。
652,14457,20507,12,26,5,肴,虓,許交反,曉開二肴平,haew,9,灱,熇〻〈灱〉。
652,14458,20507,12,26,6,肴,虓,許交反,曉開二肴平,haew,10,庨,［］
652,14459,20507,12,26,6.1,肴,虓,許交反,曉開二肴平,haew,10.1,［哮］,〻〈庨〉闞。又呼教反。
652,14460,20507,12,26,7,肴,虓,許交反,曉開二肴平,haew,11,猇,虎聲。亦作嘑。
653,14477,20508,12,26,8,肴,包,布交反,幫二肴平,paew,1,包,布交反。裹。俗作勹。二。
653,14478,20508,12,26,9,肴,包,布交反,幫二肴平,paew,2,胞,胎衣。又正交反。
654,14498,20509,12,26,10,肴,胞,匹交反,滂二肴平,phaew,1,胞,匹交反。又布交反。八。
654,14499,20509,12,26,11,肴,胞,匹交反,滂二肴平,phaew,2,𨚔,邑名。又博毛反。
654,14500,20509,12,27,1,肴,胞,匹交反,滂二肴平,phaew,3,䍖,𠔿。
654,14501,20509,12,27,2,肴,胞,匹交反,滂二肴平,phaew,4,脬,腹中水府。
654,14502,20509,12,27,3,肴,胞,匹交反,滂二肴平,phaew,5,拋,〻〈拋〉擲。
654,14503,20509,12,27,4,肴,胞,匹交反,滂二肴平,phaew,6,泡,水上浮漚。
654,14504,20509,12,27,5,肴,胞,匹交反,滂二肴平,phaew,7,𠐋,盛〻〈𠐋〉。
654,14505,20509,12,27,6,肴,胞,匹交反,滂二肴平,phaew,8,⿱艹七,藥。
655,14531,20510,12,27,7,肴,敲,口交反,溪開二肴平,khaew,1,敲,口交反。擊。七。
655,14532,20510,12,27,8,肴,敲,口交反,溪開二肴平,khaew,2,骹,脛骨近足細䖏。亦胶。
655,14533,20510,12,27,9,肴,敲,口交反,溪開二肴平,khaew,3,𥉾,⿰月幼𥉾，面不平。⿰月幼字，於交反。
655,14534,20510,12,27,10,肴,敲,口交反,溪開二肴平,khaew,4,㤍,〻〈㤍〉㤉，伏能皃。
655,14535,20510,12,27,11,肴,敲,口交反,溪開二肴平,khaew,5,磽,石地。亦作墽。
655,14536,20510,12,28,1,肴,敲,口交反,溪開二肴平,khaew,6,頝,不媚。
655,14537,20510,12,28,2,肴,敲,口交反,溪開二肴平,khaew,7,墝,地𦘺。
656,14557,20511,12,28,3,肴,聱,五交反,疑開二肴平,ngaew,1,聱,五交反。勞反，又魚幽反。六。
656,14558,20511,12,28,4,肴,聱,五交反,疑開二肴平,ngaew,2,謷,不肖。又五勞反。
656,14559,20511,12,28,5,肴,聱,五交反,疑開二肴平,ngaew,3,摮,擊〻〈摮〉。
656,14560,20511,12,28,6,肴,聱,五交反,疑開二肴平,ngaew,4,磝,山多大石。
656,14561,20511,12,28,7,肴,聱,五交反,疑開二肴平,ngaew,5,𢿲,擊。又口彫、口的二反。
657,14569,20512,12,28,8,肴,𦗔,側交反,莊開二肴平,tsraew,1,𦗔,側交反。耳中聲。三。
