小韻號,鈴木ID,鈴木小韻號,頁號,行號,字號,韻目原貌,首字,反切,地位,切韻拼音,小韻內字序,字頭,釋義
591,13115,20232,11,18,7,仙,詮,此緣反,清合三仙平,tshwien,6,駩,白馬黒脊。
591,13116,20232,11,18,8,仙,詮,此緣反,清合三仙平,tshwien,7,荃,香草。
591,13117,20232,11,18,9,仙,詮,此緣反,清合三仙平,tshwien,8,筌,取魚竹。
591,13118,20232,11,18,10,仙,詮,此緣反,清合三仙平,tshwien,9,絟,細布。
591,13119,20232,11,18,11,仙,詮,此緣反,清合三仙平,tshwien,10,譔,善言。又士卷反。
591,13120,20232,11,19,1,仙,詮,此緣反,清合三仙平,tshwien,11,謜,言語和恱。
591,13121,20232,11,19,2,仙,詮,此緣反,清合三仙平,tshwien,12,恮,謹【〻】。
591,13122,20232,11,19,3,仙,詮,此緣反,清合三仙平,tshwien,13,遵,薄【〻】。
591,13123,20232,11,19,4,仙,詮,此緣反,清合三仙平,tshwien,14,剶,剔。又先全反。
591,13124,20232,11,19,5,仙,詮,此緣反,清合三仙平,tshwien,15,峑,山巓。
591,13125,20232,11,19,6,仙,詮,此緣反,清合三仙平,tshwien,16,栓,丁【〻】。
592,13152,20233,11,19,7,仙,專,職緣反,章合三仙平,tjwien,1,專,職縁反。精。俗作専字。六。
592,13153,20233,11,19,8,仙,專,職緣反,章合三仙平,tjwien,2,甎,燒墼。
592,13154,20233,11,19,9,仙,專,職緣反,章合三仙平,tjwien,3,顓,〻〈顓〉頊。
592,13155,20233,11,19,10,仙,專,職緣反,章合三仙平,tjwien,4,篿,竹器。
592,13156,20233,11,19,11,仙,專,職緣反,章合三仙平,tjwien,5,鄟,邾𡝤，邑。又徒桓二反。
592,13157,20233,11,20,1,仙,專,職緣反,章合三仙平,tjwien,6,嫥,好皃。
593,13179,20234,11,20,2,仙,遄,市緣反,常合三仙平,djwien,1,遄,市縁反。速。六。
593,13180,20234,11,20,3,仙,遄,市緣反,常合三仙平,djwien,2,圌,倉。或作篅。又時規反。
593,13181,20234,11,20,4,仙,遄,市緣反,常合三仙平,djwien,3,輲,無輪車。
593,13182,20234,11,20,5,仙,遄,市緣反,常合三仙平,djwien,4,椯,木名。
593,13183,20234,11,20,6,仙,遄,市緣反,常合三仙平,djwien,5,諯,相讓。又充絹反。
593,13184,20234,11,20,7,仙,遄,市緣反,常合三仙平,djwien,6,歂,口氣。又視兖反。
594,13198,20235,11,20,8,仙,員,王權反,云合三B仙平,uen,1,貟,王權反。官𢿙。三。
594,13199,20235,11,20,9,仙,員,王權反,云合三B仙平,uen,2,圎,團【〻】。
594,13200,20235,11,20,10,仙,員,王權反,云合三B仙平,uen,3,湲,潺〻〈湲〉。
595,13222,20237,11,20,11,仙,栓,山員反,生合三仙平,sruen,1,栓,山貟反。木釘。二。
595,13223,20237,11,21,1,仙,栓,山員反,生合三仙平,sruen,2,𨏉,〻〈𨏉〉，車軸。又所眷反。
596,13228,20238,11,21,2,仙,鐉,丑專反,徹合三仙平,trhwien,1,鐉,丑專反。所以鈎門。二。
596,13229,20238,11,21,3,仙,鐉,丑專反,徹合三仙平,trhwien,2,剶,去枝。
597,13245,20239,11,21,4,仙,乾,渠焉反,羣開三B仙平,gyen,1,𠃵,渠焉反。𠃵坤，天地。六。
597,13246,20239,11,21,5,仙,乾,渠焉反,羣開三B仙平,gyen,2,虔,敬。
597,13247,20239,11,21,6,仙,乾,渠焉反,羣開三B仙平,gyen,3,犍,〻〈犍〉為縣，在益州，置。
597,13248,20239,11,21,7,仙,乾,渠焉反,羣開三B仙平,gyen,4,鰬,魚名。
597,13249,20239,11,21,8,仙,乾,渠焉反,羣開三B仙平,gyen,5,𨜻,聚名，在河東聞喜縣。
597,13250,20239,11,21,9,仙,乾,渠焉反,羣開三B仙平,gyen,6,騝,駠馬黄脊。
598,13269,20240,11,22,1,仙,愆,去乾反,溪開三B仙平,khyen,1,愆,去𠃵反。罪。俗𠍴。五。
598,13270,20240,11,22,2,仙,愆,去乾反,溪開三B仙平,khyen,2,褰,〻〈褰〉衣。
598,13271,20240,11,22,3,仙,愆,去乾反,溪開三B仙平,khyen,3,騫,虧少，一曰馬腹縶。又許言反。
598,13272,20240,11,22,4,仙,愆,去乾反,溪開三B仙平,khyen,4,䙭,齊魯言袴。又己偃反。
598,13273,20240,11,22,5,仙,愆,去乾反,溪開三B仙平,khyen,5,𧽐,蹇足根。
599,13311,20241,11,22,6,仙,權,巨員反,羣合三B仙平,guen,1,權,巨貟反。【〻】常道，禾。亦作⿱穴𨾴。十九。
599,13312,20241,11,22,7,仙,權,巨員反,羣合三B仙平,guen,2,拳,屈手。
599,13313,20241,11,22,8,仙,權,巨員反,羣合三B仙平,guen,3,觠,曲角。
599,13314,20241,11,22,9,仙,權,巨員反,羣合三B仙平,guen,4,狋,〻〈狋〉氏，縣名，在代郡。氏字，即盈反，同。
599,13315,20241,11,23,1,仙,權,巨員反,羣合三B仙平,guen,5,顴,頰骨。
599,13316,20241,11,23,2,仙,權,巨員反,羣合三B仙平,guen,6,婘,美皃。
599,13317,20241,11,23,3,仙,權,巨員反,羣合三B仙平,guen,7,䠰,曲脊行。
599,13318,20241,11,23,4,仙,權,巨員反,羣合三B仙平,guen,8,踡,跼〻〈踡〉，不行。
599,13319,20241,11,23,5,仙,權,巨員反,羣合三B仙平,guen,9,𤷄,手屈病。
599,13320,20241,11,23,6,仙,權,巨員反,羣合三B仙平,guen,10,犈,牛黒耳。又居万反。
599,13321,20241,11,23,7,仙,權,巨員反,羣合三B仙平,guen,11,蠸,食𤓰𦯧虫。
599,13322,20241,11,23,8,仙,權,巨員反,羣合三B仙平,guen,12,齤,齒曲。
599,13323,20241,11,23,9,仙,權,巨員反,羣合三B仙平,guen,13,𪈻,鴝鵒。
599,13324,20241,11,23,10,仙,權,巨員反,羣合三B仙平,guen,14,蜷,虫形詘詰。
599,13325,20241,11,24,1,仙,權,巨員反,羣合三B仙平,guen,15,𥁠,盌。
599,13326,20241,11,24,2,仙,權,巨員反,羣合三B仙平,guen,16,鬈,髮好。
599,13327,20241,11,24,3,仙,權,巨員反,羣合三B仙平,guen,17,䟒,曲脊。
599,13328,20241,11,24,4,仙,權,巨員反,羣合三B仙平,guen,18,䑏,〻〈䑏〉𦝢，𨢄皃。
599,13329,20241,11,24,4.1,仙,權,巨員反,羣合三B仙平,guen,18.1,［孉］,［］
600,13354,20242,11,24,5,仙,椽,直緣反,澄合三仙平,drwien,1,椽,直縁反。屋椽。二。
600,13355,20242,11,24,6,仙,椽,直緣反,澄合三仙平,drwien,2,傳,又持戀反。俗𫝊。
601,13365,20243,11,24,7,仙,攣,呂緣反,來合三仙平,lwien,1,攣,吕縁反。亦作𢍶。四。
601,13366,20243,11,24,8,仙,攣,呂緣反,來合三仙平,lwien,2,𤼙,病【〻】。
601,13367,20243,11,24,9,仙,攣,呂緣反,來合三仙平,lwien,3,䜌,南䜌縣，在鉅鹿。又。
601,13368,20243,11,24,10,仙,攣,呂緣反,來合三仙平,lwien,4,𧖘,蜛【〻】。
602,13382,20244,11,24,11,仙,弮,去員反,溪合三B仙平,khuen,1,弮,去貟反。縣名，在熒陽。五。
602,13383,20244,11,25,1,仙,弮,去員反,溪合三B仙平,khuen,2,㒽,小憤。
602,13384,20244,11,25,2,仙,弮,去員反,溪合三B仙平,khuen,3,捲,器，似升，屈木為之。
602,13385,20244,11,25,3,仙,弮,去員反,溪合三B仙平,khuen,4,𢑆,弓曲。
602,13386,20244,11,25,4,仙,弮,去員反,溪合三B仙平,khuen,5,⿱髟夋,髮好。
603,13396,20245,11,25,5,仙,焉,於乾反,影開三B仙平,qyen,1,焉,於𠃵反。矣𠃵反。氣已聲。三。
603,13397,20245,11,25,6,仙,焉,於乾反,影開三B仙平,qyen,2,漹,［］
603,13398,20245,11,25,6.1,仙,焉,於乾反,影開三B仙平,qyen,2.1,［䗡］,〻〈䗡〉𧖘。音灣。
604,13404,20247,11,25,7,仙,嬽,於權反,影合三B仙平,quen,1,嬽,於權反。娥𭕘皃。一。
605,13211,20236,11,25,8,仙,跧,［莊緣反］｛取自《切三》｝,莊合三仙平,tsruen,1,跧,居貟反。曲卷伏。三。
606,13409,20250,11,25,9,仙,勬,居員反,見合三B仙平,kuen,1,勬,強健。
605,13212,20236,11,25,10,仙,跧,［莊緣反］｛取自《切三》｝,莊合三仙平,tsruen,2,䀬,目眇。
607,13431,20301,11,26,1,蕭,蕭,蘇彫反,心開四蕭平,sew,1,蕭,蘇彫反。草名。又縣名，在沛郡。三十。
607,13432,20301,11,26,2,蕭,蕭,蘇彫反,心開四蕭平,sew,2,簫,管。
607,13433,20301,11,26,3,蕭,蕭,蘇彫反,心開四蕭平,sew,3,彇,弓弭。
607,13434,20301,11,26,4,蕭,蕭,蘇彫反,心開四蕭平,sew,4,蟰,蛸〻〈蟰〉，虫名。
607,13435,20301,11,26,5,蕭,蕭,蘇彫反,心開四蕭平,sew,5,橚,〻〈橚〉𣚈，樹長皃。
607,13436,20301,11,26,6,蕭,蕭,蘇彫反,心開四蕭平,sew,6,潚,水名。
607,13437,20301,11,26,7,蕭,蕭,蘇彫反,心開四蕭平,sew,7,𩘹,涼風。
607,13438,20301,11,26,8,蕭,蕭,蘇彫反,心開四蕭平,sew,8,綃,生絲絹。又相焦反。
607,13439,20301,11,26,9,蕭,蕭,蘇彫反,心開四蕭平,sew,9,撨,擇。又先鈎反。
607,13440,20301,11,27,1,蕭,蕭,蘇彫反,心開四蕭平,sew,10,箾,舞箭。又山草反。
607,13441,20301,11,27,2,蕭,蕭,蘇彫反,心開四蕭平,sew,11,翛,然【〻】。
607,13442,20301,11,27,3,蕭,蕭,蘇彫反,心開四蕭平,sew,12,鮹,魚名，羽翼。
608,13462,20302,11,27,4,蕭,祧,吐彫反,透開四蕭平,thew,1,祧,吐彫反。逺祖庿。亦作庣。九。
608,13463,20302,11,27,5,蕭,祧,吐彫反,透開四蕭平,thew,2,佻,輕〻〈佻〉。
608,13464,20302,11,27,6,蕭,祧,吐彫反,透開四蕭平,thew,3,挑,撥〻〈挑〉。
608,13465,20302,11,27,7,蕭,祧,吐彫反,透開四蕭平,thew,4,朓,月見西方。
608,13466,20302,11,27,8,蕭,祧,吐彫反,透開四蕭平,thew,5,恌,薄輕。
608,13467,20302,11,27,9,蕭,祧,吐彫反,透開四蕭平,thew,6,聎,耳病。
608,13468,20302,11,27,10,蕭,祧,吐彫反,透開四蕭平,thew,7,趒,雀行。又他弔反。
608,13469,20302,11,27,11,蕭,祧,吐彫反,透開四蕭平,thew,8,蓧,苗【〻】。
609,13499,20303,11,27,12,蕭,貂,都聊反,端開四蕭平,tew,1,貂,都聊反。十九。
609,13500,20303,11,28,1,蕭,貂,都聊反,端開四蕭平,tew,2,䯾,小兒髮。
609,13501,20303,11,28,2,蕭,貂,都聊反,端開四蕭平,tew,3,彫,刻。俗作雕，誤非。
609,13502,20303,11,28,3,蕭,貂,都聊反,端開四蕭平,tew,4,刀,姓。
609,13503,20303,11,28,4,蕭,貂,都聊反,端開四蕭平,tew,5,琱,琢。
609,13504,20303,11,28,5,蕭,貂,都聊反,端開四蕭平,tew,6,凋,落。亦作彫。
609,13505,20303,11,28,6,蕭,貂,都聊反,端開四蕭平,tew,7,䂏,短尾反。
609,13506,20303,11,28,7,蕭,貂,都聊反,端開四蕭平,tew,8,鯛,魚名。
609,13507,20303,11,28,8,蕭,貂,都聊反,端開四蕭平,tew,9,鵰,鶚鳥別名。亦作雕。
609,13508,20303,11,28,9,蕭,貂,都聊反,端開四蕭平,tew,10,蛁,〻〈蛁〉蟟，茅中小虫也。
609,13509,20303,11,28,10,蕭,貂,都聊反,端開四蕭平,tew,11,瞗,熟視。
609,13510,20303,11,28,11,蕭,貂,都聊反,端開四蕭平,tew,12,苕,葦花。亦作苕。又音迨。
609,13511,20303,11,29,1,蕭,貂,都聊反,端開四蕭平,tew,13,弴,天子弓。又丁昆反。
609,13512,20303,11,29,2,蕭,貂,都聊反,端開四蕭平,tew,14,⿰夕刂,取穗。亦作刣。
609,13513,20303,11,29,3,蕭,貂,都聊反,端開四蕭平,tew,15,㚋,大。亦作奝。
609,13514,20303,11,29,4,蕭,貂,都聊反,端開四蕭平,tew,16,⿰夕鳥,〻〈⿰夕鳥〉鷯。又作聊反。
609,13515,20303,11,29,5,蕭,貂,都聊反,端開四蕭平,tew,17,⿰夕刂,同上。
609,13516,20303,11,29,6,蕭,貂,都聊反,端開四蕭平,tew,18,袤,棺中衣。
610,13545,20304,11,29,7,蕭,迢,徒聊反,定開四蕭平,dew,1,迢,徒聊反。迢遰。十七。
610,13546,20304,11,29,8,蕭,迢,徒聊反,定開四蕭平,dew,2,條,枝【〻】。
610,13547,20304,11,29,9,蕭,迢,徒聊反,定開四蕭平,dew,3,髫,小兒髮。
610,13548,20304,11,29,10,蕭,迢,徒聊反,定開四蕭平,dew,4,跳,躍。
610,13549,20304,11,29,11,蕭,迢,徒聊反,定開四蕭平,dew,5,鋚,紖頭銅飾。
610,13550,20304,11,30,1,蕭,迢,徒聊反,定開四蕭平,dew,6,𧌁,似虵，魚翼，見則大旱。
610,13551,20304,11,30,2,蕭,迢,徒聊反,定開四蕭平,dew,7,蜩,大蟬。亦作𧊓。
610,13552,20304,11,30,3,蕭,迢,徒聊反,定開四蕭平,dew,8,𢓝,獨行。《詩》云：“𢓝〻〈𢓝〉公子。”
610,13553,20304,11,30,4,蕭,迢,徒聊反,定開四蕭平,dew,9,苕,菜【〻】。
610,13554,20304,11,30,5,蕭,迢,徒聊反,定開四蕭平,dew,10,芀,葦花。又音彫。
610,13555,20304,11,30,6,蕭,迢,徒聊反,定開四蕭平,dew,11,調,正。
610,13556,20304,11,30,7,蕭,迢,徒聊反,定開四蕭平,dew,12,嬥,獨行皃。又徒了反。
610,13557,20304,11,30,8,蕭,迢,徒聊反,定開四蕭平,dew,13,䯾,髮名。
610,13558,20304,11,30,9,蕭,迢,徒聊反,定開四蕭平,dew,14,𠧪,草木實𠧪〻〈𠧪〉然。
610,13559,20304,11,31,1,蕭,迢,徒聊反,定開四蕭平,dew,15,樤,柚。
610,13560,20304,11,31,2,蕭,迢,徒聊反,定開四蕭平,dew,16,䱔,魚。又直流反。
610,13561,20304,11,31,3,蕭,迢,徒聊反,定開四蕭平,dew,17,𣬸,㲖。又許幺反。
611,13579,20305,11,31,4,蕭,驍,古堯反,見開四蕭平,kew,1,驍,古堯反。𮪈武。九。
611,13580,20305,11,31,5,蕭,驍,古堯反,見開四蕭平,kew,2,䲷,名鳥。
611,13581,20305,11,31,6,蕭,驍,古堯反,見開四蕭平,kew,3,𭾡,倒懸首。
611,13582,20305,11,31,7,蕭,驍,古堯反,見開四蕭平,kew,4,澆,浚。
611,13583,20305,11,31,8,蕭,驍,古堯反,見開四蕭平,kew,5,憿,〻〈憿〉幸。或作儌倖。亦作憢。
611,13584,20305,11,31,9,蕭,驍,古堯反,見開四蕭平,kew,6,邀,遮。又扵宵切。
611,13585,20305,11,31,10,蕭,驍,古堯反,見開四蕭平,kew,7,釗,弩機。又周康王名。又𢫾遥反。
611,13586,20305,11,32,1,蕭,驍,古堯反,見開四蕭平,kew,8,蟂,似虵，四足，水居，能食人。
611,13587,20305,11,32,2,蕭,驍,古堯反,見開四蕭平,kew,9,僥,偽。又五聊反。
612,13643,20306,11,32,3,蕭,聊,落蕭反,來開四蕭平,lew,1,聊,落蕭反。誠然。三十一。
612,13644,20306,11,32,4,蕭,聊,落蕭反,來開四蕭平,lew,2,𦗖,耳中鳴。俗作𦗖。
612,13645,20306,11,32,5,蕭,聊,落蕭反,來開四蕭平,lew,3,膋,膓間脂。卅一。
612,13646,20306,11,32,6,蕭,聊,落蕭反,來開四蕭平,lew,4,飉,風【〻】。
612,13647,20306,11,32,7,蕭,聊,落蕭反,來開四蕭平,lew,5,遼,逺。又水名。
612,13648,20306,11,32,8,蕭,聊,落蕭反,來開四蕭平,lew,6,憀,無情賴【〻】。
612,13649,20306,11,32,9,蕭,聊,落蕭反,來開四蕭平,lew,7,寥,空室。
612,13650,20306,11,32,10,蕭,聊,落蕭反,來開四蕭平,lew,8,竂,穿【〻】。
612,13651,20306,11,32,11,蕭,聊,落蕭反,來開四蕭平,lew,9,料,〻〈料〉理。
612,13652,20306,11,33,1,蕭,聊,落蕭反,來開四蕭平,lew,10,㙩,周垣。
612,13653,20306,11,33,2,蕭,聊,落蕭反,來開四蕭平,lew,11,橑,周短椽。又垣。力道反。
612,13654,20306,11,33,3,蕭,聊,落蕭反,來開四蕭平,lew,12,撩,取物。
612,13655,20306,11,33,4,蕭,聊,落蕭反,來開四蕭平,lew,13,摷,擊【〻】。
612,13656,20306,11,33,5,蕭,聊,落蕭反,來開四蕭平,lew,14,廖,《左氏》有辛伯廖。
612,13657,20306,11,33,6,蕭,聊,落蕭反,來開四蕭平,lew,15,僚,同官為僚。字或作寮。
612,13658,20306,11,33,7,蕭,聊,落蕭反,來開四蕭平,lew,16,鐐,有孔鑪。
612,13659,20306,11,33,8,蕭,聊,落蕭反,來開四蕭平,lew,17,豂,空谷。
612,13660,20306,11,33,9,蕭,聊,落蕭反,來開四蕭平,lew,18,嶚,〻〈嶚〉𡻝，山皃。
612,13661,20306,11,33,10,蕭,聊,落蕭反,來開四蕭平,lew,19,簝,宗庿盛肉方竹器。
612,13662,20306,11,34,1,蕭,聊,落蕭反,來開四蕭平,lew,20,鷯,鷦〻〈鷯〉。
612,13663,20306,11,34,2,蕭,聊,落蕭反,來開四蕭平,lew,21,𥲊,竹名。
612,13664,20306,11,34,3,蕭,聊,落蕭反,來開四蕭平,lew,22,璙,玉名。
612,13665,20306,11,34,4,蕭,聊,落蕭反,來開四蕭平,lew,23,嫽,相戲。又力弔反。嫽戾，性自是。
612,13666,20306,11,34,5,蕭,聊,落蕭反,來開四蕭平,lew,24,漻,水清。
612,13667,20306,11,34,6,蕭,聊,落蕭反,來開四蕭平,lew,25,瞭,明目。
612,13668,20306,11,34,7,蕭,聊,落蕭反,來開四蕭平,lew,26,𦿌,草器。又力弋反。
612,13669,20306,11,34,8,蕭,聊,落蕭反,來開四蕭平,lew,27,𧂏,草木踈莖。
612,13670,20306,11,34,9,蕭,聊,落蕭反,來開四蕭平,lew,28,癆,痛。又力到反。
612,13671,20306,11,34,10,蕭,聊,落蕭反,來開四蕭平,lew,29,𡽐,虚【〻】。
612,13672,20306,11,34,11,蕭,聊,落蕭反,來開四蕭平,lew,30,蟧,馬蝒。亦作蟟。
612,13673,20306,11,35,1,蕭,聊,落蕭反,來開四蕭平,lew,31,寮,寀〻〈寮〉。
613,13683,20307,11,35,2,蕭,堯,五聊反,疑開四蕭平,ngew,1,堯,五聊反。或作尭。五。
613,13684,20307,11,35,3,蕭,堯,五聊反,疑開四蕭平,ngew,2,嶢,［］
613,13685,20307,11,35,3.1,蕭,堯,五聊反,疑開四蕭平,ngew,2.1,［僥］,僬僥，短人。
613,13686,20307,11,35,4,蕭,堯,五聊反,疑開四蕭平,ngew,3,垚,土髙皃。
613,13687,20307,11,35,5,蕭,堯,五聊反,疑開四蕭平,ngew,4,顤,頭長。
614,13696,20308,11,35,6,蕭,膮,許幺反,曉開四蕭平,hew,1,膮,許幺反。豕羹。六。
614,13697,20308,11,35,7,蕭,膮,許幺反,曉開四蕭平,hew,2,嘵,聲【〻】。
614,13698,20308,11,35,8,蕭,膮,許幺反,曉開四蕭平,hew,3,䫞,額大。又去遥反。
614,13699,20308,11,35,9,蕭,膮,許幺反,曉開四蕭平,hew,4,𦟞,〻〈𦟞〉𦠎。
614,13700,20308,11,35,10,蕭,膮,許幺反,曉開四蕭平,hew,5,㚠,肥大。又去遥反。
614,13701,20308,11,35,11,蕭,膮,許幺反,曉開四蕭平,hew,6,䎄,㲖。亦作䳂、𣬸。
615,13705,20309,12,1,1,蕭,幺,於堯反,影開四蕭平,qew,1,幺,於尭反。幺〻〈幺〉，小。二。
615,13706,20309,12,1,2,蕭,幺,於堯反,影開四蕭平,qew,2,怮,〻〈怮〉，憂。又於流反。
616,13712,20310,12,1,3,蕭,鄡,苦聊反,溪開四蕭平,khew,1,鄡,苦聊反。鄡陽，縣名，在鄱陽郡。三。
616,13713,20310,12,1,4,蕭,鄡,苦聊反,溪開四蕭平,khew,2,𨜑,縣名，在鉅鹿。正作𨜑。
616,13714,20310,12,1,5,蕭,鄡,苦聊反,溪開四蕭平,khew,3,𢿣,擊。又五交、口的二反。
617,13740,20401,12,1,6,宵,宵,相焦反,心開三宵平,siew,1,宵,相焦反。夜。十五。
617,13741,20401,12,1,7,宵,宵,相焦反,心開三宵平,siew,2,消,滅【〻】。
617,13742,20401,12,1,8,宵,宵,相焦反,心開三宵平,siew,3,霄,近天赤氣。
617,13743,20401,12,2,1,宵,宵,相焦反,心開三宵平,siew,4,捎,揺捎，動。
617,13744,20401,12,2,2,宵,宵,相焦反,心開三宵平,siew,5,逍,〻〈逍〉遥。
617,13745,20401,12,2,3,宵,宵,相焦反,心開三宵平,siew,6,痟,〻〈痟〉渇，病。
617,13746,20401,12,2,4,宵,宵,相焦反,心開三宵平,siew,7,綃,生𢇁。又蘇彫反。
617,13747,20401,12,2,5,宵,宵,相焦反,心開三宵平,siew,8,銷,鑠。亦作焇。
617,13748,20401,12,2,6,宵,宵,相焦反,心開三宵平,siew,9,硝,𥐞〻〈硝〉。
617,13749,20401,12,2,7,宵,宵,相焦反,心開三宵平,siew,10,蛸,螵蛸，虫。
617,13750,20401,12,2,8,宵,宵,相焦反,心開三宵平,siew,11,揱,長皃。又史學反。
617,13751,20401,12,2,9,宵,宵,相焦反,心開三宵平,siew,12,踃,跳。
617,13752,20401,12,2,10,宵,宵,相焦反,心開三宵平,siew,13,莦,𢙣草。反所交反。
617,13753,20401,12,2,11,宵,宵,相焦反,心開三宵平,siew,14,䴛,煎鹽。
617,13754,20401,12,3,1,宵,宵,相焦反,心開三宵平,siew,15,奞,張羽毛。
618,13757,20402,12,3,2,宵,超,勅宵反,徹開三宵平,trhiew,1,超,𠡠宵反。越。三。
618,13758,20402,12,3,3,宵,超,勅宵反,徹開三宵平,trhiew,2,怊,〻〈怊〉悵。
618,13759,20402,12,3,4,宵,超,勅宵反,徹開三宵平,trhiew,3,𠰉,鳴。
619,13761,20403,12,3,5,宵,朝,知遙反,知開三宵平,triew,1,朝,知遥反。又直遥二反。旦朝。五。
620,13768,20404,12,3,6,宵,晁,直遙反,澄開三宵平,driew,1,𣆷,姓。直遥反。
620,13769,20404,12,3,7,宵,晁,直遙反,澄開三宵平,driew,2,潮,水潮。亦作𣶃。
620,13770,20404,12,3,8,宵,晁,直遙反,澄開三宵平,driew,3,鼂,𧓱〻〈鼂〉。
620,13771,20404,12,3,9,宵,晁,直遙反,澄開三宵平,driew,4,朝,參覲。
621,13789,20405,12,3,10,宵,囂,許喬反,曉開三B宵平,hyew,1,嚻,許𠳮反。喧。或作𠽸。又五髙反。十。
621,13790,20405,12,3,11,宵,囂,許喬反,曉開三B宵平,hyew,2,枵,玄〻〈枵〉，星名。
621,13791,20405,12,4,1,宵,囂,許喬反,曉開三B宵平,hyew,3,歊,熱氣。
621,13792,20405,12,4,2,宵,囂,許喬反,曉開三B宵平,hyew,4,毊,犬聲。
621,13793,20405,12,4,3,宵,囂,許喬反,曉開三B宵平,hyew,5,獢,猲獢，犬，短啄。
621,13794,20405,12,4,4,宵,囂,許喬反,曉開三B宵平,hyew,6,𤣠,犬黄白色。
621,13795,20405,12,4,5,宵,囂,許喬反,曉開三B宵平,hyew,7,虈,白芷別名。
621,13796,20405,12,4,6,宵,囂,許喬反,曉開三B宵平,hyew,8,⿰⺅⿱夂虫,驕【〻】。
621,13797,20405,12,4,7,宵,囂,許喬反,曉開三B宵平,hyew,9,⿱嚻喬,炊氣。
621,13798,20405,12,4,8,宵,囂,許喬反,曉開三B宵平,hyew,10,藃,草木盛𦘺。又許交反。
622,13828,20406,12,4,9,宵,樵,昨焦反,從開三宵平,dziew,1,𦿕,昨焦反。柴。亦作𬋈。十一。
622,13829,20406,12,4,10,宵,樵,昨焦反,從開三宵平,dziew,2,劁,刈草。
622,13830,20406,12,4,11,宵,樵,昨焦反,從開三宵平,dziew,3,僬,〻〈僬〉僥，南方短人。
622,13831,20406,12,5,1,宵,樵,昨焦反,從開三宵平,dziew,4,䏆,耳中聲。又才髙反。
622,13832,20406,12,5,2,宵,樵,昨焦反,從開三宵平,dziew,5,𭵼,〻〈𭵼〉忰。或作顦。
622,13833,20406,12,5,3,宵,樵,昨焦反,從開三宵平,dziew,6,譙,國名。
622,13834,20406,12,5,4,宵,樵,昨焦反,從開三宵平,dziew,7,嶕,〻〈嶕〉嶢。
622,13835,20406,12,5,5,宵,樵,昨焦反,從開三宵平,dziew,8,𡻝,〻〈𡻝〉嶚𫂳，山髙皃。
622,13836,20406,12,5,6,宵,樵,昨焦反,從開三宵平,dziew,9,䩌,面焦枯皃。
622,13837,20406,12,5,7,宵,樵,昨焦反,從開三宵平,dziew,10,推,取【〻】。
622,13838,20406,12,5,8,宵,樵,昨焦反,從開三宵平,dziew,11,菬,草【〻】。
623,13853,20407,12,5,9,宵,驕,舉喬反,見開三B宵平,kyew,1,驕,舉𠳮反。馬髙八尺。八。
623,13854,20407,12,5,10,宵,驕,舉喬反,見開三B宵平,kyew,2,嬌,矝女字【〻】。
623,13855,20407,12,5,11,宵,驕,舉喬反,見開三B宵平,kyew,3,憍,矜【〻】。
623,13856,20407,12,6,1,宵,驕,舉喬反,見開三B宵平,kyew,4,穚,禾秀。
623,13857,20407,12,6,2,宵,驕,舉喬反,見開三B宵平,kyew,5,簥,大管。
623,13858,20407,12,6,3,宵,驕,舉喬反,見開三B宵平,kyew,6,鷮,似雉而小。
623,13859,20407,12,6,4,宵,驕,舉喬反,見開三B宵平,kyew,7,蕎,草小支上。
623,13860,20407,12,6,5,宵,驕,舉喬反,見開三B宵平,kyew,8,撟,舉手。
624,13889,20408,12,6,6,宵,焦,即遙反,精開三宵平,tsiew,1,焦,即遥反。火焦。亦作𤓪。十二。
624,13890,20408,12,6,7,宵,焦,即遙反,精開三宵平,tsiew,2,㲬,兜鍪上飾。
624,13891,20408,12,6,8,宵,焦,即遙反,精開三宵平,tsiew,3,蕉,芭〻〈蕉〉。
624,13892,20408,12,6,9,宵,焦,即遙反,精開三宵平,tsiew,4,膲,人之心三膲胞。
624,13893,20408,12,6,10,宵,焦,即遙反,精開三宵平,tsiew,5,鷦,〻〈鷦〉翵，鳥名，似鳳。
624,13894,20408,12,6,11,宵,焦,即遙反,精開三宵平,tsiew,6,𣒏,樧。又子蕭反。亦作茮、菽。
624,13895,20408,12,7,1,宵,焦,即遙反,精開三宵平,tsiew,7,噍,啁噍，鳥聲。
624,13896,20408,12,7,2,宵,焦,即遙反,精開三宵平,tsiew,8,鐎,温器，三足，有柄。
624,13897,20408,12,7,3,宵,焦,即遙反,精開三宵平,tsiew,9,𪚰,灼龜不兆。
624,13898,20408,12,7,4,宵,焦,即遙反,精開三宵平,tsiew,10,𦅃,生枲。
624,13899,20408,12,7,5,宵,焦,即遙反,精開三宵平,tsiew,11,⿰夕鳥,〻〈⿰夕鳥〉鷯。又都聊反。
624,13900,20408,12,7,6,宵,焦,即遙反,精開三宵平,tsiew,12,䩌,面焦枯小。
625,13907,20409,12,7,7,宵,饒,如招反,日開三宵平,njiew,1,饒,如招反。多。十二。
625,13908,20409,12,7,8,宵,饒,如招反,日開三宵平,njiew,2,襓,劒衣。
625,13909,20409,12,7,9,宵,饒,如招反,日開三宵平,njiew,3,撓,楫。又女挍反。
625,13910,20409,12,7,10,宵,饒,如招反,日開三宵平,njiew,4,犪,牛馴伏。又而紹反。
