原書小韻號,小韻字號,字,poem_小韻內字序,poem_字,sbgy_id,sbgy_字,ytenx_小韻內字序,ytenx_流水序,ytenx_字
1643,1,臠,1,臠,w331a0701,臠,1,12383,臠
1643,2,孌,2,孌,w331a0702,孌,2,12384,孌
1643,3,𡡗,3,𡡗,w331a0703,𡡗,3,12385,𡡗
1643,4,脟,4,脟,w331a0704,脟,4,12386,脟
1644,1,轉,1,轉,w331a0705,轉,1,12387,轉
1644,2,𣓧,2,𣓧,w331a0706,𣓧,2,12388,𣓧
1645,1,卷,1,卷,w331a0801,卷,1,12389,卷
1645,2,菤,2,菤,w331a0802,菤,2,12390,菤
1645,3,韏,3,韏,w331a0803,韏,3,12391,韏
1645,4,𨹵,4,𨹵,w331a0804,𨹵,4,12392,𨹵
1645,5,捲,5,捲,w331a0901,捲,5,12393,捲
1645,6,埢,6,埢,w331a0902,埢,6,12394,埢
1646,1,圈,1,圈,w331a0903,圈,1,12395,圈
1646,2,蔨,2,蔨,w331a0904,蔨,2,12396,蔨
1646,3,𦳆,3,𦳆,w331a0905,萒,3,12397,萒
1647,1,輭,1,輭,w331a1001,輭,1,12398,輭
1647,2,軟,2,軟,w331a1002,軟,2,12399,軟
1647,3,蝡,3,蝡,w331a1003,蝡,3,12400,蝡
1647,4,㮕,4,㮕,w331a1004,㮕,4,12401,㮕
1647,5,䓴,5,䓴,w331a1005,䓴,5,12402,䓴
1647,6,碝,6,碝,w331a1006,碝,6,12403,碝
1647,7,瑌,7,瑌,w331a1007,瑌,7,12404,瑌
1647,8,愞,8,愞,w331b0101,愞,8,12405,愞
1647,9,腝,9,腝,w331b0102,腝,9,12406,腝
1647,10,䞂,10,䞂,w331b0103,䞂,10,12407,䞂
1647,11,耎,11,耎,w331b0104,耎,11,12408,耎
1647,12,𢘎,12,𢘎,w331b0105,𢘎,12,12409,𢘎
1647,13,㞋,13,㞋,w331b0106,㞋,13,12410,㞋
1647,14,偄,14,偄,w331b0107,偄,14,12411,偄
1647,15,㼱,15,㼱,w331b0201,㼱,15,12412,㼱
1647,16,𤲬,16,𤲬,w331b0202,𤲬,16,12413,𤲬
1647,17,緛,17,緛,w331b0203,緛,17,12414,緛
1648,1,舛,1,舛,w331b0204,舛,1,12415,舛
1648,2,喘,2,喘,w331b0301,喘,2,12416,喘
1648,3,荈,3,荈,w331b0302,荈,3,12417,荈
1648,4,㪜,4,㪜,w331b0303,㪜,4,12418,㪜
1649,1,膞,1,膞,w331b0304,膞,1,12419,膞
1649,2,腨,2,腨,w331b0305,腨,2,12420,腨
1649,3,鄟,3,鄟,w331b0306,鄟,3,12421,鄟
1649,4,𡭐,4,𡭐,w331b0401,𡭐,4,12422,𡭐
1649,5,歂,5,歂,w331b0402,歂,5,12423,歂
1649,6,踹,6,踹,w331b0403,踹,6,12424,踹
1649,7,𦺲,7,𦺲,w331b0404,𦺲,7,12425,𦺲
1650,1,篆,1,篆,w331b0405,篆,1,12426,篆
1650,2,瑑,2,瑑,w331b0406,瑑,2,12427,瑑
1650,3,沌,3,沌,w331b0501,沌,3,12428,沌
1650,4,摶,4,摶,w331b0502,摶,4,12429,摶
1650,5,𦁆,5,𦁆,w331b0503,𦁆,5,12430,𦁆
1650,6,䧘,6,䧘,w331b0504,䧘,6,12431,䧘
1650,7,堟,7,堟,w331b0505,堟,7,12432,堟
1651,1,剸,1,剸,w331b0601,剸,1,12433,剸
1651,2,剬,2,剬,w331b0602,剬,2,12434,剬
1651,3,孨,3,孨,w331b0603,孨,3,12435,孨
1651,4,鱄,4,鱄,w331b0604,鱄,4,12436,鱄
1651,5,竱,5,竱,w331b0605,竱,5,12437,竱
1651,6,膞,6,膞,w331b0606,膞,6,12438,膞
1651,7,𨷱,7,𨷱,w331b0701,𨷱,7,12439,𨷱
1651,8,𡇰,8,𡇰,w331b0702,𡇰,8,12440,𡇰
1651,9,𦓝,9,𦓝,w331b0703,𦓝,9,12441,𦓝
1652,1,選,1,選,w331b0704,選,1,12442,選
1652,2,𦌔,2,𦌔,w331b0801,𦌔,2,12443,𦌻
1652,3,𥶷,3,𥶷,w331b0802,𥶷,3,12444,𥶷
1653,1,撰,1,撰,w331b0803,撰,1,12445,撰
1653,2,僎,2,僎,w331b0804,僎,2,12446,僎
1653,3,𩔊,3,𩔊,w331b0805,𩔊,3,12447,𩔊
1653,4,𩻝,4,𩻝,w331b0806,𩻝,4,12448,𩻝
1653,5,譔,5,譔,w331b0807,譔,5,12449,譔
1654,1,蜎,1,蜎,w331b0901,蜎,1,12450,蜎
1655,1,蠉,1,蠉,w331b1001,蠉,1,12451,蠉
1655,2,𧾣,2,𧾣,w331b1002,𧾣,2,12452,𧾣
1656,1,楩,1,楩,w331b1003,楩,1,12453,楩
1656,2,㦚,2,㦚,w331b1004,𢣑,2,12454,𢣑
1656,3,諞,3,諞,w331b1005,諞,3,12455,諞
1656,4,扁,4,扁,w331b1006,扁,4,12456,扁
1657,1,免,1,免,w331b1007,免,1,12457,免
1657,2,娩,2,娩,w332a0101,娩,2,12458,娩
1657,3,勉,3,勉,w332a0102,勉,3,12459,勉
1657,4,俛,4,俛,w332a0103,俛,4,12460,俛
1657,5,鮸,5,鮸,w332a0104,鮸,5,12461,鮸
1657,6,㝃,6,㝃,w332a0201,㝃,6,12462,㝃
1657,7,冕,7,冕,w332a0202,冕,7,12463,冕
1657,8,絻,8,絻,w332a0203,絻,8,12464,絻
1658,1,搌,1,搌,w332a0204,搌,1,12465,搌
1658,2,𨩪,2,𨩪,w332a0205,𨩪,2,12466,𨩪
1658,3,𣃘,3,𣃘,w332a0206,𣃘,3,12467,𣃘
1658,4,蕆,4,蕆,w332a0207,蕆,4,12468,蕆
1658,5,𧈪,5,𧈪,w332a0301,𧈪,5,12469,𧈪
1658,6,㢟,6,㢟,w332a0302,㢟,6,12470,㢟
1658,7,䩶,7,䩶,w332a0303,䩶,7,12471,䩶
1659,1,鴘,1,鴘,w332a0304,鴘,1,12472,鴘
1660,1,㒄,1,㒄,w332a0305,㒄,1,12473,㒄
1660,2,㜣,2,㜣,w332a0401,㜣,2,12474,㜣
1660,3,䁴,3,䁴,w332a0402,䁴,3,12475,䁴
1661,1,㫃,1,㫃,w332a0403,㫃,1,12476,㫃
1661,2,䟍,2,䟍,w332a0404,䟍,2,12477,䟍
1661,3,嫣,3,嫣,w332a0405,嫣,3,12478,嫣
1662,1,邅,1,邅,w332a0501,邅,1,12479,邅
1663,1,棧,1,棧,w332a0502,棧,1,12480,棧
1664,1,篠,1,篠,w332a0601,篠,1,12481,篠
1664,2,筱,2,筱,w332a0602,筱,2,12482,筱
1664,3,𩵌,3,𩵌,w332a0603,𩵌,3,12483,𩵌
1664,4,𧩮,4,𧩮,w332a0604,𧩮,4,12484,𧩮
1664,5,謏,5,謏,w332a0605,謏,5,12485,謏
1664,6,䃤,6,䃤,w332a0606,䃤,6,12486,䃤
1664,7,㩋,7,㩋,w332a0701,㩋,7,12487,㩋
1665,1,皎,1,皎,w332a0702,皎,1,12488,皎
1665,2,璬,2,璬,w332a0703,璬,2,12489,璬
1665,3,𢅎,3,𢅎,w332a0704,𢅎,3,12490,𢅎
1665,4,䥵,4,䥵,w332a0705,䥵,4,12491,䥵
1665,5,㿟,5,㿟,w332a0801,㿟,5,12492,㿟
1665,6,皦,6,皦,w332a0802,皦,6,12493,皦
1665,7,恔,7,恔,w332a0803,恔,7,12494,恔
1665,8,繳,8,繳,w332a0804,繳,8,12495,繳
1665,9,𨶪〈䰘〉,9,𨶪〈䰘〉,w332a0805,䰘,9,12496,𨶪
1665,10,晈,10,晈,w332a0806,晈,10,12497,晈
1665,11,䘨,11,䘨,w332a0807,䘨,11,12498,䘨
1665,12,儌,12,儌,w332a0901,儌,12,12499,儌
1666,1,鳥,1,鳥,w332a0902,鳥,1,12500,鳥
1666,2,𢁕,2,𢁕,w332a0903,𢁕,2,12501,𢁕
1666,3,㣿,3,㣿,w332a0904,㣿,3,12502,㣿
1666,4,蔦,4,蔦,w332a0905,蔦,4,12503,蔦
1666,5,釕,5,釕,w332a0906,釕,5,12504,釕
1666,6,扚,6,扚,w332a1001,扚,6,12505,扚
1666,7,𧜣,7,𧜣,w332a1002,𧜣,7,12506,𧜣
1666,8,䄪,8,䄪,w332a1003,䄪,8,12507,䄪
1666,9,𠄏,9,𠄏,w332a1004,𠄏,9,12508,𠄏
1667,1,了,1,了,w332a1005,了,1,12509,了
1667,2,蓼,2,蓼,w332a1006,蓼,2,12510,蓼
1667,3,瞭,3,瞭,w332b0101,瞭,3,12511,瞭
1667,4,镽,4,镽,w332b0102,镽,4,12512,镽
1667,5,鄝,5,鄝,w332b0103,鄝,5,12513,鄝
1667,6,繚,6,繚,w332b0104,繚,6,12514,繚
1667,7,憭,7,憭,w332b0105,憭,7,12515,憭
1667,8,䑠,8,䑠,w332b0106,䑠,8,12516,䑠
1667,9,爒,9,爒,w332b0107,爒,9,12517,爒
1667,10,𢄺,10,𢄺,w332b0201,𢄺,10,12518,𢄺
1667,11,𥗀,11,𥗀,w332b0202,𥗀,11,12519,𥗀
1667,12,撩,12,撩,w332b0203,撩,12,12520,撩
1667,13,𤁸,13,𤁸,w332b0204,𤁸,13,12521,𤁸
1667,14,𧘈,14,𧘈,w332b0205,𧘈,14,12522,𧘈
1668,1,朓,1,朓,w332b0206,朓,1,12523,朓
1668,2,窱,2,窱,w332b0207,窱,2,12524,窱
1668,3,䠷,3,䠷,w332b0301,䠷,3,12525,䠷
1669,1,䥵,1,䥵,w332b0302,䥵,1,12526,䥵
1669,2,曉,2,曉,w332b0303,曉,2,12527,曉
1669,3,皢,3,皢,w332b0304,皢,3,12528,皢
1669,4,膮,4,膮,w332b0305,膮,4,12529,膮
1670,1,杳,1,杳,w332b0306,杳,1,12530,杳
1670,2,窅,2,窅,w332b0401,窅,2,12531,窅
1670,3,窈,3,窈,w332b0402,窈,3,12532,窈
1670,4,偠,4,偠,w332b0403,偠,4,12533,偠
1670,5,騕,5,騕,w332b0404,騕,5,12534,騕
1670,6,𩡻,6,𩡻,w332b0405,𩡻,6,12535,𩡻
1670,7,𨱧,7,𨱧,w332b0406,𨱧,7,12536,𨱧
1670,8,葽,8,葽,w332b0501,葽,8,12537,葽
1670,9,㫏,9,㫏,w332b0502,㫏,9,12538,㫏
1670,10,鴢,10,鴢,w332b0503,鴢,10,12539,鴢
1670,11,婹,11,婹,w332b0504,婹,11,12540,婹
1670,12,㫐,12,㫐,w332b0505,㫐,12,12541,㫐
1670,13,䆞,13,䆞,w332b0601,䆞,13,12542,䆞
1670,14,𡧮,14,𡧮,w332b0602,𡧮,14,12543,𡧮
1670,15,苭,15,苭,w332b0603,苭,15,12544,苭
1671,1,嬲,1,嬲,w332b0604,⿲男力男〈嬲〉,1,12545,嬲
1671,2,嫋,2,嫋,w332b0605,嫋,2,12546,嫋
1671,3,𨲂〈䦊〉,3,𨲂〈䦊〉,w332b0701,𨲂,3,12547,𨲂
1671,4,㒟,4,㒟,w332b0702,㒟,4,12548,㒟
1671,5,褭,5,褭,w332b0703,褭,5,12549,褭
1671,6,嬈,6,嬈,w332b0704,嬈,6,12550,嬈
1671,7,㜵,7,㜵,w332b0705,㜵,7,12551,㜵
1671,8,䃵,8,䃵,w332b0706,䃵,8,12552,䃵
1671,9,𢸣,9,𢸣,w332b0707,𢸣,9,12553,𢴶
1672,1,皛,1,皛,w332b0708,皛,1,12554,皛
1672,2,㵿,2,㵿,w332b0801,㵿,2,12555,㵿
1672,3,芍,3,芍,w332b0802,芍,3,12556,芍
1672,4,𦯪,4,𦯪,w332b0803,𦯪,4,12557,𦯪
1672,5,𠄔,5,𠄔,w332b0804,𠄔,5,12558,𠄔
1673,1,窕,1,窕,w332b0805,窕,1,12559,窕
1673,2,𤕷,2,𤕷,w332b0901,𤕷,2,12560,𤕷
1673,3,𤱩,3,𤱩,w332b0902,𤱩,3,12561,𤱩
1673,4,誂,4,誂,w332b0903,誂,4,12562,誂
1673,5,掉,5,掉,w332b0904,掉,5,12563,掉
1673,6,嬥,6,嬥,w332b0905,嬥,6,12564,嬥
1673,7,挑,7,挑,w332b1001,挑,7,12565,挑
1673,8,䂽,8,䂽,w332b1002,䂽,8,12566,䂽
1674,1,磽,1,磽,w332b1003,磽,1,12567,磽
1674,2,䂪,2,䂪,w332b1004,䂪,2,12568,䂪
1675,1,湫,1,湫,w332b1005,湫,1,12569,湫
1675,2,劋,2,劋,w333a0101,劋,2,12570,劋
1675,3,㭂,3,㭂,w333a0102,㭂,3,12571,㭂
1675,4,㡑,4,㡑,w333a0103,㡑,4,12572,㡑
1675,5,𧂈,5,𧂈,w333a0104,𧂈,5,12573,𧂈
1676,1,小,1,小,w333a0201,小,1,12574,小
1676,2,𩵖,2,𩵖,w333a0202,𩵖,2,12575,𩵖
1676,3,䒕,3,䒕,w333a0203,䒕,3,12576,䒕
1677,1,肈,1,肈,w333a0204,肈,1,12577,肇
1677,2,肁,2,肁,w333a0205,肁,2,12578,肁
1677,3,兆,3,兆,w333a0301,兆,3,12579,兆
1677,4,趙,4,趙,w333a0302,趙,4,12580,趙
1677,5,旐,5,旐,w333a0501,旐,5,12581,旐
1677,6,狣,6,狣,w333a0502,狣,6,12582,狣
1677,7,䍮,7,䍮,w333a0601,䍮,7,12583,䍮
1677,8,鮡,8,鮡,w333a0602,鮡,8,12584,鮡
1677,9,駣,9,駣,w333a0603,駣,9,12585,駣
1677,10,垗,10,垗,w333a0604,垗,10,12586,垗
1677,11,𠧞,11,𠧞,w333a0605,𠧞,11,12587,𠧞
1678,1,沼,1,沼,w333a0606,沼,1,12588,沼
1678,2,菬,2,菬,w333a0607,菬,2,12589,菬
1678,3,䈃,3,䈃,w333a0608,䈃,3,12590,䈃
1679,1,夭,1,夭,w333a0701,夭,1,12591,夭
1679,2,殀,2,殀,w333a0702,殀,2,12592,殀
1679,3,芺,3,芺,w333a0703,芺,3,12593,芺
1679,4,仸,4,仸,w333a0704,仸,4,12594,仸
1680,1,巐,1,巐,w333a0801,巐,1,12595,巐
1681,1,少,1,少,w333a0802,少,1,12596,少
1681,2,䒚,2,䒚,w333a0803,䒚,2,12597,䒚
1681,3,𨙹,3,𨙹,w333a0804,𨙹,3,12598,𨙹
1682,1,擾,1,擾,w333a0805,擾,1,12599,擾
1682,2,𢹎,2,𢹎,w333a0901,𢹎,2,12600,𢹎
1682,3,繞,3,繞,w333a0902,繞,3,12601,繞
1682,4,遶,4,遶,w333a0903,遶,4,12602,遶
1682,5,嬈,5,嬈,w333a0904,嬈,5,12603,嬈
1682,6,𤛾,6,𤛾,w333a0905,𤛾,6,12604,𤛾
1682,7,𧳨,7,𧳨,w333a0906,𧳨,7,12605,𧳨
1683,1,摽,1,摽,w333a1001,摽,1,12606,摽
1683,2,𢹰,2,𢹰,w333a1002,𢹰,2,12607,𢹰
1683,3,鰾,3,鰾,w333b0101,鰾,3,12608,鰾
1683,4,慓,4,慓,w333b0102,慓,4,12609,慓
1683,5,顠,5,顠,w333b0103,顠,5,12610,顠
1683,6,𩮳,6,𩮳,w333b0104,𩮳,6,12611,𩮳
1683,7,膘,7,膘,w333b0105,膘,7,12612,膘
1683,8,𦭼,8,𦭼,w333b0106,𦭼,8,12613,𦭼
1684,1,𪍑,1,𪍑,w333b0107,𪍑,1,12614,𪍑
1684,2,麨,2,麨,w333b0201,麨,2,12615,麨
1684,3,弨,3,弨,w333b0202,弨,3,12616,弨
1684,4,楢,4,楢,w333b0203,楢,4,12617,楢
1684,5,眧,5,眧,w333b0204,眧,5,12618,眧
1685,1,縹,1,縹,w333b0205,縹,1,12619,縹
1685,2,醥,2,醥,w333b0206,醥,2,12620,醥
1685,3,犥,3,犥,w333b0301,犥,3,12621,犥
1685,4,顠,4,顠,w333b0302,顠,4,12622,顠
1685,5,皫,5,皫,w333b0303,皫,5,12623,皫
1685,6,篻,6,篻,w333b0304,篻,6,12624,篻
1685,7,瞟,7,瞟,w333b0305,瞟,7,12625,瞟
1685,8,膘,8,膘,w333b0306,膘,8,12626,膘
1686,1,眇,1,眇,w333b0307,眇,1,12627,眇
1686,2,渺,2,渺,w333b0401,渺,2,12628,渺
1686,3,訬,3,訬,w333b0402,訬,3,12629,訬
1686,4,𦳥,4,𦳥,w333b0403,𦳥,4,12630,𦳥
1686,5,淼,5,淼,w333b0404,淼,5,12631,淼
1686,6,杪,6,杪,w333b0405,杪,6,12632,杪
1686,7,秒,7,秒,w333b0406,秒,7,12633,秒
1686,8,藐,8,藐,w333b0407,藐,8,12634,藐
1686,9,吵,9,吵,w333b0501,吵,9,12635,吵
1686,10,篎,10,篎,w333b0502,篎,10,12636,篎
1687,1,紹,1,紹,w333b0503,紹,1,12637,紹
1687,2,綤,2,綤,w333b0504,綤〈⿱卲糸〉,2,12638,綤
1687,3,佋,3,佋,w333b0505,佋,3,12639,佋
1687,4,袑,4,袑,w333b0506,袑,4,12640,袑
1687,5,䙼,5,䙼,w333b0507,䙼,5,12641,䙼
1688,1,矯,1,矯,w333b0601,矯,1,12642,矯
1688,2,鱎,2,鱎,w333b0602,鱎,2,12643,鱎
1688,3,䚩,3,䚩,w333b0603,䚩,3,12644,䚩
1688,4,敽,4,敽,w333b0604,敽,4,12645,敽
1688,5,撟,5,撟,w333b0605,撟,5,12646,撟
1688,6,嬌,6,嬌,w333b0701,嬌,6,12647,嬌
1688,7,𥃧,7,𥃧,w333b0702,𥃧,7,12648,𥃧
1688,8,蟜,8,蟜,w333b0703,蟜,8,12649,蟜
1688,9,譑,9,譑,w333b0704,譑,9,12650,譑
1688,10,𨝰,10,𨝰,w333b0801,𨝰,10,12651,𨝰
1688,11,孂,11,孂,w333b0802,孂,11,12652,孂
1688,12,蹻,12,蹻,w333b0803,蹻,12,12653,蹻
1689,1,表,1,表,w333b0804,表,1,12654,表
1689,2,𧘝,2,𧘝,w333b0901,𧘝,2,12655,𧘝
1689,3,𧞧,3,𧞧,w333b0902,𧞧,3,12656,𧞧
1689,4,䔸,4,䔸,w333b0903,䔸,4,12657,䔸
1690,1,褾,1,褾,w333b0904,褾,1,12658,褾
1690,2,𧢄,2,𧢄,w333b0905,𧢄,2,12659,𧢄
1690,3,標,3,標,w333b0906,標,3,12660,標
1690,4,㟽,4,㟽,w333b0907,㟽,4,12661,㟽
1691,1,藨,1,藨,w333b1001,藨,1,12662,藨
1691,2,𦳤,2,𦳤,w333b1002,𦳤,2,12663,𦳤
1691,3,殍,3,殍,w333b1003,殍,3,12664,殍
1691,4,莩,4,莩,w333b1004,莩,4,12665,莩
1691,5,𠬪,5,𠬪,w333b1005,𠬪,5,12666,𠬪
1691,6,㰶,6,㰶,w333b1006,㰶,6,12667,㰶
1691,7,㹾,7,㹾,w333b1007,㹾,7,12668,㹾
1691,8,𧴎,8,𧴎,w334a0101,𧴎,8,12669,𧴎
1692,1,鷕,1,鷕,w334a0102,鷕,1,12670,鷕
1692,2,溔,2,溔,w334a0103,溔,2,12671,溔
1692,3,舀,3,舀,w334a0104,𦥝,3,12672,舀
1692,4,𦥨,4,𦥨,w334a0105,𦥨〈⿰臼宂〉,4,12673,𦥨
1692,5,抭,5,抭,w334a0106,㧒〈抭〉,5,12674,抭
1692,6,𩨴,6,𩨴,w334a0107,𩨴,6,12675,𩨴
1692,7,䁘,7,䁘,w334a0201,䁘,7,12676,䁘
1693,1,悄,1,悄,w334a0202,悄,1,12677,悄
1693,2,愀,2,愀,w334a0203,愀,2,12678,愀
1693,3,釥,3,釥,w334a0204,釥,3,12679,釥
1694,1,剿,1,剿,w334a0205,𠟿,1,12680,𠞰
1694,2,劋,2,劋,w334a0206,𠟯,2,12681,𠟯
1694,3,勦,3,勦,w334a0301,勦,3,12682,勦
1694,4,漅,4,漅,w334a0302,漅,4,12683,漅
1694,5,𨙹,5,𨙹,w334a0303,𨙹,5,12684,𨙹
1694,6,𤃭,6,𤃭,w334a0304,𤃭,6,12685,𤃭
1694,7,膘,7,膘,w334a0305,膘,7,12686,膘
1694,8,𢄺,8,𢄺,w334a0306,𢄺,8,12687,𢄺
1695,1,𨲭,1,𨲭,w334a0307,𨲭,1,12688,𨲭
1696,1,繚,1,繚,w334a0308,繚,1,12689,繚
1696,2,燎,2,燎,w334a0401,燎,2,12690,燎
1696,3,𢻢,3,𢻢,w334a0402,𢻢,3,12691,𢻢
1696,4,璙,4,璙,w334a0403,璙,4,12692,璙
1696,5,憭,5,憭,w334a0404,憭,5,12693,憭
1696,6,爒,6,爒,w334a0405,爒,6,12694,爒
1696,7,僚,7,僚,w334a0406,僚,7,12695,僚
1696,8,䩍,8,䩍,w334a0501,䩍,8,12696,䩍
1696,9,嫽,9,嫽,w334a0502,嫽,9,12697,嫽
1697,1,麃,1,麃,w334a0503,麃,1,12698,麃
1698,1,闄,1,闄,w334a0601,闄,1,12699,闄
1699,1,巧,1,巧,w334a0701,巧,1,12700,巧
1699,2,䲾,2,䲾,w334a0702,䲾,2,12701,䲾
1700,1,澩,1,澩,w334a0703,澩,1,12702,澩
1700,2,㺒,2,㺒,w334a0801,㺒,2,12703,㺒
1700,3,䕧,3,䕧,w334a0802,䕧,3,12704,䕧
1700,4,佼,4,佼,w334a0803,佼,4,12705,佼
1700,5,䀊,5,䀊,w334a0901,䀊,5,12706,䀊
1700,6,䉰,6,䉰,w334a0902,䉰,6,12707,䉰
1701,1,飽,1,飽,w334a0903,飽,1,12708,飽
1701,2,𩜿,2,𩜿,w334a0904,𩝰,2,12709,𩝰
1701,3,𩛁,3,𩛁,w334a0905,𩛁,3,12710,𩛁
1702,1,㺒,1,㺒,w334a0906,㺒,1,12711,㺒
1702,2,撓,2,撓,w334a0907,撓,2,12712,撓
1702,3,獿,3,獿,w334a1001,獿,3,12713,獿
1703,1,卯,1,卯,w334a1002,卯,1,12714,卯
1703,2,戼,2,戼,w334b0301,戼,2,12715,戼
1703,3,緢,3,緢,w334b0302,緢,3,12716,緢
1703,4,泖,4,泖,w334b0401,泖,4,12717,泖
1703,5,媌,5,媌,w334b0402,媌,5,12718,媌
1703,6,昴,6,昴,w334b0403,昴,6,12719,昴
1703,7,茆,7,茆,w334b0404,茆,7,12720,茆
1704,1,絞,1,絞,w334b0405,絞,1,12721,絞
1704,2,狡,2,狡,w334b0501,狡,2,12722,狡
1704,3,佼,3,佼,w334b0502,佼,3,12723,佼
1704,4,攪,4,攪,w334b0503,攪,4,12724,攪
1704,5,䕧,5,䕧,w334b0504,䕧,5,12725,䕧
1704,6,筊,6,筊,w334b0601,筊,6,12726,筊
1704,7,𢯴,7,𢯴,w334b0602,𢯴,7,12727,𢯴
1704,8,鉸,8,鉸,w334b0603,鉸,8,12728,鉸
1704,9,𥂔,9,𥂔,w334b0604,𥂔,9,12729,𥂔
1704,10,姣,10,姣,w334b0605,姣,10,12730,姣
1704,11,烄,11,烄,w334b0606,烄,11,12731,烄
1704,12,𢽻〈𤉧〉,12,𢽻〈𤉧〉,w334b0607,𢽻〈⿰⿱爻火攵〉,12,12732,𢽻
1704,13,䀊,13,䀊,w334b0608,䀊,13,12733,䀊
1704,14,䉰,14,䉰,w334b0701,䉰,14,12734,䉰
1704,15,㽱,15,㽱,w334b0702,㽱,15,12735,㽱
1705,1,爪,1,爪,w334b0703,爪,1,12736,爪
1705,2,㕚,2,㕚,w334b0704,㕚,2,12737,㕚
1705,3,䝖,3,䝖,w334b0801,䝖,3,12738,䝖
1705,4,瑵,4,瑵,w334b0802,瑵,4,12739,瑵
1705,5,笊,5,笊,w334b0803,笊,5,12740,笊
1705,6,𢁬,6,𢁬,w334b0804,𢁬,6,12741,𢁬
1705,7,抓,7,抓,w334b0805,抓,7,12742,抓
1705,8,𦬔,8,𦬔,w334b0806,𦬔,8,12743,𦬔
1706,1,拗,1,拗,w334b0807,拗,1,12744,拗
1706,2,鴢,2,鴢,w334b0808,鴢,2,12745,鴢
1706,3,𢂊,3,𢂊,w334b0901,𢂊,3,12746,𢂊
1706,4,𥃺〈𥄀〉,4,𥃺〈𥄀〉,w334b0902,𥃺〈見〉,4,12747,𥃯
1706,5,狕,5,狕,w334b0903,狕,5,12748,狕
1707,1,鮑,1,鮑,w334b0904,鮑,1,12749,鮑
1707,2,骲,2,骲,w334b1001,骲,2,12750,骲
1707,3,𡂟,3,𡂟,w334b1002,𡂟,3,12751,𡂟
1707,4,鞄,4,鞄,w334b1003,鞄,4,12752,鞄
1708,1,齩,1,齩,w334b1004,齩,1,12753,齩
1709,1,䰫,1,䰫,w334b1005,䰫,1,12754,䰫
1709,2,㑿,2,㑿,w334b1006,㑿,2,12755,㑿
1710,1,煼,1,煼,w335a0101,煼,1,12756,煼
1710,2,𩱦,2,𩱦,w335a0102,𩱦,2,12757,𩱦
1710,3,𤌉,3,𤌉,w335a0103,𤌉,3,12758,𤌉
1710,4,炒,4,炒,w335a0104,炒,4,12759,炒
1710,5,謅,5,謅,w335a0105,謅,5,12760,謅
1710,6,𩱈,6,𩱈,w335a0106,𩱈,6,12761,𩱈
1710,7,吵,7,吵,w335a0107,吵,7,12762,吵
1711,1,䝤,1,䝤,w335a0108,䝤,1,12763,䝤
1711,2,獠,2,獠,w335a0201,獠,2,12764,獠
1712,1,㪢,1,㪢,w335a0202,𢾐,1,12765,𢾐
1713,1,晧,1,晧,w335a0301,晧,1,12766,晧
1713,2,昊,2,昊,w335a0302,昊,2,12767,昊
1713,3,昦,3,昦,w335a0303,昦,3,12768,昦
1713,4,暤,4,暤,w335a0304,暭,4,12769,暭
1713,5,鎬,5,鎬,w335a0401,鎬,5,12770,鎬
1713,6,浩,6,浩,w335a0402,浩,6,12771,浩
1713,7,顥,7,顥,w335a0403,顥,7,12772,顥
1713,8,灝,8,灝,w335a0501,灝,8,12773,灝
1713,9,鰝,9,鰝,w335a0502,鰝,9,12774,鰝
1713,10,夰,10,夰,w335a0503,夰,10,12775,夰
1713,11,薃,11,薃,w335a0504,薃,11,12776,薃
1713,12,鄗,12,鄗,w335a0601,鄗,12,12777,鄗
1713,13,𨛴,13,𨛴,w335a0602,𨛴,13,12778,𨛴
1713,14,𧇼,14,𧇼,w335a0603,𧇼,14,12779,𧇼
1713,15,𥢑,15,𥢑,w335a0604,𥢑,15,12780,𥢑
1713,16,滈,16,滈,w335a0605,滈,16,12781,滈
1714,1,抱,1,抱,w335a0606,抱,1,12782,抱
1715,1,老,1,老,w335a0701,老,1,12783,老
1715,2,䝤,2,䝤,w335a0702,䝤,2,12784,䝤
1715,3,獠,3,獠,w335a0703,獠,3,12785,獠
1715,4,轑,4,轑,w335a0704,轑,4,12786,轑
1715,5,橑,5,橑,w335a0705,橑,5,12787,橑
1715,6,潦,6,潦,w335a0801,潦,6,12788,潦
1715,7,䕩,7,䕩,w335a0802,䕩,7,12789,䕩
1715,8,栳,8,栳,w335a0803,栳,8,12790,栳
1715,9,𣠼,9,𣠼,w335a0804,𣠼,9,12791,𣠼
1715,10,𩔇,10,𩔇,w335a0805,𩔇,10,12792,𩔇
1715,11,恅,11,恅,w335a0806,恅,11,12793,恅
1715,12,𡂕,12,𡂕,w335a0807,𡂕,12,12794,𡂕
1715,13,䵏,13,䵏,w335a0901,䵏,13,12795,䵏
1715,14,澇,14,澇,w335a0902,澇,14,12796,澇
1716,1,討,1,討,w335a0903,討,1,12797,討
1716,2,套,2,套,w335a0904,𡘷,2,12798,𡘷
1716,3,槄,3,槄,w335a0905,槄,3,12799,槄
1717,1,道,1,道,w335a0906,道,1,12800,道
1717,2,衟,2,衟,w335a1001,衟,2,12801,衟
1717,3,𡬹,3,𡬹,w335a1002,𡬹,3,12802,𡬲
1717,4,稻,4,稻,w335a1003,稻,4,12803,稻
1717,5,駣,5,駣,w335b0101,駣,5,12804,駣
1717,6,䆃,6,䆃,w335b0102,䆃,6,12805,䆃
