小韻號,首字,音韻地位,反切,直音,細分轄字
1473,緊,見開三A真上,居忍,,
1474,盡,從開三真上,慈忍,,
1475,㯸,精開三真上,即忍,,
1476,牝,並三A真上,毗忍,,
1477,釿,疑開三B真上,宜引,,
1478,笉,云合三B真上,士〈于〉忍,,
1479,窘,羣合三B真上,渠殞,,
1480,引,以開三真上,余忍,,
1481,愍,明三B真上,眉殞,,
1482,泯,明三A真上,武盡,,
1483,殞,云合三B真上,于敏,,
1484,準,章合三真上,之尹,,
1485,尹,以合三真上,余準,,
1486,筍,心合三真上,思尹,,
1487,蝡,日合三仙上,而允〈兗〉,,
1488,蠢,昌合三真上,尺尹,,
1489,盾,船合三真上,食尹,,
1490,偆,徹合三真上,癡準,,
1491,耣,來合三真上,力準,,
1492,𣯍,日合三真上,而尹,,
1493,𦃢,溪合三B真上,丘尹,,
1494,螼,溪開三A真上,弃忍,,
1495,賰,書合三真上,式允,,
1496,脪,曉開三B真上,興腎,,
1497,濜,崇開三臻上,鉏紖,,
1498,屒,知開三真上,珍忍,,
1499,吻,明三C文上,武粉,,
1500,粉,幫三C文上,方吻,,
1501,憤,並三C文上,房吻,,
1502,忿,滂三C文上,敷粉,,
1503,惲,影合三C文上,於粉,,
1504,齳,疑合三C文上,魚吻,,
1505,抎,云合三C文上,云粉,,
1506,𧼐,溪合三C文上,丘粉,,
1507,隱,影開三C殷上,於謹,,
1508,謹,見開三C殷上,居隱,,
1509,𧤛,莊開三臻上,仄謹,,
1510,赾,溪開三C殷上,丘謹,,
1511,近,羣開三C殷上,其謹,,
1512,齔,初開三臻上,初謹,,
1513,听,疑開三C殷上,牛謹,,
1514,䘆,曉開三C殷上,休謹,,
1515,阮,疑合三C元上,虞遠,,
1516,遠,云合三C元上,雲阮,,
1517,偃,影開三C元上,於幰,,
1518,湕,見開三C元上,居偃,,
1519,寋,羣開三C元上,其偃,,
1520,𧥛,溪開三C元上,去偃,,
1521,𧥜,疑開三C元上,語偃,,
1522,幰,曉開三C元上,虛偃,,
1523,晚,明三C元上,無遠,,
1524,反,幫三C元上,府遠,,
1525,𧯦,羣合三C元上,求晚,,
1526,婉,影合三C元上,於阮,,
1527,䅚,溪合三C元上,去阮,,
1528,暅,曉合三C元上,況晚,,
1529,飯,並三C元上,扶晚,,
1530,混,匣合一魂上,胡本,,
1531,翉,滂一魂上,普本,,
1532,忖,清合一魂上,倉本,,
1533,本,幫一魂上,布忖,,
1534,損,心合一魂上,蘇本,,
1535,𠟃,精合一魂上,兹損,,
1536,穩,影合一魂上,烏本,,
1537,囤,定合一魂上,徒損,,
1538,鱒,從合一魂上,才本,,
1539,𩩌,見合一魂上,古本,,
1540,畽,透合一魂上,他袞,,
1541,閫,溪合一魂上,苦本,,
1542,㤻,來合一魂上,盧本,,
1543,獖,並一魂上,蒲本,,
1544,懣,明一魂上,模本,,
1545,㶧,泥合一魂上,乃本,,
1546,𦃕,曉合一魂上,虛本,,
1547,很,匣開一痕上,胡墾,,
1548,墾,溪開一痕上,康很,,
1549,䫀,見開一痕上,古很,,
1550,旱,匣開一寒上,胡笴,,
1551,亶,端開一寒上,多旱,,
1552,坦,透開一寒上,他但,,
1553,散,心開一寒上,蘇旱,,
1554,但,定開一寒上,徒旱,,
1555,瓚,從開一寒上,藏旱,,
1556,笴,見開一寒上,古旱,,
1557,嬾,來開一寒上,落旱,,
1558,侃,溪開一寒上,空旱,,
1559,䍐,曉開一寒上,呼旱,,
1560,䰖,精開一寒上,作旱,,
1561,緩,匣合一寒上,胡管,,
1562,短,端合一寒上,都管,,
1563,椀,影合一寒上,烏管,,
1564,疃,透合一寒上,吐緩,,
1565,算,心合一寒上,蘇管,,
1566,管,見合一寒上,古滿,,
1567,卵,來合一寒上,盧管,,
1568,款,溪合一寒上,苦管,,
1569,煗,泥合一寒上,乃管,,
1570,纂,精合一寒上,作管,,
1571,伴,並一寒上,蒲旱,,
1572,滿,明一寒上,莫旱,,
1573,粄,幫一寒上,博管,,
1574,鄹,從合三虞上,辝（辭）纂｟短｠〈矩〉,,
1575,斷,定合一寒上,徒管,,
1576,攤,泥開一寒上,奴但,,
1577,坢,滂一寒上,普伴,,
1578,潸,生開二刪上,數板,,
1579,綰,影合二刪上,烏板,,
1580,版,幫二刪上,布綰,,
1581,䩆,莊開二刪上,側板,,
1582,赧,孃開二刪上,奴板,,
1583,僩,匣開二刪上,下赧,,
1584,睆,匣合二刪上,戶板,,
1585,阪,並二刪上,扶板,,
1586,矕,明二刪上,武板,,
1587,𪘪,崇開二刪上,士板,,
1588,𪗙,疑開二刪上,五板,,
1589,㹽,初開二刪上,初板,,
1590,眅,滂二刪上,普板,,
1591,撰,崇合二刪上,雛鯇,,
1592,產,生開二山上,所簡,,
1593,限,匣開二山上,胡簡,,
1594,𥇅,明二山上,武簡,,
1595,簡,見開二山上,古限,,
1596,剗,初開二山上,初限,,
1597,棧,崇開二山上,士限,,
1598,眼,疑開二山上,五限,,
1599,醆,莊開二山上,阻限,,
1600,㦃,初合二山上,初綰,,
1601,齦,溪開二山上,起限,,
1602,銑,心開四先上,蘇典,,
1603,腆,透開四先上,他典,,
1604,典,端開四先上,多殄,,
1605,蝘,影開四先上,於殄,,
1606,殄,定開四先上,徒典,,
1607,繭,見開四先上,古典,,
1608,峴,匣開四先上,胡典,,
1609,顯,曉開四先上,呼典,,
1610,㨠,明四先上,彌殄,,
1611,撚,泥開四先上,乃殄,,
1612,編,幫四先上,方典,,
1613,泫,匣合四先上,胡畎,,
1614,𡿨,見合四先上,姑泫,,
1615,辮,並四先上,薄泫,,
1616,犬,溪合四先上,苦泫,,
1617,𥧬,溪開四先上,牽繭,,
1618,齞,疑開四先上,研峴,,
1619,獮,心開三仙上,息淺,,
1620,演,以開三仙上,以淺,,
1621,踐,從開三仙上,慈演,,
1622,展,知開三仙上,知演,,
1623,𦗢,章開三仙上,旨善,,
1624,趁,孃開三仙上,尼展,,
1625,淺,清開三仙上,士〈七〉演,,
1626,闡,昌開三仙上,昌善,,
1627,遣,溪開三A仙上,去演,,
1628a,蹇,見開三B仙上,九輦,,蹇謇搴𢷘𠐻𦂇𡾰藆𩽜䙭
1628b,𢵈,見開三A仙上,九輦〖善〗,,𢵈
1629,善,常開三仙上,常演,,
1630,翦,精開三仙上,即淺,,
1631,蹨,日開三仙上,人善,,
1632,𦆀,邪開三仙上,徐翦,,
1633,輦,來開三仙上,力展,,
1634,齴,疑開三B仙上,魚蹇,,
1635,件,羣開三B仙上,其輦,,
1636,辯,並三B仙上,符蹇,,
1637,緬,明三A仙上,彌兗,,
1638,褊,幫三A仙上,方緬,,
1639,臇,精合三仙上,子兗,,
1640,雋,從合三仙上,徂兗,,
1641,辡,幫三B仙上,方免,,
1642,兗,以合三仙上,以轉,,
1643,臠,來合三仙上,力兗,,
1644,轉,知合三仙上,陟兗,,
1645,卷,見合三B仙上,居轉,,
1646,圈,羣合三B仙上,渠篆,,
1647,輭,日合三仙上,而兗,,
1648,舛,昌合三仙上,昌兗,,
1649,膞,常合三仙上,市兗,,
1650,篆,澄合三仙上,持兗,,
1651,剸,章合三仙上,旨兗,,
1652,選,心合三仙上,思兗,,
1653,撰,崇合三仙上,士免,,
1654,蜎,羣合三A仙上,狂兗,,
1655,蠉,曉合三A仙上,香兗,,
1656,楩,並三A仙上,符善,,
1657,免,明三B仙上,亡辨,,
1658,搌,徹開三仙上,丑善,,
1659,鴘,滂三B仙上,被〈披〉免,,
1660,㒄,書開三仙上,式善,,
1661,㫃,影開三B仙上,於蹇,,
1662,邅,澄開三仙上,除善,,
1663,棧,崇開三仙上,士免,,
1664,篠,心開四蕭上,先鳥,,
1665,皎,見開四蕭上,古了,,
1666,鳥,端開四蕭上,都了,,
1667,了,來開四蕭上,盧鳥,,
1668,朓,透開四蕭上,土了,,
1669,䥵,曉開四蕭上,馨皛,,
1670,杳,影開四蕭上,烏晈,,
1671,嬲,泥開四蕭上,奴鳥,,
1672,皛,匣開四蕭上,胡了,,
1673,窕,定開四蕭上,徒了,,
1674,磽,溪開四蕭上,苦皎,,
1675,湫,精開四蕭上,子了,,
1676,小,心開三宵上,私兆,,
1677,肈,澄開三宵上,治小,,
1678,沼,章開三宵上,之少,,
1679,夭,影開三B宵上,於兆,,
1680,巐,徹開三宵上,丑小,,
1681,少,書開三宵上,書沼,,
1682,擾,日開三宵上,而沼,,
1683,摽,並三A宵上,符少,,
1684,𪍑,昌開三宵上,尺沼,,
1685,縹,滂三A宵上,敷沼,,
1686,眇,明三A宵上,亡沼,,
1687,紹,常開三宵上,市沼,,
1688,矯,見開三B宵上,居夭,,
1689,表,幫三B宵上,陂矯,,
1690,褾,幫三A宵上,方小,,
1691,藨,並三B宵上,平表,,
1692a,鷕,以合三脂上,以沼｟小｠〈水〉,,鷕
1692b,溔,以開三宵上,以沼,,溔舀𦥨抭𩨴䁘
1693,悄,清開三宵上,親小,,
1694,剿,精開三宵上,子小,,
1695,𨲭,羣開三B宵上,巨夭,,
1696,繚,來開三宵上,力小,,
1697,麃,滂三B宵上,滂表,,
1698,闄,影開三A宵上,於小,,
1699,巧,溪開二肴上,苦絞,,
1700,澩,匣開二肴上,下巧,,
1701,飽,幫二肴上,博巧,,
1702,㺒,孃開二肴上,奴巧,,
1703,卯,明二肴上,莫飽,,
1704,絞,見開二肴上,古巧,,
1705,爪,莊開二肴上,側絞,,
1706,拗,影開二肴上,於絞,,
1707,鮑,並二肴上,薄巧,,
1708,齩,疑開二肴上,五巧,,
1709,䰫,崇開二肴上,士絞,,
1710,煼,初開二肴上,初爪,,
1711,䝤,知開二肴上,張絞,,
1712,㪢,生開二肴上,山巧,,
1713,晧,匣開一豪上,胡老,,
1714,抱,並一豪上,薄浩,,
1715,老,來開一豪上,盧晧,,
1716,討,透開一豪上,他浩,,
1717,道,定開一豪上,徒晧,,
1718,堖,泥開一豪上,奴晧,,
1719,㛮,心開一豪上,蘇老,,
1720,倒,端開一豪上,都晧,,
1721,草,清開一豪上,采老,,
1722,早,精開一豪上,子晧,,
1723,皁,從開一豪上,昨早,,
1724,暠,見開一豪上,古老,,
1725,好,曉開一豪上,呼晧,,
1726,蓩,明一豪上,武道,,
1727,寶,幫一豪上,博抱,,
1728,襖,影開一豪上,烏晧,,
1729,考,溪開一豪上,苦浩,,
1730,𦽀,疑開一豪上,五老,,
1731,哿,見開一歌上,古我,,
1732,瑳,清開一歌上,千可,,
1733,嚲,端開一歌上,丁可,,
1734,縒,心開一歌上,蘇可,,
1735,爹,定開一歌上,徒可,,
1736,我,疑開一歌上,五可,,
1737,袉,透開一歌上,吐可,,
1738,㰁,來開一歌上,來可,,
1739,橠,泥開一歌上,奴可,,
1740,荷,匣開一歌上,胡可,,
1741,㰤,曉開一歌上,虛我,,
1742,可,溪開一歌上,枯我,,
1743,𨵌,影開一歌上,烏可,,
1744,左,精開一歌上,臧可,,
1745,果,見合一歌上,古火,,
1746,埵,端合一歌上,丁果,,
1747,鎖,心合一歌上,蘇果,,
1748,墮,定合一歌上,徒果,,
1749,妥,透合一歌上,他果,,
1750,麼,明一歌上,亡果,,
1751,坐,從合一歌上,徂果,,
1752,㛂,疑合一歌上,五果,,
1753,裸,來合一歌上,郎果,,
1754,婐,影合一歌上,烏果,,
1755,㛂,泥合一歌上,奴果,,
1756,跛,幫一歌上,布火,,
1757,叵,滂一歌上,普火,,
1758,禍,匣合一歌上,胡果,,
1759,火,曉合一歌上,呼果,,
1760,顆,溪合一歌上,苦果,,
1761,爸,並一歌上,捕可,,
1762,脞,清合一歌上,倉果,,
1763,硰,清開一歌上,作｟子｠〈千〉可,,
1764,馬,明二麻上,莫下,,
1765,者,章開三麻上,章也,,
1766,野,以開三麻上,羊者,,
1767,雅,疑開二麻上,五下,,
1768,檟,見開二麻上,古疋,,
1769,灑,生開二麻上,砂（沙）下,,
1770,啞,影開二麻上,烏下,,
1771,灺,邪開三麻上,徐野,,
1772,下,匣開二麻上,胡雅,,
1773,寫,心開三麻上,悉姐,,
1774,𡎬,莊合二麻上,𩛠瓦,,
1775,乜,明三A麻上,彌也,,
1776,且,清開三麻上,七也,,
1777,㗿,曉開二麻上,許下,,
1778,社,常開三麻上,常者,,
1779,跒,溪開二麻上,苦下,,
1780,跁,並二麻上,傍下,,
1781,捨,書開三麻上,書冶,,
1782,姐,精開三麻上,兹野,,
1783,把,幫二麻上,博下,,
1784,踝,匣合二麻上,胡瓦,,
1785,寡,見合二麻上,古瓦,,
1786,瓦,疑合二麻上,五寡,,
1787,若,日開三麻上,人者,,
1788,鮓,莊開二麻上,側下,,
1789,觰,知開二麻上,都賈,,
1790,槎,崇開二麻上,士下,,
1791,奲,昌開三麻上,昌者,,
1792,䋾,知開二麻上,竹下,,
1793,䋈,孃開二麻上,奴下,,
1794,髁,溪合二麻上,苦瓦,,
1795,䂳,初合二麻上,叉瓦,,
1796,䊬,徹合二麻上,丑寡,,
1797,葰,生合二麻上,沙瓦,,
1798,奼,徹開二麻上,丑下,,
1799,藞,來開二麻上,盧下,,
1800,養,以開三陽上,餘兩,,
1801,像,邪開三陽上,徐兩,,
1802,㢡,精開三陽上,即兩,,
1803,㒳,來開三陽上,良㢡,,
1804,鞅,影開三C陽上,於兩,,
1805,勥,羣開三C陽上,其兩,,
1806,仰,疑開三C陽上,魚兩,,
1807,磢,初開三陽上,初兩,,
1808,想,心開三陽上,息兩,,
1809,掌,章開三陽上,諸兩,,
1810,𤕤,生開三陽上,疎兩,,
1811,響,曉開三C陽上,許兩,,
1812,敞,昌開三陽上,昌兩,,
1813,繈,見開三C陽上,居兩,,
1814,丈,澄開三陽上,直兩,,
1815,昶,徹開三陽上,丑兩,,
1816,獷,見合三C陽上,居往,,
1817,壤,日開三陽上,如兩,,
1818,賞,書開三陽上,書兩,,
1819,髣,滂三C陽上,妃兩,,
1820,网,明三C陽上,文兩,,
1821,昉,幫三C陽上,分网,,
1822,枉,影合三C陽上,紆往,,
1823,往,云合三C陽上,于兩,,
1824,怳,曉合三C陽上,許昉,,
1825,搶,清開三陽上,七兩,,
1826,長,知開三陽上,知丈,,
1827,上,常開三陽上,時掌,,
1828,俇,羣合三C陽上,求往,,
1829,臩,見合三C陽上,俱往,,
1830,𩦠,並三A宵平,毗養｟兩｠〈霄〉,,
1831,䫪,初開三陽上,初丈,,
1832,蕩,定開一唐上,徒朗,,
1833,顙,心開一唐上,蘇朗,,
1834,廣,見合一唐上,古晃,,
1835,榜,幫一唐上,北朗,,
1836,駔,精開一唐上,子朗,,
1837,曩,泥開一唐上,奴朗,,
1838,沆,匣開一唐上,胡朗,,
1839,曭,透開一唐上,他朗,,
1840,莽,明一唐上,模朗,,
1841,黨,端開一唐上,多朗,,
1842,朗,來開一唐上,盧黨,,
1843,坱,影開一唐上,烏朗,,
1844,慷,溪開一唐上,苦朗,,
1845,㳹,影合一唐上,烏晃,,
1846,晃,匣合一唐上,胡廣,,
1847,髈,滂一唐上,匹朗,,
1848,慌,曉合一唐上,呼晃,,
1849,䴚,見開一唐上,各朗,,
1850,䭹,疑開一唐上,五朗,,
1851,奘,從開一唐上,徂朗,,
1852,蒼,清開一唐上,麁朗,,
1853,汻,曉開一唐上,呼朗,,
1854,懬,溪合一唐上,丘晃,,
1855,梗,見開二庚上,古杏,,
1856,丙,幫三B庚上,兵永,,
1857,警,見開三B庚上,居影,,
1858,影,影開三B庚上,於丙,,
1859,省,生開三庚上,所景,,
1860,永,云合三B庚上,于憬,,
1861,𦬺,曉合三B庚上,許永,,
1862,皿,明三B庚上,武永,,
1863,憬,見合三B庚上,俱永,,
1864,杏,匣開二庚上,何梗,,
1865,猛,明二庚上,莫幸〖杏〗,,
1866,礦,見合二庚上,古猛,,
1867,浜,幫二庚上,布梗,,
1868,盯,知開二庚上,張梗,,
1869,瑒,澄開二庚上,徒杏,,
1870,䁝,影合二庚上,烏猛,,
1871,打,端開二庚上,德冷,,
1872,冷,來開二庚上,魯打,,
1873,卝,匣合二庚上,呼〈乎〉䁝,,
1874,鮩,並二庚上,蒲猛,,
1875,𥉁,溪合二庚上,苦礦,,
1876,檸,孃開二庚上,拏梗,,
1877,耿,見開二耕上,古幸,,
1878,䁅,明二耕上,武幸,,
1879,幸,匣開二耕上,胡耿,,
1880,𠊧,並二耕上,蒲幸,,
1881,皏,滂二耕上,普幸,,
1882,靜,從開三清上,疾郢,,
1883,整,章開三清上,之郢,,
1884,逞,徹開三清上,丑郢,,
1885,郢,以開三清上,以整,,
1886,痙,羣開三A清上,巨郢,,
1887,潁,以合三清上,餘頃,,
1888,領,來開三清上,良郢,,
1889,頸,見開三A清上,居郢,,
1890,餅,幫三A清上,必郢,,
1891,頃,溪合三A清上,去潁,,
1892,井,精開三清上,子郢,,
1893,廮,影開三A清上,於郢,,
1894,請,清開三清上,七靜,,
1895,省,心開三清上,息井,,
1896,眳,明三A清上,亡井,,
1897,徎,澄開三清上,丈井,,
1898,迥,匣合四青上,戶頂,,
1899,熲,見合四青上,古迥,,
1900,茗,明四青上,莫迥,,
1901,頂,端開四青上,都挺,,
1902,挺,定開四青上,徒鼎,,
1903,珽,透開四青上,他鼎,,
1904,汫,從開四青上,徂醒,,
1905,濙,影合四青上,烏迥,,
1906,謦,溪開四青上,去挺,,
1907,𩕳,泥開四青上,乃挺,,
1908,婞,匣開四青上,胡頂,,
1909,醒,心開四青上,蘇挺,,
1910,鞞,幫四青上,補鼎,,
1911,褧,溪合四青上,口迥,,
1912,剄,見開四青上,古挺,,
1913,頩,滂四青上,匹迥,,
1914,巊,影開四青上,烟（煙）涬,,
1915,笭,來開四青上,力鼎,,
1916,竝,並四青上,蒲迥,,
1917,詗,曉合四青上,火迥,,
1918,䀴,疑開四青上,五剄,,
1919,拯,章開三蒸上,,蒸上聲,
1920,庱,徹開三蒸上,丑拯,,
1921,殑,羣開三C蒸上,其拯,,
1922,㱡,生開三蒸上,色庱,,
1923,等,端開一登上,多肯,,
1924,倗,滂一登上,普等,,
1925,肯,溪開一登上,苦等,,
1926,能,泥開一登上,奴等,,
1927,有,云三C尤上,云久,,
1928,柳,來三尤上,力久,,
1929,狃,孃三尤上,女久,,
1930,丑,徹三尤上,敕久,,
1931,肘,知三尤上,陟柳,,
1932,朽,曉三C尤上,許久,,
1933,久,見三C尤上,舉有,,
1934,首,書三尤上,書九,,
1935,醜,昌三尤上,昌九,,
1936,湫,從三尤上,在九,,
1937,婦,並三C尤上,房久,,
1938,缶,幫三C尤上,方久,,
1939,糗,溪三C尤上,去久,,
1940,蹂,日三尤上,人九,,
1941,舅,羣三C尤上,其九,,
1942,紂,澄三尤上,除柳,,
1943,酉,以三尤上,與久,,
1944,受,常三尤上,殖酉,,
1945,滫,心三尤上,息有,,
1946,䬀,影三C尤上,於柳,,
1947,酒,精三尤上,子酉,,
1948,溲,生三尤上,疎有,,
1949,帚,章三尤上,之九,,
1950,㤱,滂三C尤上,芳否,,
1951,掫,莊三尤上,側九,,
1952,𥣙,崇三尤上,士九,,
1953,𩋄,初三尤上,初九,,
1954,秠,滂三C尤上,芳婦,,
1955,厚,匣一侯上,胡口,,
1956,母,明一侯上,莫厚,,
1957,部,並一侯上,蒲口,,
1958,斗,端一侯上,當口,,
1959,𪌘,透一侯上,天口,,
1960,苟,見一侯上,古厚,,
1961,藕,疑一侯上,五口,,
1962,㨐,幫一侯上,方垢,,
1963,㝅,泥一侯上,乃后,,
1964,叜,心一侯上,蘇后,,
1965,吼,曉一侯上,呼后,,
1966,剖,滂一侯上,普后,,
1967,歐,影一侯上,烏后,,
1968,塿,來一侯上,郎斗,,
1969,走,精一侯上,子苟,,
1970,口,溪一侯上,苦后,,
1971,䕆,定一侯上,徒口,,
1972,鯫,從一侯上,仕垢,,
1973,趣,清一侯上,倉苟,,
1974,黝,影開三A幽上,於糾,,
1975,糾,見開三A幽上,居黝,,
1976,蟉,羣開三A幽上,渠黝,,
1977,寑,清開三侵上,七稔,,
1978,朕,澄開三侵上,直稔,,
1979,坅,溪開三B侵上,丘甚,,
1980,廩,來開三侵上,力稔,,
1981,罧,心開三侵上,斯甚,,
1982,踸,徹開三侵上,丑甚,,
1983,䤐,精開三侵上,子朕,,
1984,荏,日開三侵上,如甚,,
1985,枕,章開三侵上,章荏,,
1986,沈,書開三侵上,式任〈荏〉,,
1987,葚,船開三侵上,食荏,,
1988,甚,常開三侵上,常枕,,
1989,瀋,昌開三侵上,昌枕,,
1990,墋,初開三侵上,初朕,,
1991,拰,孃開三侵上,尼凜,,
1992,噤,羣開三B侵上,渠飲,,
1993,錦,見開三B侵上,居飲,,
1994,蕈,從開三侵上,慈荏,,
1995,僸,疑開三B侵上,牛錦,,
1996,㾕,生開三侵上,疎錦,,
1997,稟,幫三B侵上,筆錦,,
1998,㱃,影開三B侵上,於錦,,
1999,品,滂三B侵上,丕飲,,
2000,𩖄,溪開三B侵上,欽錦,,
2001,廞,曉開三B侵上,許錦,,
2002,戡,知開三侵上,張甚,,
2003,潭,以開三侵上,以荏,,
2004,𩒣,溪開三B侵上,士｟仕｠〈丘〉㾕,,
2005,感,見開一覃上,古禫,,
2006,禫,定開一覃上,徒感,,
2007,晻,影開一覃上,烏感,,
2008,腩,泥開一覃上,奴感,,
2009,襑,透開一覃上,他感,,
2010,歜,從開一覃上,徂感,,
2011,慘,清開一覃上,七感,,
2012,顉,疑開一覃上,五感,,
2013,昝,精開一覃上,子感,,
2014,糂,心開一覃上,桑感,,
2015,坎,溪開一覃上,苦感,,
2016,頷,匣開一覃上,胡感,,
2017,壈,來開一覃上,盧感,,
2018,黕,端開一覃上,都感,,
2019,䫲,曉開一覃上,呼唵,,
2020,敢,見開一談上,古覽,,
2021,㶒,書開三鹽上,賞敢,,
2022,覽,來開一談上,盧敢,,
2023,𦵹,透開一談上,吐敢,,
2024,膽,端開一談上,都敢,,
2025,噉,定開一談上,徒敢,,
2026,黲,清開一談上,倉敢,,
2027,㛧,明一談上,謨敢,,
2028,䭕,精開一談上,子敢,,
2029,槧,從開一談上,才敢,,
2030,喊,曉開一談上,呼覽,,
2031,埯,影開一談上,烏敢,,
2032,𠪚,溪開一談上,口敢,,
2033,琰,以開三鹽上,以冉,,
2034,斂,來開三鹽上,良冉,,
2035,險,曉開三B鹽上,虛檢,,
2036,貶,幫三B鹽上,方斂,,
2037,颭,章開三鹽上,占琰,,
2038,𩑳,溪開三B鹽上,丘檢,,
2039,顩,疑開三B鹽上,魚檢,,
2040,儉,羣開三B鹽上,巨險,,
2041,檢,見開三B鹽上,居奄,,
2042,黶,影開三A鹽上,於琰,,
2043,冉,日開三鹽上,而琰,,
2044,陝,書開三鹽上,失冉,,
2045,諂,徹開三鹽上,丑琰,,
2046,奄,影開三B鹽上,衣儉,,
2047,漸,從開三鹽上,慈染,,
2048,憸,清開三鹽上,七漸,,
2049,𩟗,精開三鹽上,子冉,,
2050,脥,溪開三A鹽上,謙琰,,
2051,剡,常開三鹽上,時染,,
2052,忝,透開四添上,他玷,,
2053,淰,泥開四添上,乃玷,,
2054,點,端開四添上,多忝,,
2055,簟,定開四添上,徒玷,,
2056,嗛,溪開四添上,苦簟,,
2057,稴,來開四添上,力忝,,
2058,鼸,匣開四添上,胡忝,,
2059,憯,清開四添上,青忝,,
2060,孂,見開三A幽上,兼｟居｠玷｟點｠〈黝〉,,
2061,𡕢,明四添上,明忝,,
2062,儼,疑開三C嚴上,魯〈魚〉掩〈埯〉,,
2063,欦,溪開三C嚴上,丘广,,
2064,埯,影開三C嚴上,於广,,
2065,豏,匣開二咸上,下斬,,
2066,湛,澄開二咸上,徒減,,
2067,㦿,溪開二咸上,苦減,,
2068,鹼,見開二咸上,古斬,,
2069,瀺,崇開二咸上,士減,,
2070,臉,來開二咸上,力減,,
2071,斬,莊開二咸上,側減,,
2072,䑎,初開二咸上,初減,,
2073,鬫,曉開二咸上,火斬,,
2074,摻,生開二咸上,所斬,,
2075,黯,影開二咸上,乙減,,
2076,喊,曉開二咸上,呼豏,,
2077,𦊔,孃開二咸上,女減,,
2078,𠐩,徹開二咸上,丑減,,
2079,檻,匣開二銜上,胡黤,,
2080,䫡,溪開二銜上,丘檻,,
2081,㨻,生開二銜上,山檻,,
2082,黤,影開二銜上,於檻,,
2083,醶,初開二銜上,初檻,,
2084,㺖,曉開二銜上,荒檻,,
2085,巉,崇開二銜上,仕檻,,
2086,范,並三C凡上,防錽,,
2087,錽,明三C凡上,亡范,,
2088,𦜒,幫三C凡上,府犯,,
2089,凵,溪開三C嚴上,丘犯,,
2090,釩,滂三C凡上,峯犯,,
2091,𠑆,徹開三嚴上,丑犯,,
2092,送,心一東去,蘇弄,,
2093,鳳,並三C東去,馮貢,,
2094,貢,見一東去,古送,,
2095,弄,來一東去,盧貢,,
2096,涷,端一東去,多貢,,
2097,控,溪一東去,苦貢,,
2098,糉,精一東去,作弄,,
2099,瓮,影一東去,烏貢,,
2100,謥,清一東去,千弄,,
2101,洞,定一東去,徒弄,,
2102,痛,透一東去,他貢,,
2103,仲,澄三東去,直眾,,
2104,諷,幫三C東去,方鳳,,
2105,焪,溪三C東去,去仲,,
2106,㝱,明三C東去,莫鳳,,
2107,𧽒,曉三C東去,香仲,,
2108,𢄐,明一東去,莫弄,,
2109,趥,清三東去,子〈千〉仲,,
2110,賵,滂三C東去,撫鳳,,
2111,𣀒,從一東去,徂送,,
2112,中,知三東去,陟仲,,
2113,哄,匣一東去,胡貢,,
2114,齈,泥一東去,奴凍,,
2115,眾,章三東去,之仲,,
2116,銃,昌三東去,充仲,,
2117,㓽,崇三東去,仕仲,,
2118,烘,曉一東去,呼貢,,
2119,宋,心一冬去,蘇統,,
2120,綜,精一冬去,子宋,,
2121,統,透一冬去,他綜,,
2122,雺,明一冬去,莫綜,,
2123,䃔,匣一冬去,乎宋,,
2124,用,以三鍾去,余頌,,
2125,頌,邪三鍾去,似用,,
2126,俸,並三C鍾去,扶用,,
2127,共,羣三C鍾去,渠用,,
2128,葑,幫三C鍾去,方用,,
2129,供,見三C鍾去,居用,,
2130,雍,影三C鍾去,於用,,
2131,湩,知三鍾去,竹用,,
2132,縱,精三鍾去,子用,,
2133,蹱,徹三鍾去,丑用,,
2134,䩸,日三鍾去,而用,,
2135,種,章三鍾去,之用,,
2136,重,澄三鍾去,柱用,,
2137,贚,來三鍾去,良用,,
2138,恐,溪三C鍾去,區用,,
2139,從,從三鍾去,疾用,,
2140,𢫨,孃三鍾去,穠用,,
2141,絳,見二江去,古巷,,
2142,巷,匣二江去,胡絳,,
2143,戇,知二江去,陟降,,
2144,䡴,澄二江去,直絳,,
2145,𥈄,徹二江去,丑絳,,
2146,漴,崇二江去,士絳,,
2147,肨,滂二江去,匹絳,,
2148,䎫,初二江去,楚絳,,
2149,淙,生二江去,色絳,,
2150,寘,章開三支去,支義,,
2151,避,並三A支去,毗義,,
2152,惴,章合三支去,之睡,,
2153,詈,來開三支去,力智,,
2154,豉,常開三支去,是義,,
2155,積,精開三支去,子智,,
2156,賜,心開三支去,斯義,,
2157,爲,云合三B支去,于僞,,
2158,䞈,見合三B支去,詭僞,,
2159,帔,滂三B支去,披義,,
2160,賁,幫三B支去,彼義,,
2161,髲,並三B支去,平義,,
2162,累,來合三支去,良僞,,
2163,寄,見開三B支去,居義,,
2164,臂,幫三A支去,卑義,,
2165,芰,羣開三B支去,奇寄,,
2166,刺,清開三支去,七賜,,
2167,易,以開三支去,以豉,,
2168,議,疑開三B支去,宜寄,,
2169,譬,滂三A支去,匹賜,,
2170,漬,從開三支去,疾智,,
2171,智,知開三支去,知義,,
2172,倚,影開三B支去,於義,,
2173,縋,澄合三支去,馳僞,,
2174,吹,昌合三支去,尺僞,,
2175,戲,曉開三B支去,香義,,
2176,企,溪開三A支去,去智,,
2177,縊,影開三A支去,於賜,,
