小韻號	首字	反切	音韻地位	細分轄字
1552	坦	他但	透開一寒上	
1553	散	蘇旱	心開一寒上	
1554	但	徒旱	定開一寒上	
1555	瓚	藏旱	從開一寒上	
1556	笴	古旱	見開一寒上	
1557	嬾	落旱	來開一寒上	
1558	侃	空旱	溪開一寒上	
1559	䍐	呼旱	曉開一寒上	
1560	䰖	作旱	精開一寒上	
1561	緩	胡管	匣合一寒上	
1562	短	都管	端合一寒上	
1563	椀	烏管	影合一寒上	
1564	疃	吐緩	透合一寒上	
1565	算	蘇管	心合一寒上	
1566	管	古滿	見合一寒上	
1567	卵	盧管	來合一寒上	
1568	款	苦管	溪合一寒上	
1569	煗	乃管	泥合一寒上	
1570	纂	作管	精合一寒上	
1571	伴	蒲旱	並一寒上	
1572	滿	莫旱	明一寒上	
1573	粄	博管	幫一寒上	
1574	鄹	辝纂｟短｠〈矩〉	從合三虞上	
1575	斷	徒管	定合一寒上	
1576	攤	奴但	泥開一寒上	
1577	坢	普伴	滂一寒上	
1578	潸	數板	生開二刪上	
1579	綰	烏板	影合二刪上	
1580	版	布綰	幫二刪上	
1581	䩆	側板	莊開二刪上	
1582	赧	奴板	孃開二刪上	
1583	僩	下赧	匣開二刪上	
1584	睆	戶板	匣合二刪上	
1585	阪	扶板	並二刪上	
1586	矕	武板	明二刪上	
1587	𪘪	士板	崇開二刪上	
1588	𪗙	五板	疑開二刪上	
1589	㹽	初板	初開二刪上	
1590	眅	普板	滂二刪上	
1591	撰	雛鯇	崇合二刪上	
1592	產	所簡	生開二山上	
1593	限	胡簡	匣開二山上	
1594	𥇅	武簡	明二山上	
1595	簡	古限	見開二山上	
1596	剗	初限	初開二山上	
1597	棧	士限	崇開二山上	
1598	眼	五限	疑開二山上	
1599	醆	阻限	莊開二山上	
1600	㦃	初綰	初合二山上	
1601	齦	起限	溪開二山上	
1602	銑	蘇典	心開四先上	
1603	腆	他典	透開四先上	
1604	典	多殄	端開四先上	
1605	蝘	於殄	影開四先上	
1606	殄	徒典	定開四先上	
1607	繭	古典	見開四先上	
1608	峴	胡典	匣開四先上	
1609	顯	呼典	曉開四先上	
1610	㨠	彌殄	明四先上	
1611	撚	乃殄	泥開四先上	
1612	編	方典	幫四先上	
1613	泫	胡畎	匣合四先上	
1614	𡿨	姑泫	見合四先上	
1615	辮	薄泫	並四先上	
1616	犬	苦泫	溪合四先上	
1617	𥧬	牽繭	溪開四先上	
1618	齞	研峴	疑開四先上	
1619	獮	息淺	心開三仙上	
1620	演	以淺	以開三仙上	
1621	踐	慈演	從開三仙上	
1622	展	知演	知開三仙上	
1623	𦗢	旨善	章開三仙上	
1624	趁	尼展	孃開三仙上	
1625	淺	士〈七〉演	清開三仙上	
1626	闡	昌善	昌開三仙上	
1627	遣	去演	溪開三A仙上	
1628a	蹇	九輦	見開三B仙上	蹇謇搴𢷘𠐻𦂇𡾰藆𩽜䙭
1628b	𢵈	九輦（善）	見開三A仙上	𢵈
1629	善	常演	常開三仙上	
1630	翦	即淺	精開三仙上	
1631	蹨	人善	日開三仙上	
1632	𦆀	徐翦	邪開三仙上	
1633	輦	力展	來開三仙上	
1634	齴	魚蹇	疑開三B仙上	
1635	件	其輦	羣開三B仙上	
1636	辯	符蹇	並三B仙上	
1637	緬	彌兗	明三A仙上	
1638	褊	方緬	幫三A仙上	
1639	臇	子兗	精合三仙上	
1640	雋	徂兗	從合三仙上	
1641	辡	方免	幫三B仙上	
1642	兗	以轉	以合三仙上	
1643	臠	力兗	來合三仙上	
1644	轉	陟兗	知合三仙上	
1645	卷	居轉	見合三B仙上	
1646	圈	渠篆	羣合三B仙上	
1647	輭	而兗	日合三仙上	
1648	舛	昌兗	昌合三仙上	
1649	膞	市兗	常合三仙上	
1650	篆	持兗	澄合三仙上	
1651	剸	旨兗	章合三仙上	
1652	選	思兗	心合三仙上	
1653	撰	士免	崇合三仙上	
1654	蜎	狂兗	羣合三A仙上	
1655	蠉	香兗	曉合三A仙上	
1656	楩	符善	並三A仙上	
1657	免	亡辨	明三B仙上	
1658	搌	丑善	徹開三仙上	
1659	鴘	被〈披〉免	滂三B仙上	
1660	㒄	式善	書開三仙上	
1661	㫃	於蹇	影開三B仙上	
1662	邅	除善	澄開三仙上	
1663	棧	士免	崇開三仙上	
1664	篠	先鳥	心開四蕭上	
1665	皎	古了	見開四蕭上	
1666	鳥	都了	端開四蕭上	
1667	了	盧鳥	來開四蕭上	
1668	朓	土了	透開四蕭上	
1669	䥵	馨皛	曉開四蕭上	
1670	杳	烏晈	影開四蕭上	
1671	嬲	奴鳥	泥開四蕭上	
1672	皛	胡了	匣開四蕭上	
1673	窕	徒了	定開四蕭上	
1674	磽	苦皎	溪開四蕭上	
1675	湫	子了	精開四蕭上	
1676	小	私兆	心開三宵上	
1677	肈	治小	澄開三宵上	
1678	沼	之少	章開三宵上	
1679	夭	於兆	影開三B宵上	
1680	巐	丑小	徹開三宵上	
1681	少	書沼	書開三宵上	
1682	擾	而沼	日開三宵上	
1683	摽	符少	並三A宵上	
1684	𪍑	尺沼	昌開三宵上	
1685	縹	敷沼	滂三A宵上	
1686	眇	亡沼	明三A宵上	
1687	紹	市沼	常開三宵上	
1688	矯	居夭	見開三B宵上	
1689	表	陂矯	幫三B宵上	
1690	褾	方小	幫三A宵上	
1691	藨	平表	並三B宵上	
1692a	鷕	以沼｟小｠〈水〉	以合三脂上	鷕
1692b	溔	以沼	以開三宵上	溔舀𦥨抭𩨴䁘
1693	悄	親小	清開三宵上	
1694	剿	子小	精開三宵上	
1695	𨲭	巨夭	羣開三B宵上	
1696	繚	力小	來開三宵上	
1697	麃	滂表	滂三B宵上	
1698	闄	於小	影開三A宵上	
1699	巧	苦絞	溪開二肴上	
1700	澩	下巧	匣開二肴上	
1701	飽	博巧	幫二肴上	
1702	㺒	奴巧	孃開二肴上	
1703	卯	莫飽	明二肴上	
1704	絞	古巧	見開二肴上	
1705	爪	側絞	莊開二肴上	
1706	拗	於絞	影開二肴上	
1707	鮑	薄巧	並二肴上	
1708	齩	五巧	疑開二肴上	
1709	䰫	士絞	崇開二肴上	
1710	煼	初爪	初開二肴上	
1711	䝤	張絞	知開二肴上	
1712	㪢	山巧	生開二肴上	
1713	晧	胡老	匣開一豪上	
1714	抱	薄浩	並一豪上	
1715	老	盧晧	來開一豪上	
1716	討	他浩	透開一豪上	
1717	道	徒晧	定開一豪上	
1718	堖	奴晧	泥開一豪上	
1719	㛮	蘇老	心開一豪上	
1720	倒	都晧	端開一豪上	
1721	草	采老	清開一豪上	
1722	早	子晧	精開一豪上	
1723	皁	昨早	從開一豪上	
1724	暠	古老	見開一豪上	
1725	好	呼晧	曉開一豪上	
1726	蓩	武道	明一豪上	
1727	寶	博抱	幫一豪上	
1728	襖	烏晧	影開一豪上	
1729	考	苦浩	溪開一豪上	
1730	𦽀	五老	疑開一豪上	
1731	哿	古我	見開一歌上	
1732	瑳	千可	清開一歌上	
1733	嚲	丁可	端開一歌上	
1734	縒	蘇可	心開一歌上	
1735	爹	徒可	定開一歌上	
1736	我	五可	疑開一歌上	
1737	袉	吐可	透開一歌上	
1738	㰁	來可	來開一歌上	
1739	橠	奴可	泥開一歌上	
1740	荷	胡可	匣開一歌上	
1741	㰤	虛我	曉開一歌上	
1742	可	枯我	溪開一歌上	
1743	𨵌	烏可	影開一歌上	
1744	左	臧可	精開一歌上	
1745	果	古火	見合一歌上	
1746	埵	丁果	端合一歌上	
1747	鎖	蘇果	心合一歌上	
1748	墮	徒果	定合一歌上	
1749	妥	他果	透合一歌上	
1750	麼	亡果	明一歌上	
1751	坐	徂果	從合一歌上	
1752	㛂	五果	疑合一歌上	
1753	裸	郎果	來合一歌上	
1754	婐	烏果	影合一歌上	
1755	㛂	奴果	泥合一歌上	
1756	跛	布火	幫一歌上	
1757	叵	普火	滂一歌上	
1758	禍	胡果	匣合一歌上	
1759	火	呼果	曉合一歌上	
1760	顆	苦果	溪合一歌上	
1761	爸	捕可	並一歌上	
1762	脞	倉果	清合一歌上	
1763	硰	作｟子｠〈千〉可	清開一歌上	
1764	馬	莫下	明二麻上	
1765	者	章也	章開三麻上	
1766	野	羊者	以開三麻上	
1767	雅	五下	疑開二麻上	
1768	檟	古疋	見開二麻上	
1769	灑	砂下	生開二麻上	
1770	啞	烏下	影開二麻上	
1771	灺	徐野	邪開三麻上	
1772	下	胡雅	匣開二麻上	
1773	寫	悉姐	心開三麻上	
1774	𡎬	𩛠瓦	莊合二麻上	
1775	乜	彌也	明三A麻上	
1776	且	七也	清開三麻上	
1777	㗿	許下	曉開二麻上	
1778	社	常者	常開三麻上	
1779	跒	苦下	溪開二麻上	
1780	跁	傍下	並二麻上	
1781	捨	書冶	書開三麻上	
1782	姐	兹野	精開三麻上	
1783	把	博下	幫二麻上	
1784	踝	胡瓦	匣合二麻上	
1785	寡	古瓦	見合二麻上	
1786	瓦	五寡	疑合二麻上	
1787	若	人者	日開三麻上	
1788	鮓	側下	莊開二麻上	
1789	觰	都賈	知開二麻上	
1790	槎	士下	崇開二麻上	
1791	奲	昌者	昌開三麻上	
1792	䋾	竹下	知開二麻上	
1793	䋈	奴下	孃開二麻上	
1794	髁	苦瓦	溪合二麻上	
1795	䂳	叉瓦	初合二麻上	
1796	䊬	丑寡	徹合二麻上	
1797	葰	沙瓦	生合二麻上	
1798	奼	丑下	徹開二麻上	
1799	藞	盧下	來開二麻上	
1800	養	餘兩	以開三陽上	
1801	像	徐兩	邪開三陽上	
1802	㢡	即兩	精開三陽上	
1803	㒳	良㢡	來開三陽上	
1804	鞅	於兩	影開三C陽上	
1805	勥	其兩	羣開三C陽上	
1806	仰	魚兩	疑開三C陽上	
1807	磢	初兩	初開三陽上	
1808	想	息兩	心開三陽上	
1809	掌	諸兩	章開三陽上	
1810	𤕤	疎兩	生開三陽上	
1811	響	許兩	曉開三C陽上	
1812	敞	昌兩	昌開三陽上	
1813	繈	居兩	見開三C陽上	
1814	丈	直兩	澄開三陽上	
1815	昶	丑兩	徹開三陽上	
1816	獷	居往	見合三C陽上	
1817	壤	如兩	日開三陽上	
1818	賞	書兩	書開三陽上	
1819	髣	妃兩	滂三C陽上	
1820	网	文兩	明三C陽上	
1821	昉	分网	幫三C陽上	
1822	枉	紆往	影合三C陽上	
1823	往	于兩	云合三C陽上	
1824	怳	許昉	曉合三C陽上	
1825	搶	七兩	清開三陽上	
1826	長	知丈	知開三陽上	
1827	上	時掌	常開三陽上	
1828	俇	求往	羣合三C陽上	
1829	臩	俱往	見合三C陽上	
1830	𩦠	毗養｟兩｠〈霄〉	並三A宵平	
1831	䫪	初丈	初開三陽上	
1832	蕩	徒朗	定開一唐上	
1833	顙	蘇朗	心開一唐上	
1834	廣	古晃	見合一唐上	
1835	榜	北朗	幫一唐上	
1836	駔	子朗	精開一唐上	
1837	曩	奴朗	泥開一唐上	
1838	沆	胡朗	匣開一唐上	
1839	曭	他朗	透開一唐上	
1840	莽	模朗	明一唐上	
1841	黨	多朗	端開一唐上	
1842	朗	盧黨	來開一唐上	
1843	坱	烏朗	影開一唐上	
1844	慷	苦朗	溪開一唐上	
1845	㳹	烏晃	影合一唐上	
1846	晃	胡廣	匣合一唐上	
1847	髈	匹朗	滂一唐上	
1848	慌	呼晃	曉合一唐上	
1849	䴚	各朗	見開一唐上	
1850	䭹	五朗	疑開一唐上	
1851	奘	徂朗	從開一唐上	
1852	蒼	麁朗	清開一唐上	
1853	汻	呼朗	曉開一唐上	
1854	懬	丘晃	溪合一唐上	
1855	梗	古杏	見開二庚上	
1856	丙	兵永	幫三B庚上	
1857	警	居影	見開三B庚上	
1858	影	於丙	影開三B庚上	
1859	省	所景	生開三庚上	
1860	永	于憬	云合三B庚上	
1861	𦬺	許永	曉合三B庚上	
1862	皿	武永	明三B庚上	
1863	憬	俱永	見合三B庚上	
1864	杏	何梗	匣開二庚上	
1865	猛	莫幸（杏）	明二庚上	
1866	礦	古猛	見合二庚上	
1867	浜	布梗	幫二庚上	
1868	盯	張梗	知開二庚上	
1869	瑒	徒杏	澄開二庚上	
1870	䁝	烏猛	影合二庚上	
1871	打	德冷	端開二庚上	
1872	冷	魯打	來開二庚上	
1873	卝	呼〈乎〉䁝	匣合二庚上	
1874	鮩	蒲猛	並二庚上	
1875	𥉁	苦礦	溪合二庚上	
1876	檸	拏梗	孃開二庚上	
1877	耿	古幸	見開二耕上	
1878	䁅	武幸	明二耕上	
1879	幸	胡耿	匣開二耕上	
1880	𠊧	蒲幸	並二耕上	
1881	皏	普幸	滂二耕上	
1882	靜	疾郢	從開三清上	
1883	整	之郢	章開三清上	
1884	逞	丑郢	徹開三清上	
1885	郢	以整	以開三清上	
1886	痙	巨郢	羣開三A清上	
1887	潁	餘頃	以合三清上	
1888	領	良郢	來開三清上	
1889	頸	居郢	見開三A清上	
1890	餅	必郢	幫三A清上	
1891	頃	去潁	溪合三A清上	
1892	井	子郢	精開三清上	
1893	廮	於郢	影開三A清上	
1894	請	七靜	清開三清上	
1895	省	息井	心開三清上	
1896	眳	亡井	明三A清上	
1897	徎	丈井	澄開三清上	
1898	迥	戶頂	匣合四青上	
1899	熲	古迥	見合四青上	
1900	茗	莫迥	明四青上	
1901	頂	都挺	端開四青上	
1902	挺	徒鼎	定開四青上	
1903	珽	他鼎	透開四青上	
1904	汫	徂醒	從開四青上	
1905	濙	烏迥	影合四青上	
1906	謦	去挺	溪開四青上	
1907	𩕳	乃挺	泥開四青上	
1908	婞	胡頂	匣開四青上	
1909	醒	蘇挺	心開四青上	
1910	鞞	補鼎	幫四青上	
1911	褧	口迥	溪合四青上	
1912	剄	古挺	見開四青上	
1913	頩	匹迥	滂四青上	
1914	巊	烟涬	影開四青上	
1915	笭	力鼎	來開四青上	
1916	竝	蒲迥	並四青上	
1917	詗	火迥	曉合四青上	
1918	䀴	五剄	疑開四青上	
1919	拯	-	章開三蒸上	
1920	庱	丑拯	徹開三蒸上	
1921	殑	其拯	羣開三C蒸上	
1922	㱡	色庱	生開三蒸上	
1923	等	多肯	端開一登上	
1924	倗	普等	滂一登上	
1925	肯	苦等	溪開一登上	
1926	能	奴等	泥開一登上	
1927	有	云久	云三C尤上	
1928	柳	力久	來三尤上	
1929	狃	女久	孃三尤上	
1930	丑	敕久	徹三尤上	
1931	肘	陟柳	知三尤上	
1932	朽	許久	曉三C尤上	
1933	久	舉有	見三C尤上	
1934	首	書九	書三尤上	
1935	醜	昌九	昌三尤上	
1936	湫	在九	從三尤上	
1937	婦	房久	並三C尤上	
1938	缶	方久	幫三C尤上	
1939	糗	去久	溪三C尤上	
1940	蹂	人九	日三尤上	
1941	舅	其九	羣三C尤上	
1942	紂	除柳	澄三尤上	
1943	酉	與久	以三尤上	
1944	受	殖酉	常三尤上	
1945	滫	息有	心三尤上	
1946	䬀	於柳	影三C尤上	
1947	酒	子酉	精三尤上	
1948	溲	疎有	生三尤上	
1949	帚	之九	章三尤上	
1950	㤱	芳否	滂三C尤上	
1951	掫	側九	莊三尤上	
1952	𥣙	士九	崇三尤上	
1953	𩋄	初九	初三尤上	
1954	秠	芳婦	滂三C尤上	
1955	厚	胡口	匣一侯上	
1956	母	莫厚	明一侯上	
1957	部	蒲口	並一侯上	
1958	斗	當口	端一侯上	
1959	𪌘	天口	透一侯上	
1960	苟	古厚	見一侯上	
1961	藕	五口	疑一侯上	
1962	㨐	方垢	幫一侯上	
1963	㝅	乃后	泥一侯上	
1964	叜	蘇后	心一侯上	
1965	吼	呼后	曉一侯上	
1966	剖	普后	滂一侯上	
1967	歐	烏后	影一侯上	
1968	塿	郎斗	來一侯上	
1969	走	子苟	精一侯上	
1970	口	苦后	溪一侯上	
1971	䕆	徒口	定一侯上	
1972	鯫	仕垢	從一侯上	
1973	趣	倉苟	清一侯上	
1974	黝	於糾	影開三A幽上	
1975	糾	居黝	見開三A幽上	
1976	蟉	渠黝	羣開三A幽上	
1977	寑	七稔	清開三侵上	
1978	朕	直稔	澄開三侵上	
1979	坅	丘甚	溪開三B侵上	
1980	廩	力稔	來開三侵上	
1981	罧	斯甚	心開三侵上	
1982	踸	丑甚	徹開三侵上	
1983	䤐	子朕	精開三侵上	
1984	荏	如甚	日開三侵上	
1985	枕	章荏	章開三侵上	
1986	沈	式任〈荏〉	書開三侵上	
1987	葚	食荏	船開三侵上	
1988	甚	常枕	常開三侵上	
1989	瀋	昌枕	昌開三侵上	
1990	墋	初朕	初開三侵上	
1991	拰	尼凜	孃開三侵上	
1992	噤	渠飲	羣開三B侵上	
1993	錦	居飲	見開三B侵上	
1994	蕈	慈荏	從開三侵上	
1995	僸	牛錦	疑開三B侵上	
1996	㾕	疎錦	生開三侵上	
1997	稟	筆錦	幫三B侵上	
1998	㱃	於錦	影開三B侵上	
1999	品	丕飲	滂三B侵上	
2000	𩖄	欽錦	溪開三B侵上	
2001	廞	許錦	曉開三B侵上	
2002	戡	張甚	知開三侵上	
2003	潭	以荏	以開三侵上	
2004	𩒣	士｟仕｠〈丘〉㾕	溪開三B侵上	
2005	感	古禫	見開一覃上	
2006	禫	徒感	定開一覃上	
2007	晻	烏感	影開一覃上	
2008	腩	奴感	泥開一覃上	
2009	襑	他感	透開一覃上	
2010	歜	徂感	從開一覃上	
2011	慘	七感	清開一覃上	
2012	顉	五感	疑開一覃上	
2013	昝	子感	精開一覃上	
2014	糂	桑感	心開一覃上	
2015	坎	苦感	溪開一覃上	
2016	頷	胡感	匣開一覃上	
2017	壈	盧感	來開一覃上	
2018	黕	都感	端開一覃上	
2019	䫲	呼唵	曉開一覃上	
2020	敢	古覽	見開一談上	
2021	㶒	賞敢	書開三鹽上	
2022	覽	盧敢	來開一談上	
2023	𦵹	吐敢	透開一談上	
2024	膽	都敢	端開一談上	
2025	噉	徒敢	定開一談上	
2026	黲	倉敢	清開一談上	
2027	㛧	謨敢	明一談上	
2028	䭕	子敢	精開一談上	
2029	槧	才敢	從開一談上	
2030	喊	呼覽	曉開一談上	
2031	埯	烏敢	影開一談上	
2032	𠪚	口敢	溪開一談上	
2033	琰	以冉	以開三鹽上	
2034	斂	良冉	來開三鹽上	
2035	險	虛檢	曉開三B鹽上	
2036	貶	方斂	幫三B鹽上	
2037	颭	占琰	章開三鹽上	
2038	𩑳	丘檢	溪開三B鹽上	
2039	顩	魚檢	疑開三B鹽上	
2040	儉	巨險	羣開三B鹽上	
2041	檢	居奄	見開三B鹽上	
2042	黶	於琰	影開三A鹽上	
2043	冉	而琰	日開三鹽上	
2044	陝	失冉	書開三鹽上	
2045	諂	丑琰	徹開三鹽上	
2046	奄	衣儉	影開三B鹽上	
2047	漸	慈染	從開三鹽上	
2048	憸	七漸	清開三鹽上	
2049	𩟗	子冉	精開三鹽上	
2050	脥	謙琰	溪開三A鹽上	
2051	剡	時染	常開三鹽上	
2052	忝	他玷	透開四添上	
2053	淰	乃玷	泥開四添上	
2054	點	多忝	端開四添上	
2055	簟	徒玷	定開四添上	
2056	嗛	苦簟	溪開四添上	
2057	稴	力忝	來開四添上	
2058	鼸	胡忝	匣開四添上	
2059	憯	青忝	清開四添上	
2060	孂	兼｟居｠玷｟點｠〈黝〉	見開三A幽上	
2061	𡕢	明忝	明四添上	
2062	儼	魯〈魚〉掩〈埯〉	疑開三C嚴上	
2063	欦	丘广	溪開三C嚴上	
2064	埯	於广	影開三C嚴上	
2065	豏	下斬	匣開二咸上	
2066	湛	徒減	澄開二咸上	
2067	㦿	苦減	溪開二咸上	
2068	鹼	古斬	見開二咸上	
2069	瀺	士減	崇開二咸上	
2070	臉	力減	來開二咸上	
2071	斬	側減	莊開二咸上	
2072	䑎	初減	初開二咸上	
2073	鬫	火斬	曉開二咸上	
2074	摻	所斬	生開二咸上	
2075	黯	乙減	影開二咸上	
2076	喊	呼豏	曉開二咸上	
2077	𦊔	女減	孃開二咸上	
2078	𠐩	丑減	徹開二咸上	
2079	檻	胡黤	匣開二銜上	
2080	䫡	丘檻	溪開二銜上	
2081	㨻	山檻	生開二銜上	
2082	黤	於檻	影開二銜上	
2083	醶	初檻	初開二銜上	
2084	㺖	荒檻	曉開二銜上	
2085	巉	仕檻	崇開二銜上	
2086	范	防錽	並三C凡上	
2087	錽	亡范	明三C凡上	
2088	𦜒	府犯	幫三C凡上	
2089	凵	丘犯	溪開三C嚴上	
2090	釩	峯犯	滂三C凡上	
2091	𠑆	丑犯	徹開三嚴上	
2092	送	蘇弄	心一東去	
2093	鳳	馮貢	並三C東去	
2094	貢	古送	見一東去	
2095	弄	盧貢	來一東去	
2096	涷	多貢	端一東去	
2097	控	苦貢	溪一東去	
2098	糉	作弄	精一東去	
2099	瓮	烏貢	影一東去	
2100	謥	千弄	清一東去	
2101	洞	徒弄	定一東去	
2102	痛	他貢	透一東去	
2103	仲	直眾	澄三東去	
2104	諷	方鳳	幫三C東去	
2105	焪	去仲	溪三C東去	
2106	㝱	莫鳳	明三C東去	
2107	𧽒	香仲	曉三C東去	
2108	𢄐	莫弄	明一東去	
2109	趥	子〈千〉仲	清三東去	
2110	賵	撫鳳	滂三C東去	
2111	𣀒	徂送	從一東去	
2112	中	陟仲	知三東去	
2113	哄	胡貢	匣一東去	
2114	齈	奴凍	泥一東去	
2115	眾	之仲	章三東去	
2116	銃	充仲	昌三東去	
2117	㓽	仕仲	崇三東去	
2118	烘	呼貢	曉一東去	
2119	宋	蘇統	心一冬去	
2120	綜	子宋	精一冬去	
2121	統	他綜	透一冬去	
2122	雺	莫綜	明一冬去	
2123	䃔	乎宋	匣一冬去	
2124	用	余頌	以三鍾去	
2125	頌	似用	邪三鍾去	
2126	俸	扶用	並三C鍾去	
2127	共	渠用	羣三C鍾去	
2128	葑	方用	幫三C鍾去	
2129	供	居用	見三C鍾去	
2130	雍	於用	影三C鍾去	
2131	湩	竹用	知三鍾去	
2132	縱	子用	精三鍾去	
2133	蹱	丑用	徹三鍾去	
2134	䩸	而用	日三鍾去	
2135	種	之用	章三鍾去	
2136	重	柱用	澄三鍾去	
2137	贚	良用	來三鍾去	
2138	恐	區用	溪三C鍾去	
2139	從	疾用	從三鍾去	
2140	𢫨	穠用	孃三鍾去	
2141	絳	古巷	見二江去	
2142	巷	胡絳	匣二江去	
2143	戇	陟降	知二江去	
2144	䡴	直絳	澄二江去	
2145	𥈄	丑絳	徹二江去	
2146	漴	士絳	崇二江去	
2147	肨	匹絳	滂二江去	
2148	䎫	楚絳	初二江去	
2149	淙	色絳	生二江去	
2150	寘	支義	章開三支去	
2151	避	毗義	並三A支去	
2152	惴	之睡	章合三支去	
2153	詈	力智	來開三支去	
2154	豉	是義	常開三支去	
2155	積	子智	精開三支去	
2156	賜	斯義	心開三支去	
2157	爲	于僞	云合三B支去	
2158	䞈	詭僞	見合三B支去	
2159	帔	披義	滂三B支去	
2160	賁	彼義	幫三B支去	
2161	髲	平義	並三B支去	
2162	累	良僞	來合三支去	
2163	寄	居義	見開三B支去	
2164	臂	卑義	幫三A支去	
2165	芰	奇寄	羣開三B支去	
2166	刺	七賜	清開三支去	
2167	易	以豉	以開三支去	
2168	議	宜寄	疑開三B支去	
2169	譬	匹賜	滂三A支去	
2170	漬	疾智	從開三支去	
2171	智	知義	知開三支去	
2172	倚	於義	影開三B支去	
2173	縋	馳僞	澄合三支去	
2174	吹	尺僞	昌合三支去	
2175	戲	香義	曉開三B支去	
2176	企	去智	溪開三A支去	
2177	縊	於賜	影開三A支去	
2178	翅	施智	書開三支去	
2179	屣	所寄	生開三支去	
2180	觖	窺瑞	溪合三A支去	
2181	餧	於僞	影合三B支去	
2182	僞	危睡	疑合三B支去	
2183	毀	況僞	曉合三B支去	
2184	恚	於避	影合三A支去	
2185	睡	是僞	常合三支去	
2186	馶	居企	見開三A支去	
2187	䄲	而瑞	日合三支去	
2188	卶	充豉	昌開三支去	
2189	䅗	思累	心合三支去	
2190	娷	竹恚	知合三支去	
2191	瓗	以睡	以合三支去	
2192	諉	女恚	孃合三支去	
2193	瞡	規恚	見合三A支去	
2194	𧙁	爭義	莊開三支去	
2195	孈	呼恚	曉合三A支去	
2196	㞆	卿義	溪開三B支去	
2197	至	脂利	章開三脂去	
2198	位	于愧	云合三B脂去	
2199	郿	明祕	明三B脂去	
2200	遂	徐醉	邪合三脂去	
2201	醉	將遂	精合三脂去	
2202	邃	雖遂	心合三脂去	
2203	類	力遂	來合三脂去	
2204	祕	兵媚	幫三B脂去	
2205	匱	求位	羣合三B脂去	
2206	濞	匹備	滂三B脂去	
2207	備	平祕	並三B脂去	
2208	媿	俱位	見合三B脂去	
2209	帥	所類	生合三脂去	
2210	喟	丘愧	溪合三B脂去	
2211	豷	許位	曉合三B脂去	
2212	嗜	常利	常開三脂去	
2213	利	力至	來開三脂去	
2214	膩	女利	孃開三脂去	
2215	屁	匹寐	滂三A脂去	
2216	劓	魚器	疑開三B脂去	
2217	致	陟利	知開三脂去	
2218	棄	詰利	溪開三A脂去	
2219	緻	直利	澄開三脂去	
2220	寐	彌二	明三A脂去	
2221	杘	丑利	徹開三脂去	
2222	冀	几利	見開三B脂去	
2223	臮	具冀	羣開三B脂去	
2224	悸	其季	羣合三A脂去	
2225	翠	七醉	清合三脂去	
2226	二	而至	日開三脂去	
2227	恣	資四	精開三脂去	
2228	次	七四	清開三脂去	
2229	懿	乙冀	影開三B脂去	
2230	四	息利	心開三脂去	
2231	器	去冀	溪開三B脂去	
2232	季	居悸	見合三A脂去	
2233	鼻	毗至	並三A脂去	
2234	䁤	香季	曉合三A脂去	
2235	痹	必至	幫三A脂去	
2236	萃	秦醉	從合三脂去	
2237	地	徒四	定開四脂去	
2238	齂	虛器	曉開三B脂去	
2239	肄	羊至	以開三脂去	
2240	示	神至	船開三脂去	
2241	自	疾二	從開三脂去	
2242	墜	直類	澄合三脂去	
2243	出	尺類	昌合三脂去	
2244	遺	以醉	以合三脂去	
2245	侐	火季	曉合三A脂去	
2246	轛	追萃	知合三脂去	
2247	痓	充自	昌開三脂去	
2248	屍	矢利	書開三脂去	
2249	㿷	楚愧	初合三脂去	
2250	㽷	釋類	書合三脂去	
2251	志	職吏	章開三之去	
2252	值	直吏	澄開三之去	
2253	寺	祥吏	邪開三之去	
2254	蛓	七吏	清開三之去	
2255	笥	相吏	心開三之去	
2256	試	式吏	書開三之去	
2257	胾	側吏	莊開三之去	
2258	吏	力置	來開三之去	
2259	字	疾置	從開三之去	
2260	眙	丑吏	徹開三之去	
2261	餌	仍吏	日開三之去	
2262	駛	疎吏	生開三之去	
2263	廁	初吏	初開三之去	
2264	異	羊吏	以開三之去	
2265	置	陟吏	知開三之去	
2266	侍	時吏	常開三之去	
2267	事	鉏吏	崇開三之去	
2268	忌	渠記	羣開三C之去	
2269	熾	昌志	昌開三之去	
2270	意	於記	影開三C之去	
2271	記	居吏	見開三C之去	
2272	憙	許記	曉開三C之去	
2273	䰯	魚記	疑開三C之去	
2274	亟	去吏	溪開三C之去	
2275	未	無沸	明三C微去	
2276	貴	居胃	見合三C微去	
2277	胃	于貴	云合三C微去	
2278	魏	魚貴	疑合三C微去	
2279	沸	方味	幫三C微去	
2280	費	芳未	滂三C微去	
2281	𥽂	丘畏	溪合三C微去	
2282	尉	於胃	影合三C微去	
2283	諱	許貴	曉合三C微去	
2284	𥝋	扶涕〈沸〉	並三C微去	
2285	既	居豙	見開三C微去	
2286	毅	魚既	疑開三C微去	
2287	氣	去既	溪開三C微去	
2288	欷	許既	曉開三C微去	
2289	䤒	其既	羣開三C微去	
2290	衣	於既	影開三C微去	
2291	御	牛倨	疑開三C魚去	
2292	慮	良倨	來開三魚去	
2293	據	居御	見開三C魚去	
2294	覰	七慮	清開三魚去	
2295	㰦	近〈丘〉倨	溪開三C魚去	
2296	署	常恕	常開三魚去	
2297	恕	商署	書開三魚去	
2298	著	陟慮	知開三魚去	
